Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,36.206503,[ 8 36] ; [64 23],[24.18320611 19.81679389] ; [47.81679389 39.18320611],1
d3,1,0.548132,0.360674,[27 17] ; [58 29],[28.54961832 15.45038168] ; [56.45038168 30.54961832],0
b5,1,0.567147,0.327479,[24 20] ; [52 35],[25.52671756 18.47328244] ; [50.47328244 36.52671756],0
d4,1,0.576931,0.311223,[38  6] ; [71 15],[36.89230769  7.10769231] ; [72.10769231 13.89230769],0
p6,1,0.631428,0.23013,[ 6 36] ; [15 70],[ 6.94488189 35.05511811] ; [14.05511811 70.94488189],0
a6,1,0.639698,0.219137,[27 17] ; [57 30],[28.21374046 15.78625954] ; [55.78625954 31.21374046],0
b4,1,0.666591,0.185616,[29 15] ; [54 33],[27.8778626 16.1221374] ; [55.1221374 31.8778626],0
u2,1,0.671763,0.179547,[8 9] ; [15 13],[8.68888889 8.31111111] ; [14.31111111 13.68888889],0
r3,1,0.765193,0.089203,[37  7] ; [74 12],[37.56923077  6.43076923] ; [73.43076923 12.56923077],0
p4,1,0.791508,0.069883,[20 24] ; [37 49],[19.29230769 24.70769231] ; [37.70769231 48.29230769],0
v2,1,0.868751,0.027306,[19 25] ; [38 47],[19.44186047 24.55813953] ; [37.55813953 47.44186047],0
n2,1,0.873351,0.025409,[12 10] ; [12 11],[11.73333333 10.26666667] ; [12.26666667 10.73333333],0
n3,1,0.884055,0.021267,[11 11] ; [12 11],[11.24444444 10.75555556] ; [11.75555556 11.24444444],0
b3,1,0.927419,0.008298,[ 7 21] ; [14 40],[ 7.17073171 20.82926829] ; [13.82926829 40.17073171],0
b2,1,0.927419,0.008298,[ 7 21] ; [14 40],[ 7.17073171 20.82926829] ; [13.82926829 40.17073171],0
d1,1,0.960733,0.002424,[27 17] ; [53 34],[26.87022901 17.12977099] ; [53.12977099 33.87022901],0
p8,1,0.966212,0.001794,[14 30] ; [28 59],[14.10687023 29.89312977] ; [27.89312977 59.10687023],0
