Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,2.1e-05,18.119821,[58 34] ; [ 8 29],[47.06976744 44.93023256] ; [18.93023256 18.06976744],1
n6,1,0.063476,3.444164,[77 14] ; [26 11],[73.2265625 17.7734375] ; [29.7734375  7.2265625],0
n3,1,0.069913,3.285068,[16  1] ; [9 4],[14.16666667  2.83333333] ; [10.83333333  2.16666667],0
a6,1,0.116915,2.458169,[38 55] ; [10 28],[34.07633588 58.92366412] ; [13.92366412 24.07633588],0
s4,1,0.126279,2.33766,[10 82] ; [ 8 30],[12.73846154 79.26153846] ; [ 5.26153846 32.73846154],0
p11,1,0.130788,2.283125,[75 18] ; [26 12],[71.70229008 21.29770992] ; [29.29770992  8.70229008],0
p8,1,0.132181,2.266699,[51 37] ; [16 21],[47.168 40.832] ; [19.832 17.168],0
s1,1,0.141054,2.166422,[ 1 91] ; [ 2 35],[ 2.13953488 89.86046512] ; [ 0.86046512 36.13953488],0
s6,1,0.16677,1.911745,[59 32] ; [18 17],[55.61111111 35.38888889] ; [21.38888889 13.61111111],0
n4,1,0.197789,1.658629,[76 15] ; [28 10],[73.36434109 17.63565891] ; [30.63565891  7.36434109],0
a8,1,0.209482,1.575,[12 78] ; [ 2 34],[10. 80.] ; [ 4. 32.],0
n5,1,0.215616,1.533314,[71 20] ; [25 12],[68.25 22.75] ; [27.75  9.25],0
b5,1,0.264161,1.24682,[39 54] ; [20 18],[41.88549618 51.11450382] ; [17.11450382 20.88549618],0
v4,1,0.287303,1.132218,[86  7] ; [32  5],[84.41538462  8.58461538] ; [33.58461538  3.41538462],0
a1,1,0.288317,1.127462,[ 7 86] ; [ 1 37],[ 5.67938931 87.32061069] ; [ 2.32061069 35.67938931],0
u3,1,0.337482,0.919974,[5 9] ; [9 8],[6.32258065 7.67741935] ; [7.67741935 9.32258065],0
p10,1,0.342782,0.9,[72 18] ; [26 10],[70. 20.] ; [28.  8.],0
u2,1,0.430841,0.620556,[5 8] ; [9 8],[6.06666667 6.93333333] ; [7.93333333 9.06666667],0
s3,1,0.432035,0.617346,[50 41] ; [18 20],[47.96899225 43.03100775] ; [20.03100775 17.96899225],0
p7,1,0.451971,0.565703,[66 25] ; [23 12],[64.27777778 26.72222222] ; [24.72222222 10.27777778],0
p12,1,0.508332,0.4375,[ 5 85] ; [ 1 35],[ 4.28571429 85.71428571] ; [ 1.71428571 34.28571429],0
p5,1,0.537791,0.379649,[ 9 83] ; [ 5 32],[ 9.98449612 82.01550388] ; [ 4.01550388 32.98449612],0
v1,1,0.599297,0.276058,[59 30] ; [27 11],[60.26771654 28.73228346] ; [25.73228346 12.26771654],0
p6,1,0.612251,0.25691,[30 58] ; [14 22],[31.22580645 56.77419355] ; [12.77419355 23.22580645],0
s2,1,0.61438,0.253845,[51 42] ; [19 19],[49.69465649 43.30534351] ; [20.30534351 17.69465649],0
n1,1,0.637947,0.221437,[ 6 10] ; [6 7],[6.62068966 9.37931034] ; [5.37931034 7.62068966],0
u4,1,0.65086,0.204818,[ 4 89] ; [ 1 37],[ 3.54961832 89.45038168] ; [ 1.45038168 36.54961832],0
p2,1,0.669068,0.182694,[72 19] ; [28  9],[71.09375 19.90625] ; [28.90625  8.09375],0
d3,1,0.768672,0.086502,[39 54] ; [17 21],[39.75572519 53.24427481] ; [16.24427481 21.75572519],0
p1,1,0.821023,0.05118,[ 4 88] ; [ 2 36],[ 4.24615385 87.75384615] ; [ 1.75384615 36.24615385],0
b4,1,0.906182,0.01389,[50 43] ; [20 18],[49.69465649 43.30534351] ; [20.30534351 17.69465649],0
p4,1,0.909549,0.012907,[51 39] ; [20 16],[50.71428571 39.28571429] ; [20.28571429 15.71428571],0
b1,1,0.945743,0.004631,[41 52] ; [17 21],[41.17557252 51.82442748] ; [16.82442748 21.17557252],0
n2,1,0.976835,0.000843,[13  4] ; [10  3],[13.03333333  3.96666667] ; [9.96666667 3.03333333],0
