Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,77.541224,[ 8 33] ; [86  5],[29.1969697 11.8030303] ; [64.8030303 26.1969697],1
u1,1,0.194521,1.683042,[ 4 37] ; [17 74],[ 6.52272727 34.47727273] ; [14.47727273 76.52272727],0
s6,1,0.195702,1.674164,[29 12] ; [72 17],[31.85384615  9.14615385] ; [69.14615385 19.85384615],0
a3,1,0.196773,1.666162,[24 16] ; [65 26],[27.17557252 12.82442748] ; [61.82442748 29.17557252],0
s4,1,0.215428,1.534572,[13 28] ; [19 69],[10.17054264 30.82945736] ; [21.82945736 66.17054264],0
p5,1,0.224728,1.473923,[ 5 34] ; [20 71],[ 7.5 31.5] ; [17.5 73.5],0
v2,1,0.237039,1.398115,[18 23] ; [49 40],[21.13076923 19.86923077] ; [45.86923077 43.13076923],0
s7,1,0.256888,1.285452,[12 27] ; [36 51],[14.85714286 24.14285714] ; [33.14285714 53.85714286],0
p7,1,0.306446,1.045933,[22 17] ; [58 30],[24.56692913 14.43307087] ; [55.43307087 32.56692913],0
s1,1,0.31184,1.022865,[ 3 38] ; [ 3 87],[ 1.8778626 39.1221374] ; [ 4.1221374 85.8778626],0
p8,1,0.367795,0.8111,[17 22] ; [47 43],[19.34883721 19.65116279] ; [44.65116279 45.34883721],0
a1,1,0.368721,0.80797,[ 4 37] ; [ 5 86],[ 2.79545455 38.20454545] ; [ 6.20454545 84.79545455],0
p6,1,0.378807,0.77457,[12 27] ; [35 55],[14.20930233 24.79069767] ; [32.79069767 57.20930233],0
d2,1,0.409493,0.680271,[18 23] ; [46 43],[20.18461538 20.81538462] ; [43.81538462 45.18461538],0
d5,1,0.434934,0.609612,[34  7] ; [70 21],[32.3030303  8.6969697] ; [71.6969697 19.3030303],0
v4,1,0.472607,0.515873,[35  4] ; [85  6],[36.  3.] ; [84.  7.],0
b1,1,0.506043,0.442241,[12 29] ; [32 59],[13.66666667 27.33333333] ; [30.33333333 60.66666667],0
d1,1,0.526471,0.401198,[21 20] ; [52 39],[22.67424242 18.32575758] ; [50.32575758 40.67424242],0
p12,1,0.53846,0.378401,[ 3 37] ; [10 81],[ 3.96946565 36.03053435] ; [ 9.03053435 81.96946565],0
d4,1,0.612523,0.256517,[36  5] ; [76 14],[35.05343511  5.94656489] ; [76.94656489 13.05343511],0
u2,1,0.662763,0.190184,[ 7 10] ; [12 13],[7.69047619 9.30952381] ; [11.30952381 13.69047619],0
s3,1,0.6665,0.185723,[23 17] ; [47 41],[21.875 18.125] ; [48.125 39.875],0
a7,1,0.667133,0.184974,[28 13] ; [58 32],[26.91603053 14.08396947] ; [59.08396947 30.91603053],0
b2,1,0.686634,0.162753,[ 7 16] ; [19 35],[ 7.76623377 15.23376623] ; [18.23376623 35.76623377],0
b3,1,0.686634,0.162753,[ 7 16] ; [19 35],[ 7.76623377 15.23376623] ; [18.23376623 35.76623377],0
r2,1,0.725765,0.123036,[38  2] ; [85  6],[37.55725191  2.44274809] ; [85.44274809  5.55725191],0
u3,1,0.759047,0.094085,[9 8] ; [15 11],[9.48837209 7.51162791] ; [14.51162791 11.48837209],0
s2,1,0.798661,0.065066,[22 19] ; [51 40],[22.67424242 18.32575758] ; [50.32575758 40.67424242],0
b5,1,0.830575,0.045781,[19 22] ; [44 47],[19.56818182 21.43181818] ; [43.43181818 47.56818182],0
n3,1,0.872518,0.025748,[7 4] ; [10  5],[7.19230769 3.80769231] ; [9.80769231 5.19230769],0
d3,1,0.894192,0.01769,[27 14] ; [61 30],[27.33333333 13.66666667] ; [60.66666667 30.33333333],0
b4,1,0.914172,0.011616,[28 13] ; [63 28],[28.26515152 12.73484848] ; [62.73484848 28.26515152],0
