Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,42.438022,[ 23 121] ; [83 78],[50.04590164 93.95409836] ; [ 55.95409836 105.04590164],1
a6,1,0.301666,1.066816,[90 55] ; [111  53],[94.32038835 50.67961165] ; [106.67961165  57.32038835],0
a7,1,0.318008,0.997122,[97 48] ; [119  46],[101.03225806  43.96774194] ; [114.96774194  50.03225806],0
s3,1,0.325721,0.965834,[67 77] ; [85 78],[71.29641694 72.70358306] ; [80.70358306 82.29641694],0
u4,1,0.379688,0.771713,[  1 144] ; [  3 162],[  1.87096774 143.12903226] ; [  2.12903226 162.87096774],0
b2,1,0.387086,0.748077,[29 54] ; [38 54],[31.77714286 51.22285714] ; [35.22285714 56.77714286],0
b3,1,0.387086,0.748077,[29 54] ; [38 54],[31.77714286 51.22285714] ; [35.22285714 56.77714286],0
p6,1,0.42339,0.640886,[ 22 121] ; [ 30 129],[ 24.62251656 118.37748344] ; [ 27.37748344 131.62251656],0
d3,1,0.438974,0.598963,[96 49] ; [116  49],[99.16129032 45.83870968] ; [112.83870968  52.16129032],0
a1,1,0.445197,0.582852,[  6 139] ; [ 10 155],[  7.48387097 137.51612903] ; [  8.51612903 156.48387097],0
u2,1,0.455003,0.558158,[28 20] ; [17 17],[26.34146341 21.65853659] ; [18.65853659 15.34146341],0
s5,1,0.45576,0.556288,[ 36 106] ; [ 45 109],[ 38.85810811 103.14189189] ; [ 42.14189189 111.85810811],0
p8,1,0.63813,0.221196,[ 42 103] ; [ 50 109],[ 43.88157895 101.11842105] ; [ 48.11842105 110.88157895],0
s4,1,0.685479,0.164024,[ 21 122] ; [ 27 138],[ 22.28571429 120.71428571] ; [ 25.71428571 139.28571429],0
d2,1,0.695043,0.15368,[67 76] ; [81 84],[68.71428571 74.28571429] ; [79.28571429 85.71428571],0
u3,1,0.705138,0.143182,[26 22] ; [18 18],[25.14285714 22.85714286] ; [18.85714286 17.14285714],0
u1,1,0.713986,0.134329,[ 19 126] ; [ 24 141],[ 20.11290323 124.88709677] ; [ 22.88709677 142.11290323],0
p1,1,0.783892,0.075214,[  6 137] ; [  8 157],[  6.5 136.5] ; [  7.5 157.5],0
n5,1,0.842347,0.039558,[87 58] ; [99 63],[87.85016287 57.14983713] ; [98.14983713 63.85016287],0
b1,1,0.850045,0.035744,[56 89] ; [ 62 103],[55.19354839 89.80645161] ; [ 62.80645161 102.19354839],0
s1,1,0.86631,0.028341,[  5 140] ; [  5 156],[  4.73856209 140.26143791] ; [  5.26143791 155.73856209],0
b5,1,0.876994,0.023957,[90 55] ; [101  64],[89.33870968 55.66129032] ; [101.66129032  63.33870968],0
a2,1,0.894736,0.017507,[ 29 116] ; [ 34 131],[ 29.46774194 115.53225806] ; [ 33.53225806 131.46774194],0
n2,1,0.964842,0.001943,[40 17] ; [30 13],[39.9 17.1] ; [30.1 12.9],0
p12,1,0.976218,0.000889,[  6 136] ; [  7 156],[  6.05245902 135.94754098] ; [  6.94754098 156.05245902],0
