Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.002662,9.025621,[36  6] ; [10 10],[31.16129032 10.83870968] ; [14.83870968  5.16129032],0
d1,1,0.699327,0.149173,[ 3 39] ; [ 2 18],[ 3.38709677 38.61290323] ; [ 1.61290323 18.38709677],0
r3,1,0.699327,0.149173,[39  3] ; [18  2],[38.61290323  3.38709677] ; [18.38709677  1.61290323],0
b4,1,0.71267,0.135625,[21 21] ; [11  9],[21.67741935 20.32258065] ; [10.32258065  9.67741935],0
n1,1,0.724939,0.12381,[4 4] ; [2 3],[3.69230769 4.30769231] ; [2.30769231 2.69230769],0
n3,1,0.735317,0.114286,[5 2] ; [4 1],[5.25 1.75] ; [3.75 1.25],0
a5,1,0.735782,0.113869,[25 17] ; [11  9],[24.38709677 17.61290323] ; [11.61290323  8.38709677],0
a4,1,0.748083,0.103149,[ 7 35] ; [ 4 16],[ 7.4516129 34.5483871] ; [ 3.5483871 16.4516129],0
s6,1,0.753276,0.098799,[31 11] ; [14  6],[30.48387097 11.51612903] ; [14.51612903  5.48387097],0
a6,1,0.831231,0.045421,[24 18] ; [12  8],[24.38709677 17.61290323] ; [11.61290323  8.38709677],0
p11,1,0.867531,0.027821,[35  7] ; [17  3],[35.22580645  6.77419355] ; [16.77419355  3.22580645],0
b5,1,0.873607,0.025306,[24 18] ; [11  9],[23.70967742 18.29032258] ; [11.29032258  8.70967742],0
s7,1,0.937356,0.006177,[32  9] ; [15  4],[32.11666667  8.88333333] ; [14.88333333  4.11666667],0
p10,1,0.940504,0.005571,[36  6] ; [17  3],[35.90322581  6.09677419] ; [17.09677419  2.90322581],0
v4,1,0.983503,0.000428,[39  2] ; [19  1],[38.98360656  2.01639344] ; [19.01639344  0.98360656],0
