Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,67.709019,[102   3] ; [17 28],[83.3 21.7] ; [35.7  9.3],1
s7,1,0.078137,3.103241,[44 55] ; [12 30],[39.31914894 59.68085106] ; [16.68085106 25.31914894],0
s2,1,0.079455,3.076016,[38 65] ; [10 35],[33.40540541 69.59459459] ; [14.59459459 30.40540541],0
v2,1,0.080889,3.046947,[33 67] ; [ 8 35],[28.67132867 71.32867133] ; [12.32867133 30.67132867],0
u2,1,0.08467,2.972897,[24 18] ; [ 8 15],[20.67692308 21.32307692] ; [11.32307692 11.67692308],0
b2,1,0.110727,2.54381,[16 44] ; [13 17],[19.33333333 40.66666667] ; [ 9.66666667 20.33333333],0
b3,1,0.110727,2.54381,[16 44] ; [13 17],[19.33333333 40.66666667] ; [ 9.66666667 20.33333333],0
b1,1,0.175659,1.833977,[48 57] ; [26 19],[51.8 53.2] ; [22.2 22.8],0
v3,1,0.194511,1.683117,[25 74] ; [ 7 38],[22. 77.] ; [10. 35.],0
a2,1,0.20216,1.626703,[ 8 97] ; [ 1 44],[ 6.3 98.7] ; [ 2.7 42.3],0
a4,1,0.227682,1.455285,[42 63] ; [13 31],[38.75838926 66.24161074] ; [16.24161074 27.75838926],0
a3,1,0.250715,1.319316,[62 43] ; [22 23],[58.8 46.2] ; [25.2 19.8],0
p12,1,0.262296,1.256598,[ 7 97] ; [ 1 44],[ 5.58389262 98.41610738] ; [ 2.41610738 42.58389262],0
p5,1,0.293344,1.10421,[10 95] ; [ 2 43],[ 8.4 96.6] ; [ 3.6 41.4],0
a6,1,0.295147,1.095994,[47 58] ; [16 29],[44.1 60.9] ; [18.9 26.1],0
a8,1,0.298783,1.079617,[10 89] ; [ 2 40],[ 8.42553191 90.57446809] ; [ 3.57446809 38.42553191],0
p4,1,0.318476,0.995196,[49 54] ; [17 27],[46.24489796 56.75510204] ; [19.75510204 24.24489796],0
p1,1,0.372998,0.793651,[ 9 96] ; [ 6 39],[10.5 94.5] ; [ 4.5 40.5],0
a1,1,0.4471,0.577993,[  4 101] ; [ 3 42],[  4.9 100.1] ; [ 2.1 42.9],0
n5,1,0.464775,0.534372,[70 34] ; [33 12],[71.89261745 32.10738255] ; [31.10738255 13.89261745],0
s4,1,0.549249,0.358665,[23 81] ; [ 8 37],[21.63758389 82.36241611] ; [ 9.36241611 35.63758389],0
d2,1,0.557401,0.344223,[48 56] ; [18 26],[46.37837838 57.62162162] ; [19.62162162 24.37837838],0
b4,1,0.69341,0.155419,[57 48] ; [26 19],[58.1 46.9] ; [24.9 20.1],0
s1,1,0.741863,0.108496,[ 6 98] ; [ 2 43],[ 5.58389262 98.41610738] ; [ 2.41610738 42.58389262],0
n1,1,0.759847,0.093441,[12 23] ; [ 7 16],[11.46551724 23.53448276] ; [ 7.53448276 15.46551724],0
n4,1,0.84586,0.037793,[74 31] ; [31 14],[73.5 31.5] ; [31.5 13.5],0
b5,1,0.971203,0.001303,[44 61] ; [19 26],[44.1 60.9] ; [18.9 26.1],0
