Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,26.449275,[42 12] ; [31 61],[27. 27.] ; [46. 46.],1
d4,1,0.236945,1.398676,[44 10] ; [67 25],[41.05479452 12.94520548] ; [69.94520548 22.05479452],0
p6,1,0.240636,1.376867,[15 38] ; [18 73],[12.14583333 40.85416667] ; [20.85416667 70.14583333],0
p4,1,0.250114,1.322665,[27 27] ; [37 55],[23.67123288 30.32876712] ; [40.32876712 51.67123288],0
p3,1,0.259992,1.2688,[21 32] ; [28 64],[17.91034483 35.08965517] ; [31.08965517 60.91034483],0
u1,1,0.263762,1.248905,[10 44] ; [11 82],[ 7.71428571 46.28571429] ; [13.28571429 79.71428571],0
p11,1,0.264356,1.2458,[33 21] ; [48 45],[29.75510204 24.24489796] ; [51.24489796 41.75510204],0
v1,1,0.322896,0.977178,[23 31] ; [32 61],[20.20408163 33.79591837] ; [34.79591837 58.20408163],0
v2,1,0.340352,0.909104,[26 26] ; [38 53],[23.27272727 28.72727273] ; [40.72727273 50.27272727],0
a7,1,0.341738,0.903901,[33 21] ; [64 29],[35.63265306 18.36734694] ; [61.36734694 31.63265306],0
n1,1,0.352236,0.865385,[ 3 10] ; [12 20],[4.33333333 8.66666667] ; [10.66666667 21.33333333],0
d1,1,0.363075,0.82723,[28 26] ; [41 52],[25.34693878 28.65306122] ; [43.65306122 49.34693878],0
p2,1,0.36497,0.82072,[36 18] ; [55 38],[33.42857143 20.57142857] ; [57.57142857 35.42857143],0
d5,1,0.367282,0.812839,[42 12] ; [66 27],[39.67346939 14.32653061] ; [68.32653061 24.67346939],0
v4,1,0.370948,0.800486,[50  4] ; [80 11],[48.4137931  5.5862069] ; [81.5862069  9.4137931],0
a3,1,0.386381,0.750301,[33 21] ; [50 43],[30.48979592 23.51020408] ; [52.51020408 40.48979592],0
a8,1,0.460346,0.545052,[ 6 44] ; [ 7 79],[ 4.77941176 45.22058824] ; [ 8.22058824 77.77941176],0
b5,1,0.520837,0.412236,[29 25] ; [55 38],[30.85714286 23.14285714] ; [53.14285714 39.85714286],0
b4,1,0.525452,0.403179,[32 22] ; [60 33],[33.79591837 20.20408163] ; [58.20408163 34.79591837],0
d3,1,0.559152,0.341174,[34 20] ; [54 39],[32.32653061 21.67346939] ; [55.67346939 37.32653061],0
n4,1,0.60058,0.274122,[36 18] ; [58 35],[34.53061224 19.46938776] ; [59.46938776 33.53061224],0
b1,1,0.602278,0.271574,[32 22] ; [51 42],[30.48979592 23.51020408] ; [52.51020408 40.48979592],0
r1,1,0.645336,0.211831,[43 11] ; [71 22],[41.87755102 12.12244898] ; [72.12244898 20.87755102],0
a4,1,0.683422,0.1663,[17 37] ; [32 60],[18.12328767 35.87671233] ; [30.87671233 61.12328767],0
n6,1,0.817458,0.053276,[37 17] ; [62 31],[36.36734694 17.63265306] ; [62.63265306 30.36734694],0
a5,1,0.837176,0.042233,[31 23] ; [55 38],[31.59183673 22.40816327] ; [54.40816327 38.59183673],0
p1,1,0.837935,0.041835,[ 4 50] ; [ 6 86],[ 3.69863014 50.30136986] ; [ 6.30136986 85.69863014],0
b2,1,0.890069,0.019104,[ 9 24] ; [14 40],[ 8.72413793 24.27586207] ; [14.27586207 39.72413793],0
b3,1,0.890069,0.019104,[ 9 24] ; [14 40],[ 8.72413793 24.27586207] ; [14.27586207 39.72413793],0
u3,1,0.91985,0.010125,[12  9] ; [24 19],[11.8125  9.1875] ; [24.1875 18.8125],0
d2,1,0.922031,0.00958,[26 28] ; [44 49],[25.71428571 28.28571429] ; [44.28571429 48.71428571],0
r4,1,0.932245,0.007229,[45  9] ; [78 15],[45.18367347  8.81632653] ; [77.81632653 15.18367347],0
a2,1,0.93334,0.006996,[ 9 45] ; [16 77],[ 9.18367347 44.81632653] ; [15.81632653 77.18367347],0
r2,1,0.933643,0.006933,[49  5] ; [84  9],[48.85714286  5.14285714] ; [84.14285714  8.85714286],0
