Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,25.025198,[151  89] ; [127 180],[121.97440585 118.02559415] ; [156.02559415 150.97440585],1
s5,1,0.107685,2.58787,[ 67 177] ; [ 68 247],[ 58.92665474 185.07334526] ; [ 76.07334526 238.92665474],0
p12,1,0.136543,2.216495,[ 14 234] ; [ 10 311],[ 10.46045694 237.53954306] ; [ 13.53954306 307.46045694],0
b4,1,0.160218,1.972167,[136 114] ; [194 128],[144.23076923 105.76923077] ; [185.76923077 136.23076923],0
s3,1,0.228219,1.451925,[129 114] ; [152 165],[121.93392857 121.06607143] ; [159.06607143 157.93392857],0
b1,1,0.245266,1.350068,[ 86 164] ; [126 196],[ 92.65734266 157.34265734] ; [119.34265734 202.65734266],0
s1,1,0.443481,0.587258,[  7 237] ; [ 13 306],[  8.6678508 235.3321492] ; [ 11.3321492 307.6678508],0
n1,1,0.448217,0.575158,[23 35] ; [34 67],[20.79245283 37.20754717] ; [36.20754717 64.79245283],0
u2,1,0.470424,0.520979,[35 31] ; [57 63],[32.64516129 33.35483871] ; [59.35483871 60.64516129],0
p1,1,0.486213,0.484896,[ 15 235] ; [ 15 305],[ 13.15789474 236.84210526] ; [ 16.84210526 303.15789474],0
s4,1,0.498935,0.457201,[ 38 210] ; [ 56 265],[ 40.97012302 207.02987698] ; [ 53.02987698 267.97012302],0
d2,1,0.57538,0.313764,[112 138] ; [135 183],[108.71478873 141.28521127] ; [138.28521127 179.71478873],0
d5,1,0.614329,0.253918,[193  57] ; [242  79],[190.45534151  59.54465849] ; [244.54465849  76.45534151],0
d3,1,0.6281,0.234646,[163  87] ; [203 118],[160.24518389  89.75481611] ; [205.75481611 115.24518389],0
d1,1,0.635073,0.225244,[130 120] ; [161 161],[127.18531469 122.81468531] ; [163.81468531 158.18531469],0
d4,1,0.650596,0.20515,[196  54] ; [245  74],[193.76098418  56.23901582] ; [247.23901582  71.76098418],0
a6,1,0.69537,0.153334,[169  81] ; [212 109],[166.81260946  83.18739054] ; [214.18739054 106.81260946],0
a1,1,0.702429,0.145957,[ 10 240] ; [ 15 307],[ 10.92657343 239.07342657] ; [ 14.07342657 307.92657343],0
a7,1,0.85299,0.034338,[174  75] ; [222  99],[172.98947368  76.01052632] ; [223.01052632  97.98947368],0
