Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,1.7e-05,18.545275,[17 52] ; [32 18],[28.41176471 40.58823529] ; [20.58823529 29.41176471],1
d2,1,0.124874,2.355095,[11 58] ; [14 37],[14.375 54.625] ; [10.625 40.375],0
s6,1,0.14138,2.162878,[27 40] ; [27 23],[30.92307692 36.07692308] ; [23.07692308 26.92307692],0
p12,1,0.14379,2.136925,[ 4 64] ; [ 7 44],[ 6.28571429 61.71428571] ; [ 4.71428571 46.28571429],0
b1,1,0.146126,2.112231,[26 43] ; [26 25],[29.9 39.1] ; [22.1 28.9],0
p8,1,0.149483,2.077519,[26 43] ; [25 24],[29.8220339 39.1779661] ; [21.1779661 27.8220339],0
v4,1,0.202712,1.622727,[54 14] ; [45  6],[56.57142857 11.42857143] ; [42.42857143  8.57142857],0
a1,1,0.219231,1.5094,[ 2 67] ; [ 4 47],[ 3.45 65.55] ; [ 2.55 48.45],0
p6,1,0.222605,1.4875,[17 51] ; [18 33],[20. 48.] ; [15. 36.],0
r2,1,0.232633,1.424687,[52 17] ; [43  8],[54.625 14.375] ; [40.375 10.625],0
b5,1,0.236223,1.402996,[40 29] ; [24 27],[36.8 32.2] ; [27.2 23.8],0
n5,1,0.246301,1.344165,[39 28] ; [35 16],[42.01694915 24.98305085] ; [31.98305085 19.01694915],0
n2,1,0.24716,1.339286,[17 11] ; [11  3],[18.66666667  9.33333333] ; [9.33333333 4.66666667],0
s3,1,0.258385,1.277391,[28 38] ; [27 24],[31.02564103 34.97435897] ; [23.97435897 27.02564103],0
r3,1,0.309797,1.031543,[53 16] ; [43  8],[55.2 13.8] ; [40.8 10.2],0
v2,1,0.347125,0.88394,[14 49] ; [15 35],[16.16814159 46.83185841] ; [12.83185841 37.16814159],0
a8,1,0.362341,0.829762,[ 6 60] ; [ 7 41],[ 7.52631579 58.47368421] ; [ 5.47368421 42.52631579],0
d4,1,0.394265,0.725748,[28 40] ; [25 26],[30.28571429 37.71428571] ; [22.71428571 28.28571429],0
p7,1,0.440741,0.594352,[31 34] ; [28 23],[33.06034483 31.93965517] ; [25.93965517 25.06034483],0
n6,1,0.446201,0.580283,[47 22] ; [38 13],[48.875 20.125] ; [36.125 14.875],0
u2,1,0.478262,0.502824,[22 29] ; [10  9],[23.31428571 27.68571429] ; [ 8.68571429 10.31428571],0
p1,1,0.498343,0.458464,[ 8 61] ; [ 4 47],[ 6.9 62.1] ; [ 5.1 45.9],0
p2,1,0.579001,0.307853,[44 25] ; [35 16],[45.425 23.575] ; [33.575 17.425],0
b4,1,0.583347,0.300855,[40 29] ; [27 24],[38.525 30.475] ; [28.475 22.525],0
u3,1,0.599954,0.275065,[18 33] ; [ 8 11],[18.94285714 32.05714286] ; [ 7.05714286 11.94285714],0
s1,1,0.615807,0.251805,[ 4 63] ; [ 2 49],[ 3.40677966 63.59322034] ; [ 2.59322034 48.40677966],0
p11,1,0.648015,0.208412,[46 23] ; [36 15],[47.15 21.85] ; [34.85 16.15],0
u1,1,0.75761,0.095246,[ 2 67] ; [ 2 49],[ 2.3 66.7] ; [ 1.7 49.3],0
d1,1,0.75761,0.095246,[ 2 67] ; [ 2 49],[ 2.3 66.7] ; [ 1.7 49.3],0
s4,1,0.800472,0.063875,[16 52] ; [11 40],[15.42857143 52.57142857] ; [11.57142857 39.42857143],0
d3,1,0.908476,0.013216,[25 44] ; [19 32],[25.3 43.7] ; [18.7 32.3],0
