Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,53.816498,[120   7] ; [12 18],[106.77707006  20.22292994] ; [25.22292994  4.77707006],1
r1,1,0.071987,3.237113,[108  17] ; [25  9],[104.55974843  20.44025157] ; [28.44025157  5.55974843],0
d3,1,0.074192,3.187749,[88 39] ; [18 16],[83.61490683 43.38509317] ; [22.38509317 11.61490683],0
a7,1,0.074525,3.180442,[90 37] ; [18 15],[85.725 41.275] ; [22.275 10.725],0
v3,1,0.083538,2.994685,[57 67] ; [10 24],[52.58227848 71.41772152] ; [14.41772152 19.58227848],0
s1,1,0.085665,2.953996,[  3 120] ; [ 3 31],[  4.70063694 118.29936306] ; [ 1.29936306 32.70063694],0
p4,1,0.087107,2.927039,[69 57] ; [13 21],[64.575 61.425] ; [17.425 16.575],0
d5,1,0.115807,2.473127,[108  19] ; [25  9],[104.91304348  22.08695652] ; [28.08695652  5.91304348],0
a8,1,0.130759,2.283465,[ 12 104] ; [ 6 23],[ 14.4 101.6] ; [ 3.6 25.4],0
v2,1,0.13316,2.255276,[78 46] ; [16 17],[74.24203822 49.75796178] ; [19.75796178 13.24203822],0
a5,1,0.143621,2.138723,[101  26] ; [23 11],[97.8136646 29.1863354] ; [26.1863354  7.8136646],0
p12,1,0.17999,1.797707,[ 13 114] ; [ 1 33],[ 11.04347826 115.95652174] ; [ 2.95652174 31.04347826],0
s7,1,0.2314,1.432238,[71 50] ; [15 17],[68.0130719 52.9869281] ; [17.9869281 14.0130719],0
u2,1,0.253579,1.303476,[13 13] ; [4 9],[11.33333333 14.66666667] ; [5.66666667 7.33333333],0
s2,1,0.256837,1.285725,[83 42] ; [19 15],[80.18867925 44.81132075] ; [21.81132075 12.18867925],0
p3,1,0.271867,1.207302,[62 65] ; [13 21],[59.16149068 67.83850932] ; [15.83850932 18.16149068],0
n4,1,0.27807,1.176499,[93 34] ; [21 12],[90.4875 36.5125] ; [23.5125  9.4875],0
p5,1,0.305457,1.050216,[ 20 107] ; [ 3 31],[ 18.14285714 108.85714286] ; [ 4.85714286 29.14285714],0
u3,1,0.317924,0.997468,[16 11] ; [6 8],[14.48780488 12.51219512] ; [7.51219512 6.48780488],0
b4,1,0.320931,0.985148,[74 53] ; [23 11],[76.51552795 50.48447205] ; [20.48447205 13.51552795],0
b1,1,0.352278,0.865233,[45 82] ; [15 19],[47.32919255 79.67080745] ; [12.67080745 21.32919255],0
s3,1,0.355353,0.854249,[85 38] ; [20 13],[82.78846154 40.21153846] ; [22.21153846 10.78846154],0
s6,1,0.407385,0.686419,[106  19] ; [26  7],[104.43037975  20.56962025] ; [27.56962025  5.43037975],0
u1,1,0.448817,0.573637,[ 26 101] ; [ 5 29],[ 24.45341615 102.54658385] ; [ 6.54658385 27.45341615],0
a1,1,0.454969,0.558244,[  4 123] ; [ 2 32],[  4.73291925 122.26708075] ; [ 1.26708075 32.73291925],0
a2,1,0.462326,0.540257,[34 93] ; [ 7 27],[32.34161491 94.65838509] ; [ 8.65838509 25.34161491],0
s4,1,0.479205,0.500671,[26 99] ; [ 9 25],[27.51572327 97.48427673] ; [ 7.48427673 26.51572327],0
d2,1,0.51799,0.417893,[69 58] ; [20 13],[70.64375 56.35625] ; [18.35625 14.64375],0
n1,1,0.568403,0.325361,[13 15] ; [4 7],[12.20512821 15.79487179] ; [4.79487179 6.20512821],0
d4,1,0.60519,0.267239,[112  15] ; [28  5],[111.125  15.875] ; [28.875  4.125],0
a4,1,0.684732,0.164848,[61 66] ; [15 19],[59.95031056 67.04968944] ; [16.04968944 17.95031056],0
n3,1,0.696681,0.151948,[22  6] ; [8 3],[21.53846154  6.46153846] ; [8.46153846 2.53846154],0
p1,1,0.724564,0.124161,[ 10 117] ; [ 2 31],[  9.525 117.475] ; [ 2.475 30.525],0
r2,1,0.805768,0.060462,[118   6] ; [32  2],[117.72151899   6.27848101] ; [32.27848101  1.72151899],0
n2,1,0.981032,0.000565,[23  5] ; [9 2],[22.97435897  5.02564103] ; [9.02564103 1.97435897],0
