Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,1e-06,23.995519,[412  74] ; [23 19],[400.39772727  85.60227273] ; [34.60227273  7.39772727],1
p5,1,0.339268,0.913197,[ 72 410] ; [ 4 38],[ 69.90839695 412.09160305] ; [ 6.09160305 35.90839695],0
b2,1,0.406604,0.688708,[112 176] ; [ 9 20],[109.93059937 178.06940063] ; [11.06940063 17.93059937],0
b3,1,0.406604,0.688708,[112 176] ; [ 9 20],[109.93059937 178.06940063] ; [11.06940063 17.93059937],0
s8,1,0.433914,0.612324,[283 200] ; [22 20],[280.6 202.4] ; [24.4 17.6],0
v2,1,0.467322,0.528302,[276 188] ; [22 19],[273.80594059 190.19405941] ; [24.19405941 16.80594059],0
v4,1,0.500415,0.454055,[469  14] ; [40  2],[468.28  14.72] ; [40.72  1.28],0
n4,1,0.519765,0.414359,[388  98] ; [31 10],[386.40227704  99.59772296] ; [32.59772296  8.40227704],0
d4,1,0.529375,0.395592,[407  77] ; [36  5],[408.40380952  75.59619048] ; [34.59619048  6.40380952],0
n2,1,0.536849,0.38141,[79 23] ; [12  5],[78. 24.] ; [13.  4.],0
r2,1,0.53739,0.380399,[459  21] ; [41  1],[459.77011494  20.22988506] ; [40.22988506  1.77011494],0
r3,1,0.618533,0.247935,[468  16] ; [40  2],[467.43726236  16.56273764] ; [40.56273764  1.43726236],0
a4,1,0.622116,0.242905,[229 256] ; [21 20],[230.51330798 254.48669202] ; [19.48669202 21.51330798],0
a1,1,0.624605,0.239448,[ 26 460] ; [ 3 39],[ 26.69318182 459.30681818] ; [ 2.30681818 39.69318182],0
r1,1,0.674847,0.175984,[404  80] ; [34  8],[403.02661597  80.97338403] ; [34.97338403  7.02661597],0
a2,1,0.699537,0.148954,[129 357] ; [10 32],[127.94318182 358.05681818] ; [11.05681818 30.94318182],0
b4,1,0.718225,0.1302,[287 199] ; [26 16],[288.10227273 197.89772727] ; [24.89772727 17.10227273],0
d5,1,0.728246,0.120728,[403  81] ; [35  6],[403.79428571  80.20571429] ; [34.20571429  6.79428571],0
d1,1,0.737626,0.112224,[302 184] ; [25 17],[300.98863636 185.01136364] ; [26.01136364 15.98863636],0
u1,1,0.78992,0.070976,[101 385] ; [ 8 34],[100.32954545 385.67045455] ; [ 8.67045455 33.32954545],0
s7,1,0.842671,0.039394,[293 174] ; [27 15],[293.59528487 173.40471513] ; [26.40471513 15.59528487],0
d2,1,0.870801,0.026452,[243 242] ; [20 21],[242.5 242.5] ; [20.5 20.5],0
n3,1,0.88586,0.020605,[73 28] ; [12  5],[72.75423729 28.24576271] ; [12.24576271  4.75423729],0
d3,1,0.88921,0.019405,[348 137] ; [29 12],[347.61406844 137.38593156] ; [29.38593156 11.61406844],0
p1,1,0.928839,0.007976,[ 44 439] ; [ 4 38],[ 44.16 438.84] ; [ 3.84 38.16],0
u3,1,0.941732,0.005343,[75 48] ; [9 6],[74.86956522 48.13043478] ; [9.13043478 5.86956522],0
