Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,26.191051,[ 1 16] ; [31  8],[9.71428571 7.28571429] ; [22.28571429 16.71428571],1
n1,1,0.391153,0.735354,[4 7] ; [8 7],[5.07692308 5.92307692] ; [6.92307692 8.07692308],0
a3,1,0.396203,0.719818,[ 5 11] ; [17 22],[6.4 9.6] ; [15.6 23.4],0
b4,1,0.409523,0.680185,[8 9] ; [23 16],[9.41071429 7.58928571] ; [21.58928571 17.41071429],0
a8,1,0.423818,0.639703,[ 1 16] ; [ 5 33],[ 1.85454545 15.14545455] ; [ 4.14545455 33.85454545],0
b3,1,0.438815,0.59938,[5 6] ; [ 8 17],[3.97222222 7.02777778] ; [ 9.02777778 15.97222222],0
b2,1,0.438815,0.59938,[5 6] ; [ 8 17],[3.97222222 7.02777778] ; [ 9.02777778 15.97222222],0
n5,1,0.450205,0.570136,[11  6] ; [21 18],[9.71428571 7.28571429] ; [22.28571429 16.71428571],0
a2,1,0.538393,0.378526,[ 1 16] ; [ 1 38],[ 0.60714286 16.39285714] ; [ 1.39285714 37.60714286],0
p4,1,0.543584,0.368937,[ 4 13] ; [12 26],[ 4.94545455 12.05454545] ; [11.05454545 26.94545455],0
d4,1,0.561779,0.336634,[ 6 11] ; [17 22],[ 6.98214286 10.01785714] ; [16.01785714 22.98214286],0
p3,1,0.581341,0.304072,[ 4 13] ; [12 27],[ 4.85714286 12.14285714] ; [11.14285714 27.85714286],0
d2,1,0.614696,0.253394,[ 5 12] ; [ 9 30],[ 4.25 12.75] ; [ 9.75 29.25],0
s4,1,0.635077,0.225239,[ 3 14] ; [ 5 34],[ 2.42857143 14.57142857] ; [ 5.57142857 33.42857143],0
a4,1,0.662558,0.190431,[ 3 14] ; [ 5 33],[ 2.47272727 14.52727273] ; [ 5.52727273 32.47272727],0
p8,1,0.668755,0.183062,[ 4 12] ; [12 27],[ 4.65454545 11.34545455] ; [11.34545455 27.65454545],0
p10,1,0.668894,0.182899,[ 2 15] ; [ 6 31],[ 2.51851852 14.48148148] ; [ 5.48148148 31.51851852],0
a6,1,0.866745,0.028155,[ 7 10] ; [17 22],[7.28571429 9.71428571] ; [16.71428571 22.28571429],0
d1,1,0.908254,0.013281,[ 1 16] ; [ 2 37],[ 0.91071429 16.08928571] ; [ 2.08928571 36.91071429],0
s2,1,0.919087,0.010319,[ 5 12] ; [12 27],[ 5.16071429 11.83928571] ; [11.83928571 27.16071429],0
b5,1,0.950215,0.003898,[8 9] ; [18 21],[7.89285714 9.10714286] ; [18.10714286 20.89285714],0
