Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.004189,8.199978,[22 41] ; [16  7],[27.8372093 35.1627907] ; [10.1627907 12.8372093],0
p7,1,0.315221,1.008673,[33 28] ; [14  7],[34.96341463 26.03658537] ; [12.03658537  8.96341463],0
n2,1,0.354539,0.857143,[22  6] ; [5 3],[21.  7.] ; [6. 2.],0
a6,1,0.365568,0.818674,[40 23] ; [17  6],[41.75581395 21.24418605] ; [15.24418605  7.75581395],0
d3,1,0.399134,0.710934,[38 25] ; [11 11],[36.31764706 26.68235294] ; [12.68235294  9.31764706],0
s1,1,0.430663,0.621034,[ 1 62] ; [ 1 21],[ 1.48235294 61.51764706] ; [ 0.51764706 21.48235294],0
u1,1,0.437166,0.603709,[ 6 57] ; [ 1 22],[ 5.12790698 57.87209302] ; [ 1.87209302 21.12790698],0
p3,1,0.439046,0.598775,[22 41] ; [ 6 17],[20.51162791 42.48837209] ; [ 7.48837209 15.51162791],0
d2,1,0.439046,0.598775,[22 41] ; [ 6 17],[20.51162791 42.48837209] ; [ 7.48837209 15.51162791],0
s8,1,0.512531,0.428896,[24 39] ; [ 7 16],[22.70930233 40.29069767] ; [ 8.29069767 14.70930233],0
u2,1,0.520171,0.413555,[11 12] ; [6 4],[11.84848485 11.15151515] ; [5.15151515 4.84848485],0
a3,1,0.556292,0.346165,[40 23] ; [13 10],[38.8255814 24.1744186] ; [14.1744186  8.8255814],0
a4,1,0.578805,0.30817,[18 45] ; [ 8 15],[19.04651163 43.95348837] ; [ 6.95348837 16.04651163],0
d5,1,0.617586,0.249275,[42 21] ; [14  9],[41.02325581 21.97674419] ; [14.97674419  8.02325581],0
p2,1,0.75217,0.099717,[46 17] ; [16  7],[45.41860465 17.58139535] ; [16.58139535  6.41860465],0
s2,1,0.792836,0.068974,[25 37] ; [10 13],[25.52941176 36.47058824] ; [ 9.47058824 13.52941176],0
p8,1,0.80017,0.064073,[29 34] ; [ 9 12],[28.5 34.5] ; [ 9.5 11.5],0
b3,1,0.851038,0.035266,[12 21] ; [4 8],[11.73333333 21.26666667] ; [4.26666667 7.73333333],0
b2,1,0.851038,0.035266,[12 21] ; [4 8],[11.73333333 21.26666667] ; [4.26666667 7.73333333],0
p4,1,0.882607,0.021805,[29 34] ; [11 12],[29.30232558 33.69767442] ; [10.69767442 12.30232558],0
a7,1,0.882737,0.021756,[40 23] ; [15  8],[40.29069767 22.70930233] ; [14.70930233  8.29069767],0
v2,1,0.891723,0.01853,[28 33] ; [10 11],[28.26829268 32.73170732] ; [ 9.73170732 11.26829268],0
u3,1,0.908575,0.013187,[12 11] ; [5 5],[11.84848485 11.15151515] ; [5.15151515 4.84848485],0
p5,1,0.967077,0.001704,[ 3 60] ; [ 1 21],[ 2.96470588 60.03529412] ; [ 1.03529412 20.96470588],0
