Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,34.23229,[ 5 80] ; [20 19],[17.13709677 67.86290323] ; [ 7.86290323 31.13709677],1
a2,1,0.543727,0.368676,[ 6 79] ; [ 4 35],[ 6.85483871 78.14516129] ; [ 3.14516129 35.85483871],0
r1,1,0.546071,0.364403,[20 64] ; [11 27],[21.3442623 62.6557377] ; [ 9.6557377 28.3442623],0
v1,1,0.580329,0.305703,[26 58] ; [13 23],[27.3 56.7] ; [11.7 24.3],0
d2,1,0.603917,0.269129,[30 53] ; [16 23],[31.29508197 51.70491803] ; [14.70491803 24.29508197],0
d3,1,0.616108,0.251376,[39 45] ; [20 19],[40.29268293 43.70731707] ; [18.70731707 20.29268293],0
b1,1,0.662148,0.190925,[40 45] ; [20 19],[41.12903226 43.87096774] ; [18.87096774 20.12903226],0
a4,1,0.689966,0.159122,[25 59] ; [13 26],[25.95121951 58.04878049] ; [12.04878049 26.95121951],0
a8,1,0.78172,0.076773,[ 5 74] ; [ 3 36],[ 5.3559322 73.6440678] ; [ 2.6440678 36.3559322],0
b5,1,0.811729,0.056737,[46 39] ; [22 17],[46.61290323 38.38709677] ; [21.38709677 17.61290323],0
s1,1,0.854329,0.033708,[ 5 79] ; [ 2 37],[ 4.7804878 79.2195122] ; [ 2.2195122 36.7804878],0
u1,1,0.899537,0.015938,[ 6 79] ; [ 3 36],[ 6.16935484 78.83064516] ; [ 2.83064516 36.16935484],0
b2,1,0.974293,0.001038,[15 31] ; [10 21],[14.93506494 31.06493506] ; [10.06493506 20.93506494],0
b3,1,0.974293,0.001038,[15 31] ; [10 21],[14.93506494 31.06493506] ; [10.06493506 20.93506494],0
