Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,33.23904,[57  9] ; [ 9 23],[44.44897959 21.55102041] ; [21.55102041 10.44897959],1
a6,1,0.74436,0.106332,[40 27] ; [18 14],[39.25252525 27.74747475] ; [18.74747475 13.25252525],0
v3,1,0.823289,0.04987,[28 38] ; [12 18],[27.5 38.5] ; [12.5 17.5],0
d2,1,0.824705,0.049061,[33 34] ; [15 17],[32.48484848 34.51515152] ; [15.51515152 16.48484848],0
a1,1,0.825748,0.04847,[ 5 62] ; [ 2 30],[ 4.73737374 62.26262626] ; [ 2.26262626 29.73737374],0
a5,1,0.879229,0.023088,[45 22] ; [21 11],[44.66666667 22.33333333] ; [21.33333333 10.66666667],0
s4,1,0.911458,0.012365,[13 53] ; [ 6 26],[12.79591837 53.20408163] ; [ 6.20408163 25.79591837],0
u1,1,0.919314,0.010261,[12 55] ; [ 6 26],[12.18181818 54.81818182] ; [ 5.81818182 26.18181818],0
s5,1,0.943285,0.005061,[24 38] ; [11 18],[23.84615385 38.15384615] ; [11.15384615 17.84615385],0
d5,1,0.954202,0.003298,[52 15] ; [25  7],[52.11111111 14.88888889] ; [24.88888889  7.11111111],0
b1,1,0.954883,0.003201,[36 31] ; [17 15],[35.86868687 31.13131313] ; [17.13131313 14.86868687],0
a3,1,0.958776,0.002672,[43 22] ; [21 11],[42.88659794 22.11340206] ; [21.11340206 10.88659794],0
u3,1,0.983339,0.000436,[13 11] ; [6 5],[13.02857143 10.97142857] ; [5.97142857 5.02857143],0
v2,1,0.996353,2.1e-05,[38 29] ; [17 13],[37.98969072 29.01030928] ; [17.01030928 12.98969072],0
