Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,43.086374,[11 93] ; [23 12],[25.43884892 78.56115108] ; [ 8.56115108 26.43884892],1
r2,1,0.199223,1.648061,[92 19] ; [33  3],[94.3877551 16.6122449] ; [30.6122449  5.3877551],0
n5,1,0.227196,1.458329,[31 79] ; [14 22],[33.90410959 76.09589041] ; [11.09589041 24.90410959],0
b1,1,0.231306,1.432813,[40 71] ; [17 19],[43.04081633 67.95918367] ; [13.95918367 22.04081633],0
u1,1,0.237418,1.395857,[  6 105] ; [ 4 32],[  7.55102041 103.44897959] ; [ 2.44897959 33.55102041],0
a8,1,0.256669,1.286635,[ 4 99] ; [ 3 31],[ 5.26277372 97.73722628] ; [ 1.73722628 32.26277372],0
d3,1,0.256716,1.286381,[72 37] ; [20 16],[69.15862069 39.84137931] ; [22.84137931 13.15862069],0
d4,1,0.262102,1.257621,[81 29] ; [23 13],[78.35616438 31.64383562] ; [25.64383562 10.35616438],0
p9,1,0.268471,1.224541,[67 41] ; [26 10],[69.75 38.25] ; [23.25 12.75],0
a6,1,0.293144,1.105126,[63 48] ; [24 12],[65.69387755 45.30612245] ; [21.30612245 14.69387755],0
p6,1,0.314693,1.010877,[22 89] ; [10 26],[24.16326531 86.83673469] ; [ 7.83673469 28.16326531],0
v2,1,0.323356,0.975322,[35 71] ; [14 19],[37.36690647 68.63309353] ; [11.63309353 21.36690647],0
a7,1,0.383464,0.759568,[74 36] ; [27  9],[76.09589041 33.90410959] ; [24.90410959 11.09589041],0
a3,1,0.410549,0.677211,[56 55] ; [21 15],[58.14285714 52.85714286] ; [18.85714286 17.14285714],0
u2,1,0.416659,0.65972,[26 28] ; [9 6],[27.39130435 26.60869565] ; [7.60869565 7.39130435],0
r1,1,0.418655,0.654087,[65 45] ; [24 12],[67.05479452 42.94520548] ; [21.94520548 14.05479452],0
s4,1,0.45805,0.550656,[27 84] ; [11 25],[28.69387755 82.30612245] ; [ 9.30612245 26.69387755],0
s5,1,0.514409,0.425088,[26 83] ; [10 24],[27.44055944 81.55944056] ; [ 8.55944056 25.44055944],0
u3,1,0.534989,0.384906,[27 26] ; [9 6],[28.05882353 24.94117647] ; [7.94117647 7.05882353],0
n3,1,0.606783,0.264887,[31 17] ; [8 3],[31.72881356 16.27118644] ; [7.27118644 3.72881356],0
b5,1,0.610264,0.259791,[67 44] ; [20 16],[65.69387755 45.30612245] ; [21.30612245 14.69387755],0
d5,1,0.634123,0.22651,[75 35] ; [23 13],[73.83561644 36.16438356] ; [24.16438356 11.83561644],0
p12,1,0.71893,0.12952,[  2 109] ; [ 1 35],[  2.26530612 108.73469388] ; [ 0.73469388 35.26530612],0
n2,1,0.746738,0.104293,[28 20] ; [7 4],[28.47457627 19.52542373] ; [6.52542373 4.47457627],0
b4,1,0.746958,0.104105,[62 49] ; [19 17],[61.16326531 49.83673469] ; [19.83673469 16.16326531],0
b2,1,0.788701,0.071823,[13 41] ; [ 4 15],[12.57534247 41.42465753] ; [ 4.42465753 14.57534247],0
b3,1,0.788701,0.071823,[13 41] ; [ 4 15],[12.57534247 41.42465753] ; [ 4.42465753 14.57534247],0
n6,1,0.833424,0.044231,[70 41] ; [22 14],[69.46938776 41.53061224] ; [22.53061224 13.46938776],0
a4,1,0.881926,0.022061,[26 85] ; [ 8 28],[25.67346939 85.32653061] ; [ 8.32653061 27.67346939],0
v3,1,0.911255,0.012422,[18 89] ; [ 6 28],[18.21276596 88.78723404] ; [ 5.78723404 28.21276596],0
n1,1,0.92757,0.008263,[14 35] ; [3 7],[14.11864407 34.88135593] ; [2.88135593 7.11864407],0
a5,1,0.968718,0.001538,[52 59] ; [17 19],[52.10204082 58.89795918] ; [16.89795918 19.10204082],0
d1,1,0.980986,0.000568,[46 65] ; [15 21],[46.06122449 64.93877551] ; [14.93877551 21.06122449],0
d2,1,1.0,0.0,[37 74] ; [12 24],[37. 74.] ; [12. 24.],0
