Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,31.781525,[27 48] ; [61 14],[44. 31.] ; [44. 31.],1
n2,1,0.060143,3.53345,[21  2] ; [13  6],[18.61904762  4.38095238] ; [15.38095238  3.61904762],0
p8,1,0.074923,3.171739,[33 42] ; [45 32],[38.48684211 36.51315789] ; [39.51315789 37.48684211],0
n4,1,0.081059,3.043547,[45 32] ; [56 22],[50.17419355 26.82580645] ; [50.82580645 27.17419355],0
b2,1,0.094162,2.801735,[ 5 32] ; [13 32],[ 8.12195122 28.87804878] ; [ 9.87804878 35.12195122],0
b3,1,0.094162,2.801735,[ 5 32] ; [13 32],[ 8.12195122 28.87804878] ; [ 9.87804878 35.12195122],0
d4,1,0.095747,2.774997,[58 19] ; [67 11],[62.09677419 14.90322581] ; [62.90322581 15.09677419],0
u3,1,0.114697,2.488281,[17 15] ; [15  5],[19.69230769 12.30769231] ; [12.30769231  7.69230769],0
a5,1,0.152701,2.045062,[48 29] ; [57 21],[52.16129032 24.83870968] ; [52.83870968 25.16129032],0
v3,1,0.164789,1.929718,[18 56] ; [27 51],[21.90789474 52.09210526] ; [23.09210526 54.90789474],0
r3,1,0.169817,1.884558,[68  7] ; [75  3],[70.09803922  4.90196078] ; [72.90196078  5.09803922],0
r1,1,0.1795,1.801758,[54 23] ; [62 16],[57.62580645 19.37419355] ; [58.37419355 19.62580645],0
p12,1,0.190841,1.711111,[ 3 74] ; [ 7 70],[ 5. 72.] ; [ 5. 72.],0
n5,1,0.201874,1.628762,[50 27] ; [58 20],[53.6516129 23.3483871] ; [54.3483871 23.6516129],0
a4,1,0.218549,1.51387,[29 48] ; [37 41],[32.78709677 44.21290323] ; [33.21290323 44.78709677],0
u2,1,0.254213,1.3,[14 18] ; [12  8],[16. 16.] ; [10. 10.],0
n3,1,0.267367,1.230206,[16  7] ; [16  3],[17.52380952  5.47619048] ; [14.47619048  4.52380952],0
p3,1,0.29614,1.091496,[35 42] ; [42 36],[38.2516129 38.7483871] ; [38.7483871 39.2516129],0
p11,1,0.349186,0.876413,[52 25] ; [58 20],[54.64516129 22.35483871] ; [55.35483871 22.64516129],0
b4,1,0.362039,0.830808,[48 29] ; [43 35],[45.20645161 31.79354839] ; [45.79354839 32.20645161],0
s1,1,0.432955,0.614882,[ 2 73] ; [ 4 74],[ 2.94117647 72.05882353] ; [ 3.05882353 74.94117647],0
b5,1,0.469397,0.523395,[45 32] ; [50 28],[47.19354839 29.80645161] ; [47.80645161 30.19354839],0
a1,1,0.638869,0.220224,[ 3 74] ; [ 2 76],[ 2.48387097 74.51612903] ; [ 2.51612903 75.48387097],0
p2,1,0.661483,0.191727,[60 17] ; [63 15],[61.10322581 15.89677419] ; [61.89677419 16.10322581],0
a8,1,0.712421,0.135871,[ 3 68] ; [ 4 68],[ 3.47552448 67.52447552] ; [ 3.52447552 68.47552448],0
v2,1,0.743421,0.107143,[34 41] ; [36 39],[35. 40.] ; [35. 40.],0
a7,1,0.804934,0.060993,[54 22] ; [54 24],[53.2987013 22.7012987] ; [54.7012987 23.2987013],0
n6,1,0.88267,0.021782,[64 12] ; [65 13],[63.66233766 12.33766234] ; [65.33766234 12.66233766],0
a6,1,0.91612,0.011093,[49 28] ; [49 29],[48.68387097 28.31612903] ; [49.31612903 28.68387097],0
d3,1,0.923939,0.009115,[56 20] ; [58 20],[56.25974026 19.74025974] ; [57.74025974 20.25974026],0
n1,1,0.93637,0.006373,[ 7 16] ; [ 6 13],[ 7.11904762 15.88095238] ; [ 5.88095238 13.11904762],0
