Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,6.3e-05,16.020392,[49  9] ; [72 61],[36.7434555 21.2565445] ; [84.2565445 48.7434555],1
u4,1,0.543848,0.368455,[ 1 57] ; [  1 132],[ 0.60732984 57.39267016] ; [  1.39267016 131.60732984],0
a7,1,0.554014,0.350176,[37 21] ; [90 42],[38.76842105 19.23157895] ; [88.23157895 43.76842105],0
a8,1,0.572469,0.318569,[ 8 45] ; [22 96],[ 9.29824561 43.70175439] ; [20.70175439 97.29824561],0
p12,1,0.634998,0.225344,[ 2 56] ; [  3 130],[ 1.51832461 56.48167539] ; [  3.48167539 129.51832461],0
p5,1,0.674056,0.176894,[ 4 54] ; [  7 124],[ 3.37566138 54.62433862] ; [  7.62433862 123.37566138],0
u3,1,0.717841,0.130571,[6 4] ; [22 19],[5.49019608 4.50980392] ; [22.50980392 18.49019608],0
a6,1,0.730812,0.118367,[41 17] ; [90 42],[39.98947368 18.01052632] ; [91.01052632 40.98947368],0
b2,1,0.787655,0.072553,[15 23] ; [34 58],[14.32307692 23.67692308] ; [34.67692308 57.32307692],0
b3,1,0.787655,0.072553,[15 23] ; [34 58],[14.32307692 23.67692308] ; [34.67692308 57.32307692],0
n3,1,0.800315,0.063978,[15  4] ; [27  6],[15.34615385  3.65384615] ; [26.65384615  6.34615385],0
v2,1,0.84502,0.038211,[33 24] ; [71 55],[32.39344262 24.60655738] ; [71.60655738 54.39344262],0
p3,1,0.876019,0.024341,[26 32] ; [58 75],[25.5078534 32.4921466] ; [58.4921466 74.5078534],0
s1,1,0.942852,0.005139,[ 2 54] ; [  5 127],[ 2.08510638 53.91489362] ; [  4.91489362 127.08510638],0
b4,1,0.97094,0.001327,[32 26] ; [73 60],[31.88481675 26.11518325] ; [73.11518325 59.88481675],0
u2,1,1.0,0.0,[5 3] ; [25 15],[5. 3.] ; [25. 15.],0
