Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-06,22.760534,[13  1] ; [ 6 27],[5.65957447 8.34042553] ; [13.34042553 19.65957447],1
r3,1,0.331755,0.942035,[10  4] ; [18 14],[8.52173913 5.47826087] ; [19.47826087 12.52173913],0
a5,1,0.355061,0.855285,[8 6] ; [14 19],[6.55319149 7.44680851] ; [15.44680851 17.55319149],0
s7,1,0.390399,0.737698,[5 9] ; [ 7 23],[ 3.81818182 10.18181818] ; [ 8.18181818 21.81818182],0
s4,1,0.412428,0.671792,[ 3 11] ; [ 4 29],[ 2.08510638 11.91489362] ; [ 4.91489362 28.08510638],0
d2,1,0.44561,0.581795,[ 2 12] ; [ 8 25],[ 2.9787234 11.0212766] ; [ 7.0212766 25.9787234],0
p12,1,0.522957,0.408057,[ 1 13] ; [ 1 32],[ 0.59574468 13.40425532] ; [ 1.40425532 31.59574468],0
a7,1,0.536805,0.381494,[5 9] ; [15 18],[5.95744681 8.04255319] ; [14.04255319 18.95744681],0
a4,1,0.581013,0.3046,[ 2 12] ; [ 7 26],[ 2.68085106 11.31914894] ; [ 6.31914894 26.68085106],0
p10,1,0.587114,0.294874,[6 8] ; [17 16],[6.85106383 7.14893617] ; [16.14893617 16.85106383],0
p11,1,0.587114,0.294874,[8 6] ; [16 17],[7.14893617 6.85106383] ; [16.85106383 16.14893617],0
n3,1,0.595732,0.281481,[2 1] ; [8 8],[1.57894737 1.42105263] ; [8.42105263 7.57894737],0
s5,1,0.600516,0.274219,[ 3 11] ; [ 5 28],[ 2.38297872 11.61702128] ; [ 5.61702128 27.38297872],0
d4,1,0.668156,0.183767,[9 5] ; [19 14],[8.34042553 5.65957447] ; [19.65957447 13.34042553],0
b1,1,0.675357,0.175399,[8 6] ; [21 12],[8.63829787 5.36170213] ; [20.36170213 12.63829787],0
u2,1,0.706197,0.142105,[4 4] ; [11  8],[4.44444444 3.55555556] ; [10.55555556  8.44444444],0
n5,1,0.723634,0.125037,[8 6] ; [17 16],[7.44680851 6.55319149] ; [17.55319149 15.44680851],0
v1,1,0.745159,0.105644,[ 2 12] ; [ 6 27],[ 2.38297872 11.61702128] ; [ 5.61702128 27.38297872],0
d3,1,0.824894,0.048954,[6 8] ; [13 20],[5.65957447 8.34042553] ; [13.34042553 19.65957447],0
p1,1,0.826743,0.047908,[ 1 13] ; [ 3 30],[ 1.19148936 12.80851064] ; [ 2.80851064 30.19148936],0
a1,1,0.826743,0.047908,[ 1 13] ; [ 3 30],[ 1.19148936 12.80851064] ; [ 2.80851064 30.19148936],0
s8,1,0.834944,0.043416,[ 3 11] ; [ 8 25],[ 3.27659574 10.72340426] ; [ 7.72340426 25.27659574],0
p9,1,0.887494,0.020015,[8 6] ; [19 13],[8.2173913 5.7826087] ; [18.7826087 13.2173913],0
d1,1,0.939225,0.005813,[ 2 12] ; [ 5 28],[ 2.08510638 11.91489362] ; [ 4.91489362 28.08510638],0
a3,1,0.955176,0.003159,[6 8] ; [14 18],[6.08695652 7.91304348] ; [13.91304348 18.08695652],0
b5,1,0.9781,0.000754,[8 6] ; [19 14],[8.04255319 5.95744681] ; [18.95744681 14.04255319],0
r4,1,0.98677,0.000275,[ 3 11] ; [ 7 26],[ 2.9787234 11.0212766] ; [ 7.0212766 25.9787234],0
