Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,4.8e-05,16.542141,[ 70 103] ; [97 57],[88.35168196 84.64831804] ; [78.64831804 75.35168196],1
p12,1,0.097527,2.74553,[  7 173] ; [ 13 147],[ 10.58823529 169.41176471] ; [  9.41176471 150.58823529],0
d1,1,0.142644,2.149206,[96 86] ; [97 63],[102.70760234  79.29239766] ; [90.29239766 69.70760234],0
r1,1,0.165528,1.922983,[133  48] ; [127  32],[138.41176471  42.58823529] ; [121.58823529  37.41176471],0
u1,1,0.207379,1.589632,[ 22 160] ; [ 27 133],[ 26.07602339 155.92397661] ; [ 22.92397661 137.07602339],0
u3,1,0.238116,1.391716,[32 33] ; [33 22],[35.20833333 29.79166667] ; [29.79166667 25.20833333],0
a2,1,0.249001,1.328899,[ 35 147] ; [ 39 121],[ 39.38011696 142.61988304] ; [ 34.61988304 125.38011696],0
p1,1,0.251034,1.31754,[ 10 170] ; [ 14 146],[ 12.70588235 167.29411765] ; [ 11.29411765 148.70588235],0
n2,1,0.274926,1.192001,[36 21] ; [21  7],[38.22352941 18.77647059] ; [18.77647059  9.22352941],0
r3,1,0.282663,1.154243,[169  13] ; [152   7],[171.3255132  10.6744868] ; [149.6744868   9.3255132],0
d5,1,0.397808,0.714943,[146  36] ; [134  26],[149.00584795  32.99415205] ; [130.99415205  29.00584795],0
s8,1,0.399646,0.70939,[ 30 152] ; [ 32 128],[ 32.99415205 149.00584795] ; [ 29.00584795 130.99415205],0
u2,1,0.416133,0.661211,[31 36] ; [29 25],[33.2231405 33.7768595] ; [26.7768595 27.2231405],0
a6,1,0.496375,0.462679,[140  42] ; [118  42],[137.29824561  44.70175439] ; [120.70175439  39.29824561],0
a3,1,0.55726,0.34447,[114  67] ; [105  54],[116.58529412  64.41470588] ; [102.41470588  56.58529412],0
s1,1,0.578798,0.308182,[  5 173] ; [  3 156],[  4.22551929 173.77448071] ; [  3.77448071 155.22551929],0
s2,1,0.647594,0.208947,[ 53 129] ; [ 49 107],[ 54.92307692 127.07692308] ; [ 47.07692308 108.92307692],0
b1,1,0.672816,0.178326,[ 62 120] ; [ 58 102],[ 63.85964912 118.14035088] ; [ 56.14035088 103.85964912],0
a8,1,0.705648,0.142663,[ 19 153] ; [ 18 127],[ 20.07570978 151.92429022] ; [ 16.92429022 128.07570978],0
b4,1,0.740464,0.109719,[109  73] ; [93 67],[107.49707602  74.50292398] ; [94.50292398 65.49707602],0
s4,1,0.741018,0.109234,[ 24 154] ; [ 23 133],[ 25.04790419 152.95209581] ; [ 21.95209581 134.04790419],0
a1,1,0.763674,0.090396,[  8 174] ; [  6 154],[  7.4502924 174.5497076] ; [  6.5497076 153.4502924],0
n3,1,0.764594,0.089672,[41 16] ; [21  7],[41.57647059 15.42352941] ; [20.42352941  7.57647059],0
b5,1,0.771445,0.084382,[119  63] ; [107  53],[120.26900585  61.73099415] ; [105.73099415  54.26900585],0
d2,1,0.782033,0.076546,[ 74 108] ; [67 92],[ 75.25513196 106.74486804] ; [65.74486804 93.25513196],0
n1,1,0.785522,0.074055,[18 37] ; [10 18],[18.55421687 36.44578313] ; [ 9.44578313 18.55421687],0
d4,1,0.791057,0.070192,[151  31] ; [131  29],[150.07017544  31.92982456] ; [131.92982456  28.07017544],0
s3,1,0.92561,0.008718,[ 68 113] ; [59 96],[ 68.41369048 112.58630952] ; [58.58630952 96.41369048],0
d3,1,0.976526,0.000866,[136  45] ; [120  40],[135.88269795  45.11730205] ; [120.11730205  39.88269795],0
