Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.9e-05,17.488564,[23 36] ; [25  4],[32.18181818 26.81818182] ; [15.81818182 13.18181818],1
d1,1,0.710883,0.137397,[35 24] ; [16 13],[34.19318182 24.80681818] ; [16.80681818 12.19318182],0
p11,1,0.749136,0.102259,[45 14] ; [23  6],[45.59090909 13.40909091] ; [22.40909091  6.59090909],0
b2,1,0.767613,0.08732,[15 19] ; [ 8 12],[14.48148148 19.51851852] ; [ 8.51851852 11.48148148],0
b3,1,0.767613,0.08732,[15 19] ; [ 8 12],[14.48148148 19.51851852] ; [ 8.51851852 11.48148148],0
d5,1,0.81928,0.052199,[48 11] ; [23  6],[47.60227273 11.39772727] ; [23.39772727  5.60227273],0
n6,1,0.855917,0.032969,[50  9] ; [25  4],[50.28409091  8.71590909] ; [24.71590909  4.28409091],0
p2,1,0.872596,0.025716,[48 11] ; [24  5],[48.27272727 10.72727273] ; [23.72727273  5.27272727],0
n3,1,0.918517,0.010466,[9 4] ; [5 2],[9.1 3.9] ; [4.9 2.1],0
b4,1,0.924101,0.009076,[36 23] ; [18 11],[36.20454545 22.79545455] ; [17.79545455 11.20454545],0
b1,1,0.929279,0.007877,[25 34] ; [12 17],[24.80681818 34.19318182] ; [12.19318182 16.80681818],0
a2,1,0.972664,0.001174,[10 49] ; [ 5 24],[10.05681818 48.94318182] ; [ 4.94318182 24.05681818],0
r2,1,1.0,0.0,[52  6] ; [26  3],[52.  6.] ; [26.  3.],0
