Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,65.869322,[181  74] ; [ 97 175],[134.51612903 120.48387097] ; [143.48387097 128.51612903],1
p8,1,0.007366,7.181488,[135 124] ; [115 168],[119.46494465 139.53505535] ; [130.53505535 152.46494465],0
r4,1,0.009094,6.80428,[230  35] ; [224  62],[218.34845735  46.65154265] ; [235.65154265  50.34845735],0
n6,1,0.015448,5.864677,[214  49] ; [207  78],[202.04927007  60.95072993] ; [218.95072993  66.04927007],0
u3,1,0.016356,5.764174,[48 34] ; [42 61],[39.89189189 42.10810811] ; [50.10810811 52.89189189],0
n4,1,0.02352,5.12972,[207  57] ; [200  86],[195.36  68.64] ; [211.64  74.36],0
b5,1,0.025097,5.017185,[173  92] ; [160 126],[160.15426497 104.84573503] ; [172.84573503 113.15426497],0
s8,1,0.027775,4.842003,[ 98 166] ; [ 81 205],[ 85.92 178.08] ; [ 93.08 192.92],0
u1,1,0.063883,3.433589,[ 43 222] ; [ 31 255],[ 35.58983666 229.41016334] ; [ 38.41016334 247.58983666],0
p12,1,0.071503,3.248169,[ 18 243] ; [ 10 276],[ 13.36014625 247.63985375] ; [ 14.63985375 271.36014625],0
u4,1,0.07233,3.229338,[  7 258] ; [  2 284],[  4.32849365 260.67150635] ; [  4.67150635 281.32849365],0
a4,1,0.091993,2.839146,[116 146] ; [106 179],[106.33272395 155.66727605] ; [115.66727605 169.33272395],0
b2,1,0.091996,2.839088,[ 69 106] ; [ 49 111],[ 61.64179104 113.35820896] ; [ 56.35820896 103.64179104],0
b3,1,0.091996,2.839088,[ 69 106] ; [ 49 111],[ 61.64179104 113.35820896] ; [ 56.35820896 103.64179104],0
a2,1,0.105471,2.620807,[ 61 204] ; [ 50 236],[ 53.38475499 211.61524501] ; [ 57.61524501 228.38475499],0
a3,1,0.112124,2.524028,[183  80] ; [180 105],[174.21350365  88.78649635] ; [188.78649635  96.21350365],0
d1,1,0.147343,2.09955,[147 118] ; [141 145],[138.51179673 126.48820327] ; [149.48820327 136.51179673],0
u2,1,0.156626,2.006499,[48 32] ; [52 53],[43.24324324 36.75675676] ; [56.75675676 48.24324324],0
n3,1,0.15938,1.980098,[36 13] ; [58 36],[32.20979021 16.79020979] ; [61.79020979 32.20979021],0
d3,1,0.175006,1.839528,[178  87] ; [175 109],[170.39162113  94.60837887] ; [182.60837887 101.39162113],0
p5,1,0.180429,1.794088,[ 19 243] ; [ 13 272],[ 15.32723949 246.67276051] ; [ 16.67276051 268.32723949],0
a7,1,0.215886,1.531509,[192  71] ; [195  91],[185.39344262  77.60655738] ; [201.60655738  84.39344262],0
s2,1,0.225558,1.468654,[ 95 168] ; [ 89 196],[ 88.30656934 174.69343066] ; [ 95.69343066 189.30656934],0
d4,1,0.237204,1.397137,[210  55] ; [213  71],[204.18032787  60.81967213] ; [218.81967213  65.18032787],0
d2,1,0.248936,1.329267,[124 141] ; [119 165],[117.29508197 147.70491803] ; [125.70491803 158.29508197],0
a6,1,0.259468,1.271594,[184  81] ; [185 100],[177.79090909  87.20909091] ; [191.20909091  93.79090909],0
n1,1,0.269955,1.216976,[20 29] ; [30 65],[17.01388889 31.98611111] ; [32.98611111 62.01388889],0
p1,1,0.274432,1.194457,[ 21 243] ; [ 16 269],[ 17.79234973 246.20765027] ; [ 19.20765027 265.79234973],0
n2,1,0.34226,0.901947,[35 14] ; [61 35],[32.44137931 16.55862069] ; [63.55862069 32.44137931],0
b1,1,0.361731,0.831875,[102 163] ; [121 165],[107.25045372 157.74954628] ; [115.74954628 170.25045372],0
d5,1,0.61031,0.259724,[203  62] ; [213  72],[200.43636364  64.56363636] ; [215.56363636  69.43636364],0
b4,1,0.722194,0.1264,[155 110] ; [163 123],[152.94010889 112.05989111] ; [165.05989111 120.94010889],0
s3,1,0.725592,0.123198,[115 147] ; [120 163],[112.97247706 149.02752294] ; [122.02752294 160.97247706],0
s1,1,0.785416,0.07413,[  9 253] ; [ 11 273],[  9.5970696 252.4029304] ; [ 10.4029304 273.5970696],0
a8,1,0.810268,0.057639,[ 32 200] ; [ 35 233],[ 31.088 200.912] ; [ 35.912 232.088],0
a1,1,0.839226,0.041162,[ 12 253] ; [ 14 272],[ 12.50453721 252.49546279] ; [ 13.49546279 272.50453721],0
