Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,26.433799,[92 10] ; [23 21],[80.34246575 21.65753425] ; [34.65753425  9.34246575],1
p3,1,0.702277,0.146114,[27 75] ; [13 31],[27.94520548 74.05479452] ; [12.05479452 31.94520548],0
b2,1,0.705839,0.142468,[30 41] ; [13 15],[30.83838384 40.16161616] ; [12.16161616 15.83838384],0
b3,1,0.705839,0.142468,[30 41] ; [13 15],[30.83838384 40.16161616] ; [12.16161616 15.83838384],0
v1,1,0.726074,0.122747,[51 47] ; [21 22],[50.04255319 47.95744681] ; [21.95744681 21.04255319],0
d5,1,0.757017,0.095728,[78 23] ; [35  9],[78.71034483 22.28965517] ; [34.28965517  9.71034483],0
p5,1,0.803005,0.06223,[ 6 96] ; [ 3 40],[ 6.33103448 95.66896552] ; [ 2.66896552 40.33103448],0
p6,1,0.842204,0.039631,[26 74] ; [10 31],[25.53191489 74.46808511] ; [10.46808511 30.53191489],0
a6,1,0.851786,0.034909,[62 38] ; [28 16],[62.5 37.5] ; [27.5 16.5],0
r4,1,0.852072,0.034773,[87 15] ; [37  7],[86.63013699 15.36986301] ; [37.36986301  6.63013699],0
u3,1,0.872832,0.02562,[14  6] ; [8 3],[14.19354839  5.80645161] ; [7.80645161 3.19354839],0
p8,1,0.950878,0.003795,[37 61] ; [16 27],[36.83687943 61.16312057] ; [16.16312057 26.83687943],0
s5,1,0.956057,0.003036,[38 62] ; [15 25],[37.85714286 62.14285714] ; [15.14285714 24.85714286],0
