Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,5.7e-05,16.214791,[30 20] ; [81 10],[39.36170213 10.63829787] ; [71.63829787 19.36170213],1
p4,1,0.291122,1.114424,[16 33] ; [38 53],[18.9 30.1] ; [35.1 55.9],0
a4,1,0.332,0.941082,[20 30] ; [29 62],[17.37588652 32.62411348] ; [31.62411348 59.37588652],0
v2,1,0.365477,0.818984,[21 29] ; [44 44],[23.55072464 26.44927536] ; [41.44927536 46.55072464],0
s6,1,0.385561,0.752896,[19 30] ; [28 61],[16.6884058 32.3115942] ; [30.3115942 58.6884058],0
s8,1,0.425238,0.635793,[ 8 41] ; [20 71],[ 9.8 39.2] ; [18.2 72.8],0
a1,1,0.461836,0.541442,[ 1 49] ; [ 4 87],[ 1.77304965 48.22695035] ; [ 3.22695035 87.77304965],0
u1,1,0.47057,0.520637,[ 5 45] ; [ 6 85],[ 3.90070922 46.09929078] ; [ 7.09929078 83.90070922],0
n1,1,0.50363,0.447278,[ 3 16] ; [ 6 19],[ 3.88636364 15.11363636] ; [ 5.11363636 19.88636364],0
p1,1,0.514828,0.424242,[ 2 48] ; [ 6 84],[ 2.85714286 47.14285714] ; [ 5.14285714 84.85714286],0
d3,1,0.541395,0.37296,[32 17] ; [64 27],[33.6 15.4] ; [62.4 28.6],0
b4,1,0.574991,0.314403,[31 19] ; [52 39],[29.43262411 20.56737589] ; [53.56737589 37.43262411],0
a3,1,0.58738,0.294455,[32 18] ; [54 37],[30.4964539 19.5035461] ; [55.5035461 35.4964539],0
s7,1,0.660549,0.192857,[ 9 36] ; [21 69],[10. 35.] ; [20. 70.],0
d4,1,0.681825,0.168079,[41  9] ; [72 19],[40.07092199  9.92907801] ; [72.92907801 18.07092199],0
v1,1,0.752364,0.099556,[17 33] ; [33 57],[17.85714286 32.14285714] ; [32.14285714 57.85714286],0
d1,1,0.772079,0.083901,[26 24] ; [45 46],[25.17730496 24.82269504] ; [45.82269504 45.17730496],0
a5,1,0.839155,0.041199,[30 20] ; [53 38],[29.43262411 20.56737589] ; [53.56737589 37.43262411],0
p3,1,0.865916,0.02851,[16 33] ; [31 60],[16.45 32.55] ; [30.55 60.45],0
b5,1,0.872538,0.025739,[32 18] ; [57 34],[31.56028369 18.43971631] ; [57.43971631 33.56028369],0
v3,1,0.883108,0.021618,[12 34] ; [24 64],[12.35820896 33.64179104] ; [23.64179104 64.35820896],0
u2,1,0.925058,0.008848,[9 9] ; [18 19],[8.83636364 9.16363636] ; [18.16363636 18.83636364],0
u3,1,0.93283,0.007104,[10  8] ; [21 16],[10.14545455  7.85454545] ; [20.85454545 16.14545455],0
