Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,6.3e-05,16.005763,[29 14] ; [ 7 26],[20.36842105 22.63157895] ; [15.63157895 17.36842105],1
p5,1,0.224038,1.478316,[ 4 39] ; [ 1 36],[ 2.6875 40.3125] ; [ 2.3125 34.6875],0
s3,1,0.233423,1.419879,[22 20] ; [14 22],[19.38461538 22.61538462] ; [16.61538462 19.38461538],0
p8,1,0.272015,1.206559,[15 27] ; [ 9 28],[12.75949367 29.24050633] ; [11.24050633 25.75949367],0
r1,1,0.27619,1.185742,[25 18] ; [17 20],[22.575 20.425] ; [19.425 17.575],0
b3,1,0.277663,1.178491,[ 7 16] ; [11 13],[ 8.80851064 14.19148936] ; [ 9.19148936 14.80851064],0
b2,1,0.277663,1.178491,[ 7 16] ; [11 13],[ 8.80851064 14.19148936] ; [ 9.19148936 14.80851064],0
s2,1,0.281971,1.157565,[19 24] ; [12 25],[16.6625 26.3375] ; [14.3375 22.6625],0
u2,1,0.342782,0.9,[ 8 12] ; [ 4 12],[ 6.66666667 13.33333333] ; [ 5.33333333 10.66666667],0
p3,1,0.35927,0.840442,[17 26] ; [11 26],[15.05 27.95] ; [12.95 24.05],0
n4,1,0.373994,0.790352,[29 13] ; [22 15],[27.11392405 14.88607595] ; [23.88607595 13.11392405],0
d2,1,0.399562,0.709643,[22 21] ; [15 21],[20.13924051 22.86075949] ; [16.86075949 19.13924051],0
a6,1,0.473215,0.514459,[13 30] ; [14 23],[14.5125 28.4875] ; [12.4875 24.5125],0
n1,1,0.511098,0.431818,[ 7 12] ; [ 9 10],[ 8. 11.] ; [ 8. 11.],0
s4,1,0.541586,0.372609,[ 7 36] ; [ 8 29],[ 8.0625 34.9375] ; [ 6.9375 30.0625],0
b1,1,0.602309,0.271527,[28 15] ; [22 15],[26.875 16.125] ; [23.125 13.875],0
u1,1,0.647407,0.209185,[ 2 41] ; [ 1 36],[ 1.6125 41.3875] ; [ 1.3875 35.6125],0
d4,1,0.692991,0.155867,[29 13] ; [24 13],[28.17721519 13.82278481] ; [24.82278481 12.17721519],0
n2,1,0.739979,0.110145,[12  7] ; [11  8],[11.5  7.5] ; [11.5  7.5],0
d5,1,0.742257,0.108153,[24 19] ; [22 15],[24.725 18.275] ; [21.275 15.725],0
a2,1,0.772206,0.083805,[ 3 40] ; [ 2 35],[ 2.6875 40.3125] ; [ 2.3125 34.6875],0
p1,1,0.848092,0.036693,[ 3 40] ; [ 3 34],[ 3.225 39.775] ; [ 2.775 34.225],0
a3,1,0.858636,0.031723,[23 19] ; [21 16],[23.39240506 18.60759494] ; [20.60759494 16.39240506],0
d1,1,0.87655,0.024132,[17 26] ; [14 23],[16.6625 26.3375] ; [14.3375 22.6625],0
p12,1,0.898601,0.016238,[ 1 42] ; [ 1 35],[ 1.08860759 41.91139241] ; [ 0.91139241 35.08860759],0
a4,1,0.919666,0.010172,[16 27] ; [13 23],[15.78481013 27.21518987] ; [13.21518987 22.78481013],0
v3,1,0.951727,0.003665,[13 29] ; [10 23],[12.88 29.12] ; [10.12 22.88],0
r2,1,0.966846,0.001728,[33 10] ; [27  8],[33.07692308  9.92307692] ; [26.92307692  8.07692308],0
