Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.000118,14.827614,[37 24] ; [ 6 26],[28.20430108 32.79569892] ; [14.79569892 17.20430108],1
p9,1,0.512278,0.429411,[51  8] ; [26  6],[49.92307692  9.07692308] ; [27.07692308  4.92307692],0
d5,1,0.515846,0.42219,[51 10] ; [25  7],[49.84946237 11.15053763] ; [26.15053763  5.84946237],0
n3,1,0.525358,0.403361,[12  5] ; [4 3],[11.33333333  5.66666667] ; [4.66666667 2.33333333],0
p6,1,0.578692,0.308353,[28 32] ; [13 19],[26.73913043 33.26086957] ; [14.26086957 17.73913043],0
n6,1,0.595735,0.281477,[53  8] ; [29  3],[53.78494624  7.21505376] ; [28.21505376  3.78494624],0
u2,1,0.59737,0.27898,[10  8] ; [5 6],[9.31034483 8.68965517] ; [5.68965517 5.31034483],0
p4,1,0.676369,0.174243,[38 21] ; [22 10],[38.9010989 20.0989011] ; [21.0989011 10.9010989],0
a1,1,0.735322,0.114281,[ 5 56] ; [ 2 30],[ 4.59139785 56.40860215] ; [ 2.40860215 29.59139785],0
u3,1,0.765087,0.089286,[10  8] ; [6 6],[9.6 8.4] ; [6.4 5.6],0
d4,1,0.774834,0.081829,[51 10] ; [26  6],[50.50537634 10.49462366] ; [26.49462366  5.50537634],0
v4,1,0.786737,0.073198,[58  3] ; [30  2],[57.72043011  3.27956989] ; [30.27956989  1.72043011],0
p3,1,0.814975,0.054762,[36 24] ; [20 12],[36.52173913 23.47826087] ; [19.47826087 12.52173913],0
p7,1,0.839116,0.041219,[40 20] ; [22 10],[40.43478261 19.56521739] ; [21.56521739 10.43478261],0
n2,1,0.914641,0.011489,[11  6] ; [5 3],[10.88  6.12] ; [5.12 2.88],0
s6,1,0.923697,0.009173,[42 18] ; [22  9],[42.1978022 17.8021978] ; [21.8021978  9.1978022],0
d1,1,0.962296,0.002235,[34 27] ; [18 14],[34.10752688 26.89247312] ; [17.89247312 14.10752688],0
n4,1,0.965288,0.001894,[46 15] ; [24  8],[45.91397849 15.08602151] ; [24.08602151  7.91397849],0
