Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-06,22.548235,[66  2] ; [9 7],[60.71428571  7.28571429] ; [14.28571429  1.71428571],1
r1,1,0.17661,1.825924,[56 11] ; [11  5],[54.08433735 12.91566265] ; [12.91566265  3.08433735],0
d3,1,0.185016,1.756863,[46 22] ; [8 8],[43.71428571 24.28571429] ; [10.28571429  5.71428571],0
s7,1,0.191237,1.708059,[49 15] ; [9 6],[46.98734177 17.01265823] ; [11.01265823  3.98734177],0
b4,1,0.193456,1.691098,[39 29] ; [12  4],[41.28571429 26.71428571] ; [9.71428571 6.28571429],0
p1,1,0.202342,1.625387,[24 44] ; [ 3 13],[21.85714286 46.14285714] ; [ 5.14285714 10.85714286],0
u3,1,0.205054,1.606004,[8 3] ; [3 4],[6.72222222 4.27777778] ; [4.27777778 2.72222222],0
d1,1,0.227634,1.455587,[45 23] ; [8 8],[42.9047619 25.0952381] ; [10.0952381  5.9047619],0
r4,1,0.248074,1.334118,[62  6] ; [13  3],[60.71428571  7.28571429] ; [14.28571429  1.71428571],0
a2,1,0.282239,1.156275,[17 51] ; [ 2 14],[15.38095238 52.61904762] ; [ 3.61904762 12.38095238],0
p12,1,0.296115,1.091611,[23 45] ; [ 3 12],[21.30120482 46.69879518] ; [ 4.69879518 10.30120482],0
s2,1,0.315776,1.006364,[42 24] ; [8 8],[40.24390244 25.75609756] ; [9.75609756 6.24390244],0
s4,1,0.348606,0.878526,[10 56] ; [ 1 15],[ 8.85365854 57.14634146] ; [ 2.14634146 13.85365854],0
p10,1,0.364836,0.821178,[63  4] ; [14  2],[62.15662651  4.84337349] ; [14.84337349  1.15662651],0
n3,1,0.368688,0.808081,[8 8] ; [3 1],[8.8 7.2] ; [2.2 1.8],0
r2,1,0.374883,0.787414,[62  4] ; [14  2],[61.17073171  4.82926829] ; [14.82926829  1.17073171],0
b1,1,0.45237,0.564706,[27 41] ; [8 8],[28.33333333 39.66666667] ; [6.66666667 9.33333333],0
s6,1,0.480921,0.496774,[54  8] ; [12  3],[53.14285714  8.85714286] ; [12.85714286  2.14285714],0
b2,1,0.525249,0.403575,[24 25] ; [6 4],[24.91525424 24.08474576] ; [5.08474576 4.91525424],0
b3,1,0.525249,0.403575,[24 25] ; [6 4],[24.91525424 24.08474576] ; [5.08474576 4.91525424],0
v4,1,0.53827,0.378756,[64  2] ; [15  1],[63.58536585  2.41463415] ; [15.41463415  0.58536585],0
a7,1,0.608934,0.26173,[51 17] ; [11  5],[50.19047619 17.80952381] ; [11.80952381  4.19047619],0
a8,1,0.675594,0.175128,[ 9 53] ; [ 3 13],[ 9.53846154 52.46153846] ; [ 2.46153846 13.53846154],0
a5,1,0.698791,0.149733,[54 14] ; [12  4],[53.42857143 14.57142857] ; [12.57142857  3.42857143],0
s1,1,0.737541,0.112299,[ 6 62] ; [ 1 15],[ 5.66666667 62.33333333] ; [ 1.33333333 14.66666667],0
p9,1,0.756062,0.096507,[65  3] ; [15  1],[64.76190476  3.23809524] ; [15.23809524  0.76190476],0
v3,1,0.878735,0.023279,[41 25] ; [9 6],[40.74074074 25.25925926] ; [9.25925926 5.74074074],0
s5,1,0.933474,0.006968,[40 19] ; [10  5],[39.86486486 19.13513514] ; [10.13513514  4.86486486],0
p11,1,0.934874,0.006677,[60  8] ; [14  2],[59.9047619  8.0952381] ; [14.0952381  1.9047619],0
u2,1,0.95218,0.003596,[8 3] ; [5 2],[7.94444444 3.05555556] ; [5.05555556 1.94444444],0
n2,1,1.0,0.0,[12  4] ; [3 1],[12.  4.] ; [3. 1.],0
n1,1,1.0,0.0,[8 8] ; [2 2],[8. 8.] ; [2. 2.],0
