Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000445,12.332316,[ 4 42] ; [15 21],[10.65853659 35.34146341] ; [ 8.34146341 27.65853659],1
p10,1,0.42025,0.649615,[28 18] ; [25 11],[29.73170732 16.26829268] ; [23.26829268 12.73170732],0
s1,1,0.434811,0.609939,[ 4 43] ; [ 5 31],[ 5.09638554 41.90361446] ; [ 3.90361446 32.09638554],0
p4,1,0.448796,0.57369,[15 32] ; [14 21],[16.62195122 30.37804878] ; [12.37804878 22.62195122],0
n4,1,0.463445,0.537562,[29 18] ; [25 11],[30.57831325 16.42168675] ; [23.42168675 12.57831325],0
u2,1,0.561471,0.337163,[8 5] ; [6 6],[7.28 5.72] ; [6.72 5.28],0
s2,1,0.572275,0.318891,[34 13] ; [28  8],[35.10843373 11.89156627] ; [26.89156627  9.10843373],0
s4,1,0.572275,0.318891,[13 34] ; [ 8 28],[11.89156627 35.10843373] ; [ 9.10843373 26.89156627],0
a3,1,0.576588,0.311783,[34 13] ; [24 12],[32.84337349 14.15662651] ; [25.15662651 10.84337349],0
r4,1,0.597751,0.278402,[37 10] ; [30  6],[37.93975904  9.06024096] ; [29.06024096  6.93975904],0
a6,1,0.614662,0.253442,[25 22] ; [20 14],[26.11111111 20.88888889] ; [18.88888889 15.11111111],0
d5,1,0.698428,0.150113,[35 12] ; [24 10],[34.2345679 12.7654321] ; [24.7654321  9.2345679],0
v1,1,0.727946,0.121006,[22 23] ; [19 17],[22.77777778 22.22222222] ; [18.22222222 17.77777778],0
a1,1,0.733825,0.115628,[ 3 44] ; [ 3 33],[ 3.39759036 43.60240964] ; [ 2.60240964 33.39759036],0
s7,1,0.77576,0.081138,[25 19] ; [21 14],[25.62025316 18.37974684] ; [20.37974684 14.62025316],0
p3,1,0.780119,0.077933,[17 29] ; [14 21],[17.60493827 28.39506173] ; [13.39506173 21.60493827],0
s6,1,0.792992,0.068868,[32 14] ; [26 10],[32.53658537 13.46341463] ; [25.46341463 10.53658537],0
r1,1,0.81829,0.052783,[35 12] ; [26 10],[34.54216867 12.45783133] ; [26.45783133  9.54216867],0
n6,1,0.821235,0.051056,[32 15] ; [23 12],[31.52439024 15.47560976] ; [23.47560976 11.52439024],0
v4,1,0.825667,0.048515,[40  7] ; [30  6],[39.63855422  7.36144578] ; [30.36144578  5.63855422],0
p11,1,0.863201,0.029688,[27 20] ; [20 16],[26.61445783 20.38554217] ; [20.38554217 15.61445783],0
u3,1,0.87018,0.026709,[8 5] ; [7 5],[7.8 5.2] ; [7.2 4.8],0
p1,1,0.945262,0.004714,[ 5 42] ; [ 4 32],[ 5.09638554 41.90361446] ; [ 3.90361446 32.09638554],0
v3,1,0.952419,0.00356,[13 28] ; [11 23],[13.12 27.88] ; [10.88 23.12],0
p12,1,0.953533,0.003395,[ 4 42] ; [ 3 33],[ 3.92682927 42.07317073] ; [ 3.07317073 32.92682927],0
s5,1,0.955967,0.003049,[15 28] ; [12 23],[14.88461538 28.11538462] ; [12.11538462 22.88461538],0
s8,1,0.973927,0.001068,[23 24] ; [17 18],[22.92682927 24.07317073] ; [17.07317073 17.92682927],0
