Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.012419,6.25,[26 38] ; [24 12],[32. 32.] ; [18. 18.],0
s4,1,0.728696,0.120313,[11 53] ; [ 7 28],[11.63636364 52.36363636] ; [ 6.36363636 28.63636364],0
a2,1,0.735462,0.114155,[18 46] ; [ 9 27],[17.28 46.72] ; [ 9.72 26.28],0
b3,1,0.778253,0.079296,[11 22] ; [ 5 12],[10.56 22.44] ; [ 5.44 11.56],0
b2,1,0.778253,0.079296,[11 22] ; [ 5 12],[10.56 22.44] ; [ 5.44 11.56],0
s5,1,0.803976,0.061605,[23 36] ; [12 21],[22.44565217 36.55434783] ; [12.55434783 20.44565217],0
d2,1,0.880741,0.022509,[31 33] ; [18 18],[31.36 32.64] ; [17.64 18.36],0
d5,1,0.889755,0.019214,[49 15] ; [28  8],[49.28 14.72] ; [27.72  8.28],0
s3,1,0.911854,0.012255,[34 30] ; [19 16],[34.26262626 29.73737374] ; [18.73737374 16.26262626],0
a3,1,0.927502,0.008279,[42 22] ; [22 12],[41.79591837 22.20408163] ; [22.20408163 11.79591837],0
p1,1,0.94075,0.005525,[ 7 57] ; [ 4 31],[ 7.11111111 56.88888889] ; [ 3.88888889 31.11111111],0
d4,1,0.967907,0.001619,[50 14] ; [28  8],[49.92 14.08] ; [28.08  7.92],0
