Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000502,12.106368,[ 4 12] ; [74 32],[10.2295082  5.7704918] ; [67.7704918 38.2295082],1
s2,1,0.352128,0.865775,[6 9] ; [56 50],[7.68595041 7.31404959] ; [54.31404959 51.68595041],0
r4,1,0.382833,0.761584,[15  1] ; [91 15],[13.90163934  2.09836066] ; [92.09836066 13.90163934],0
s7,1,0.427505,0.629591,[7 8] ; [57 42],[8.42105263 6.57894737] ; [55.57894737 43.42105263],0
n1,1,0.430955,0.620248,[2 1] ; [12 16],[1.35483871 1.64516129] ; [12.64516129 15.35483871],0
s1,1,0.479495,0.500011,[ 1 15] ; [  3 102],[ 0.52892562 15.47107438] ; [  3.47107438 101.52892562],0
v2,1,0.494779,0.466117,[8 8] ; [62 43],[9.25619835 6.74380165] ; [60.74380165 44.25619835],0
p11,1,0.500009,0.454918,[12  4] ; [87 19],[12.98360656  3.01639344] ; [86.01639344 19.98360656],0
p3,1,0.522078,0.409786,[8 8] ; [62 44],[9.18032787 6.81967213] ; [60.81967213 45.18032787],0
p12,1,0.540044,0.375458,[ 1 15] ; [12 94],[ 1.70491803 14.29508197] ; [11.29508197 94.70491803],0
n4,1,0.560572,0.338715,[13  3] ; [79 27],[12.06557377  3.93442623] ; [79.93442623 26.06557377],0
s4,1,0.572246,0.318939,[ 3 13] ; [14 90],[ 2.26666667 13.73333333] ; [14.73333333 89.26666667],0
a3,1,0.620094,0.245735,[8 8] ; [60 46],[8.91803279 7.08196721] ; [59.08196721 46.91803279],0
a8,1,0.667619,0.1844,[ 2 13] ; [18 83],[ 2.5862069 12.4137931] ; [17.4137931 83.5862069],0
r2,1,0.678523,0.171793,[15  1] ; [96 10],[14.55737705  1.44262295] ; [96.44262295  9.55737705],0
d5,1,0.748762,0.102575,[8 8] ; [57 48],[8.59504132 7.40495868] ; [56.40495868 48.59504132],0
u1,1,0.791531,0.069867,[ 1 15] ; [  5 101],[ 0.78688525 15.21311475] ; [  5.21311475 100.78688525],0
r3,1,0.791531,0.069867,[15  1] ; [101   5],[15.21311475  0.78688525] ; [100.78688525   5.21311475],0
d2,1,0.858921,0.031595,[ 2 14] ; [15 91],[ 2.2295082 13.7704918] ; [14.7704918 91.2295082],0
v1,1,0.859047,0.031538,[8 8] ; [55 50],[8.33057851 7.66942149] ; [54.66942149 50.33057851],0
d4,1,0.865506,0.028686,[9 7] ; [62 44],[9.31147541 6.68852459] ; [61.68852459 44.31147541],0
s6,1,0.910068,0.012758,[11  5] ; [68 33],[10.8034188  5.1965812] ; [68.1965812 32.8034188],0
a5,1,0.943908,0.00495,[8 8] ; [54 52],[8.13114754 7.86885246] ; [53.86885246 52.13114754],0
a4,1,0.9501,0.003916,[ 5 11] ; [32 73],[ 4.89256198 11.10743802] ; [32.10743802 72.89256198],0
v4,1,0.957503,0.002839,[15  1] ; [99  7],[14.95081967  1.04918033] ; [99.04918033  6.95081967],0
v3,1,0.978033,0.000758,[ 6 10] ; [39 66],[ 5.95041322 10.04958678] ; [39.04958678 65.95041322],0
