Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,3e-06,21.694868,[ 17 103] ; [36 47],[31.33004926 88.66995074] ; [21.66995074 61.33004926],1
a8,1,0.15163,2.055777,[ 13 105] ; [ 4 74],[ 10.23469388 107.76530612] ; [ 6.76530612 71.23469388],0
n3,1,0.169257,1.889516,[22 22] ; [18  9],[24.78873239 19.21126761] ; [15.21126761 11.78873239],0
p3,1,0.256425,1.287954,[24 99] ; [22 62],[27.33333333 95.66666667] ; [18.66666667 65.33333333],0
a3,1,0.269876,1.217375,[72 49] ; [57 28],[75.77184466 45.22815534] ; [53.22815534 31.77184466],0
n2,1,0.338513,0.916054,[26 21] ; [18  9],[27.94594595 19.05405405] ; [16.05405405 10.94594595],0
d2,1,0.348593,0.878571,[44 77] ; [36 48],[47.2195122 73.7804878] ; [32.7804878 51.2195122],0
s1,1,0.360059,0.837688,[  6 117] ; [ 2 82],[  4.75362319 118.24637681] ; [ 3.24637681 80.75362319],0
n4,1,0.374476,0.788758,[84 39] ; [53 32],[81.01442308 41.98557692] ; [55.98557692 29.01442308],0
p6,1,0.377054,0.780283,[ 10 112] ; [10 74],[ 11.84466019 110.15533981] ; [ 8.15533981 75.84466019],0
p12,1,0.388908,0.742355,[  2 119] ; [ 3 82],[  2.9368932 118.0631068] ; [ 2.0631068 82.9368932],0
b3,1,0.481596,0.495247,[29 43] ; [22 25],[30.85714286 41.14285714] ; [20.14285714 26.85714286],0
b2,1,0.481596,0.495247,[29 43] ; [22 25],[30.85714286 41.14285714] ; [20.14285714 26.85714286],0
p1,1,0.485413,0.486679,[ 12 110] ; [ 6 79],[ 10.60869565 111.39130435] ; [ 7.39130435 77.60869565],0
p8,1,0.504566,0.445319,[24 98] ; [20 65],[25.93236715 96.06763285] ; [18.06763285 66.93236715],0
a2,1,0.630954,0.230769,[ 20 103] ; [16 69],[ 21.28846154 101.71153846] ; [14.71153846 70.28846154],0
s5,1,0.636889,0.222834,[ 15 105] ; [12 69],[ 16.11940299 103.88059701] ; [10.88059701 70.11940299],0
u1,1,0.643334,0.214409,[ 12 111] ; [10 75],[ 13.00961538 109.99038462] ; [ 8.99038462 76.00961538],0
b5,1,0.657015,0.197169,[70 53] ; [51 34],[71.55288462 51.44711538] ; [49.44711538 35.55288462],0
s3,1,0.742964,0.107539,[22 99] ; [17 68],[22.90776699 98.09223301] ; [16.09223301 68.90776699],0
p5,1,0.754973,0.097399,[  7 116] ; [ 4 81],[  6.50480769 116.49519231] ; [ 4.49519231 80.50480769],0
a4,1,0.789823,0.071044,[49 72] ; [36 49],[49.92718447 71.07281553] ; [35.07281553 49.92718447],0
u4,1,0.791733,0.069728,[  1 122] ; [ 1 84],[  1.18269231 121.81730769] ; [ 0.81730769 84.18269231],0
b4,1,0.840921,0.040287,[75 48] ; [53 32],[75.69230769 47.30769231] ; [52.30769231 32.69230769],0
s8,1,0.842576,0.039442,[ 19 104] ; [14 71],[ 19.51442308 103.48557692] ; [13.48557692 71.51442308],0
a1,1,0.855509,0.033158,[  8 115] ; [ 5 80],[  7.6875 115.3125] ; [ 5.3125 79.6875],0
s4,1,0.901564,0.015298,[ 11 111] ; [ 8 76],[ 11.25242718 110.74757282] ; [ 7.74757282 76.25242718],0
u3,1,0.909567,0.012901,[23 28] ; [13 15],[23.24050633 27.75949367] ; [12.75949367 15.24050633],0
s7,1,0.911496,0.012355,[24 94] ; [17 64],[24.31155779 93.68844221] ; [16.68844221 64.31155779],0
