Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,26.700769,[132  29] ; [78 65],[111.21710526  49.78289474] ; [98.78289474 44.21710526],1
u1,1,0.454333,0.559818,[ 41 122] ; [ 31 113],[ 38.22801303 124.77198697] ; [ 33.77198697 110.22801303],0
p7,1,0.458742,0.548962,[126  35] ; [106  36],[123.27392739  37.72607261] ; [108.72607261  33.27392739],0
n2,1,0.546088,0.364372,[20  6] ; [16  3],[20.8  5.2] ; [15.2  3.8],0
a2,1,0.551425,0.35477,[ 48 115] ; [ 38 106],[ 45.66123779 117.33876221] ; [ 40.33876221 103.66123779],0
b2,1,0.559647,0.340316,[45 66] ; [37 64],[42.93396226 68.06603774] ; [39.06603774 61.93396226],0
b3,1,0.559647,0.340316,[45 66] ; [37 64],[42.93396226 68.06603774] ; [39.06603774 61.93396226],0
r2,1,0.615841,0.251756,[153   8] ; [134   9],[151.99671053   9.00328947] ; [135.00328947   7.99671053],0
a6,1,0.618029,0.248648,[113  50] ; [96 48],[110.96742671  52.03257329] ; [98.03257329 45.96742671],0
n1,1,0.667664,0.184347,[12 14] ; [10  9],[12.71111111 13.28888889] ; [9.28888889 9.71111111],0
p6,1,0.672596,0.17858,[84 76] ; [78 64],[85.82781457 74.17218543] ; [76.17218543 65.82781457],0
p10,1,0.69336,0.155472,[146  16] ; [126  16],[144.94736842  17.05263158] ; [127.05263158  14.94736842],0
p9,1,0.762769,0.091111,[146  15] ; [132  12],[146.74754098  14.25245902] ; [131.25245902  12.74754098],0
a8,1,0.780793,0.077443,[ 20 121] ; [ 20 110],[ 20.81180812 120.18819188] ; [ 19.18819188 110.81180812],0
b4,1,0.786364,0.07346,[96 67] ; [87 57],[97.16286645 65.83713355] ; [85.83713355 58.16286645],0
r3,1,0.841981,0.039745,[158   5] ; [139   5],[157.69055375   5.30944625] ; [139.30944625   4.69055375],0
a4,1,0.866158,0.028406,[80 82] ; [72 71],[80.73442623 81.26557377] ; [71.26557377 71.73442623],0
a5,1,0.87612,0.024301,[129  34] ; [115  29],[129.5504886  33.4495114] ; [114.4495114  29.5504886],0
b1,1,0.943032,0.005106,[65 98] ; [58 86],[65.30618893 97.69381107] ; [57.69381107 86.30618893],0
s6,1,0.980128,0.00062,[117  40] ; [106  36],[117.09364548  39.90635452] ; [105.90635452  36.09364548],0
