Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-05,19.557235,[46 42] ; [ 9 48],[33.37931034 54.62068966] ; [21.62068966 35.37931034],1
p7,1,0.760329,0.093055,[50 36] ; [34 22],[50.87323944 35.12676056] ; [33.12676056 22.87323944],0
n1,1,0.77816,0.079365,[ 8 13] ; [6 8],[ 8.4 12.6] ; [5.6 8.4],0
d2,1,0.799017,0.064831,[20 68] ; [14 43],[20.63448276 67.36551724] ; [13.36551724 43.63448276],0
d3,1,0.832087,0.044955,[25 63] ; [15 41],[24.44444444 63.55555556] ; [15.55555556 40.44444444],0
p3,1,0.84913,0.036187,[41 47] ; [27 29],[41.55555556 46.44444444] ; [26.44444444 29.55555556],0
p11,1,0.923596,0.009198,[67 21] ; [43 14],[66.75862069 21.24137931] ; [43.24137931 13.75862069],0
b1,1,0.936206,0.006406,[33 55] ; [21 36],[32.77241379 55.22758621] ; [21.22758621 35.77241379],0
a2,1,0.947641,0.004313,[ 8 80] ; [ 5 52],[ 7.88965517 80.11034483] ; [ 5.11034483 51.88965517],0
p2,1,0.952385,0.003566,[66 22] ; [43 14],[66.15172414 21.84827586] ; [42.84827586 14.15172414],0
a5,1,0.956686,0.00295,[49 39] ; [32 25],[49.15862069 38.84137931] ; [31.84137931 25.15862069],0
r3,1,0.974367,0.001032,[85  3] ; [55  2],[84.96551724  3.03448276] ; [55.03448276  1.96551724],0
a3,1,0.977307,0.000809,[46 41] ; [30 27],[45.91666667 41.08333333] ; [30.08333333 26.91666667],0
