Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,101.678351,[ 99 135] ; [486 135],[160.10526316  73.89473684] ; [424.89473684 196.10526316],1
u2,1,0.202979,1.620811,[36 35] ; [106  72],[40.48995984 30.51004016] ; [101.51004016  76.48995984],0
n1,1,0.218453,1.514504,[27 38] ; [41 85],[23.14136126 41.85863874] ; [44.85863874 81.14136126],0
b4,1,0.230717,1.436434,[127 107] ; [367 257],[134.72727273  99.27272727] ; [359.27272727 264.72727273],0
n2,1,0.242247,1.367473,[53 13] ; [93 35],[49.67010309 16.32989691] ; [96.32989691 31.67010309],0
a1,1,0.261075,1.26305,[ 14 220] ; [ 26 598],[ 10.90909091 223.09090909] ; [ 29.09090909 594.90909091],0
p12,1,0.267226,1.23093,[ 14 215] ; [ 52 566],[ 17.84415584 211.15584416] ; [ 48.15584416 569.84415584],0
p8,1,0.305332,1.050759,[112 116] ; [326 288],[118.60332542 109.39667458] ; [319.39667458 294.60332542],0
s6,1,0.356562,0.849966,[147  79] ; [420 194],[152.55  73.45] ; [414.45 199.55],0
s4,1,0.422946,0.642115,[ 43 190] ; [ 99 514],[ 39.10874704 193.89125296] ; [102.89125296 510.10874704],0
p1,1,0.501555,0.451644,[ 17 216] ; [ 54 565],[ 19.41666667 213.58333333] ; [ 51.58333333 567.41666667],0
n3,1,0.528704,0.396881,[46 19] ; [96 32],[47.8238342 17.1761658] ; [94.1761658 33.8238342],0
a8,1,0.556565,0.345687,[ 28 195] ; [ 79 479],[ 30.55185659 192.44814341] ; [ 76.44814341 481.55185659],0
s1,1,0.564528,0.331925,[  9 222] ; [ 19 594],[  7.66350711 223.33649289] ; [ 20.33649289 592.66350711],0
s3,1,0.574023,0.315998,[134  98] ; [342 273],[130.38016529 101.61983471] ; [345.61983471 269.38016529],0
a3,1,0.627778,0.235086,[162  71] ; [443 179],[164.87134503  68.12865497] ; [440.12865497 181.87134503],0
s2,1,0.658432,0.195434,[116 116] ; [319 298],[118.86925795 113.13074205] ; [316.13074205 300.86925795],0
n5,1,0.682109,0.167762,[172  59] ; [453 167],[169.653349  61.346651] ; [455.346651 164.653349],0
p3,1,0.689951,0.159138,[113 119] ; [311 308],[115.59106933 116.40893067] ; [308.40893067 310.59106933],0
p5,1,0.726354,0.122486,[ 27 204] ; [ 67 551],[ 25.57597173 205.42402827] ; [ 68.42402827 549.57597173],0
v3,1,0.830189,0.045993,[ 89 137] ; [240 357],[ 90.34507898 135.65492102] ; [238.65492102 358.34507898],0
n4,1,0.876264,0.024245,[178  55] ; [472 150],[177.13450292  55.86549708] ; [472.86549708 149.13450292],0
p6,1,0.88569,0.020667,[ 81 145] ; [223 390],[ 81.88796186 144.11203814] ; [222.11203814 390.88796186],0
p11,1,0.890419,0.018982,[185  49] ; [496 128],[185.72727273  48.27272727] ; [495.27272727 128.72727273],0
a4,1,0.913036,0.011927,[103 130] ; [278 345],[103.7067757 129.2932243] ; [277.2932243 345.7067757],0
u4,1,0.924543,0.008971,[  5 229] ; [ 14 610],[  5.18181818 228.81818182] ; [ 13.81818182 610.18181818],0
d2,1,0.927826,0.008205,[111 122] ; [298 323],[111.58899297 121.41100703] ; [297.41100703 323.58899297],0
v1,1,0.92938,0.007854,[123 105] ; [329 277],[123.56834532 104.43165468] ; [328.43165468 277.56834532],0
p7,1,0.987154,0.000259,[147  82] ; [388 217],[146.90047962  82.09952038] ; [388.09952038 216.90047962],0
