Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,173.229294,[303  60] ; [ 38 121],[237.13218391 125.86781609] ; [103.86781609  55.13218391],1
n2,1,0.415217,0.663814,[61 16] ; [32 12],[59.18181818 17.81818182] ; [33.81818182 10.18181818],0
a1,1,0.446324,0.579971,[ 13 350] ; [  8 152],[ 14.57552581 348.42447419] ; [  6.42447419 153.57552581],0
u2,1,0.450002,0.570647,[58 35] ; [32 25],[55.8 37.2] ; [34.2 22.8],0
a4,1,0.477176,0.505309,[167 195] ; [68 91],[163.28214971 198.71785029] ; [71.71785029 87.28214971],0
d5,1,0.488879,0.478992,[298  63] ; [136  24],[300.71785029  60.28214971] ; [133.28214971  26.71785029],0
a7,1,0.500006,0.454923,[266  96] ; [113  47],[262.83141762  99.16858238] ; [116.16858238  43.83141762],0
n1,1,0.5013,0.452184,[31 46] ; [15 29],[29.27272727 47.72727273] ; [16.72727273 27.27272727],0
s1,1,0.515631,0.422622,[ 13 344] ; [  4 154],[ 11.78446602 345.21553398] ; [  5.21553398 152.78446602],0
d3,1,0.545773,0.364945,[253 109] ; [116  44],[255.89655172 106.10344828] ; [113.10344828  46.89655172],0
b2,1,0.547763,0.361341,[ 74 139] ; [30 66],[ 71.68932039 141.31067961] ; [32.31067961 63.68932039],0
b3,1,0.547763,0.361341,[ 74 139] ; [30 66],[ 71.68932039 141.31067961] ; [32.31067961 63.68932039],0
a5,1,0.557996,0.343186,[268  95] ; [122  38],[270.68833652  92.31166348] ; [119.31166348  40.68833652],0
n4,1,0.599894,0.275155,[274  87] ; [118  42],[271.61612284  89.38387716] ; [120.38387716  39.61612284],0
p6,1,0.710709,0.13757,[129 229] ; [60 99],[130.87427466 227.12572534] ; [ 58.12572534 100.87427466],0
n5,1,0.753922,0.098265,[272  89] ; [117  41],[270.5761079  90.4238921] ; [118.4238921  39.5761079],0
n6,1,0.799227,0.064693,[302  57] ; [136  24],[302.97109827  56.02890173] ; [135.02890173  24.97109827],0
b5,1,0.923486,0.009224,[233 130] ; [102  58],[232.51434034 130.48565966] ; [102.48565966  57.51434034],0
v2,1,0.948792,0.004125,[197 147] ; [90 68],[196.66932271 147.33067729] ; [90.33067729 67.66932271],0
p3,1,0.955416,0.003126,[176 187] ; [78 82],[176.29445507 186.70554493] ; [77.70554493 82.29445507],0
p8,1,0.986299,0.000295,[177 181] ; [77 79],[176.91050584 181.08949416] ; [77.08949416 78.91050584],0
