Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,2.2e-05,18.00371,[ 8 39] ; [29 20],[18.11458333 28.88541667] ; [18.88541667 30.11458333],1
r2,1,0.632959,0.22807,[43  4] ; [47  3],[43.60824742  3.39175258] ; [46.39175258  3.60824742],0
d1,1,0.640929,0.217529,[26 21] ; [30 20],[27.13402062 19.86597938] ; [28.86597938 21.13402062],0
p5,1,0.670829,0.180634,[ 8 39] ; [10 39],[ 8.8125 38.1875] ; [ 9.1875 39.8125],0
p2,1,0.670829,0.180634,[39  8] ; [39 10],[38.1875  8.8125] ; [39.8125  9.1875],0
s7,1,0.674898,0.175926,[28 17] ; [29 21],[27. 18.] ; [30. 20.],0
p11,1,0.684124,0.16552,[36 11] ; [40 10],[36.82474227 10.17525773] ; [39.17525773 10.82474227],0
n1,1,0.691398,0.157576,[8 7] ; [5 6],[7.5 7.5] ; [5.5 5.5],0
p4,1,0.710315,0.137963,[28 19] ; [31 18],[28.88541667 18.11458333] ; [30.11458333 18.88541667],0
p9,1,0.717255,0.131138,[38  9] ; [41  8],[38.67708333  8.32291667] ; [40.32291667  8.67708333],0
n6,1,0.744568,0.106152,[39  8] ; [41  7],[39.57894737  7.42105263] ; [40.42105263  7.57894737],0
u3,1,0.755794,0.096726,[9 7] ; [5 5],[8.61538462 7.38461538] ; [5.38461538 4.61538462],0
p12,1,0.759565,0.093668,[ 3 43] ; [ 4 45],[ 3.38947368 42.61052632] ; [ 3.61052632 45.38947368],0
s8,1,0.772256,0.083767,[24 23] ; [27 23],[24.71134021 22.28865979] ; [26.28865979 23.71134021],0
d2,1,0.790001,0.070921,[26 21] ; [29 21],[26.64948454 20.35051546] ; [28.35051546 21.64948454],0
a1,1,0.800522,0.063843,[ 4 43] ; [ 5 45],[ 4.36082474 42.63917526] ; [ 4.63917526 45.36082474],0
a2,1,0.832594,0.04468,[ 5 42] ; [ 6 44],[ 5.32989691 41.67010309] ; [ 5.67010309 44.32989691],0
b4,1,0.839972,0.040776,[31 16] ; [32 18],[30.5257732 16.4742268] ; [32.4742268 17.5257732],0
p10,1,0.916585,0.01097,[37 10] ; [39 10],[37.20833333  9.79166667] ; [38.79166667 10.20833333],0
v4,1,0.937627,0.006123,[44  3] ; [47  3],[44.09278351  2.90721649] ; [46.90721649  3.09278351],0
n5,1,0.957744,0.002807,[37 10] ; [38 10],[37.10526316  9.89473684] ; [37.89473684 10.10526316],0
