Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000327,12.90974,[ 1 13] ; [15  7],[6.22222222 7.77777778] ; [ 9.77777778 12.22222222],1
u1,1,0.740135,0.110008,[ 1 13] ; [ 1 21],[ 0.77777778 13.22222222] ; [ 1.22222222 20.77777778],0
d3,1,0.755277,0.09715,[9 5] ; [13  9],[8.55555556 5.44444444] ; [13.44444444  8.55555556],0
v1,1,0.789993,0.070926,[7 7] ; [10 12],[6.61111111 7.38888889] ; [10.38888889 11.61111111],0
s1,1,0.836664,0.042503,[ 1 13] ; [ 2 20],[ 1.16666667 12.83333333] ; [ 1.83333333 20.16666667],0
p6,1,0.836664,0.042503,[ 4 10] ; [ 7 15],[4.27777778 9.72222222] ; [ 6.72222222 15.27777778],0
p12,1,0.836664,0.042503,[ 1 13] ; [ 2 20],[ 1.16666667 12.83333333] ; [ 1.83333333 20.16666667],0
b2,1,0.836701,0.042484,[3 6] ; [ 5 12],[2.76923077 6.23076923] ; [ 5.23076923 11.76923077],0
b3,1,0.836701,0.042484,[3 6] ; [ 5 12],[2.76923077 6.23076923] ; [ 5.23076923 11.76923077],0
n2,1,0.875975,0.024359,[6 3] ; [7 3],[6.15789474 2.84210526] ; [6.84210526 3.15789474],0
p4,1,0.890186,0.019063,[7 7] ; [11 10],[7.2 6.8] ; [10.8 10.2],0
