Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,40.350006,[211  76] ; [104 122],[176.22807018 110.77192982] ; [138.77192982  87.22807018],1
b2,1,0.052529,3.758843,[ 84 107] ; [49 97],[ 75.37982196 115.62017804] ; [57.62017804 88.37982196],0
u4,1,0.057031,3.621683,[ 12 284] ; [  3 230],[  8.39319471 287.60680529] ; [  6.60680529 226.39319471],0
b5,1,0.092409,2.831902,[189 107] ; [132 101],[179.61436673 116.38563327] ; [141.38563327  91.61436673],0
n2,1,0.101727,2.678256,[41 14] ; [45 29],[36.66666667 18.33333333] ; [49.33333333 24.66666667],0
s7,1,0.111096,2.538559,[153 128] ; [105 117],[144.13121272 136.86878728] ; [113.86878728 108.13121272],0
s1,1,0.216057,1.530369,[  7 285] ; [ 10 221],[  9.49139579 282.50860421] ; [  7.50860421 223.49139579],0
s4,1,0.228295,1.451451,[ 46 244] ; [ 46 185],[ 51.20921305 238.79078695] ; [ 40.79078695 190.20921305],0
u1,1,0.237923,1.392857,[ 86 210] ; [ 57 176],[ 80.01512287 215.98487713] ; [ 62.98487713 170.01512287],0
d5,1,0.257474,1.282287,[288   8] ; [230   3],[289.84499055   6.15500945] ; [228.15500945   4.84499055],0
a3,1,0.276349,1.184959,[242  52] ; [183  50],[237.09677419  56.90322581] ; [187.90322581  45.09677419],0
p1,1,0.278601,1.1739,[ 28 267] ; [ 16 217],[ 24.58333333 270.41666667] ; [ 19.41666667 213.58333333],0
n1,1,0.279292,1.170534,[24 31] ; [25 48],[21.0546875 33.9453125] ; [27.9453125 45.0546875],0
a4,1,0.309939,1.030935,[177 118] ; [129 103],[171.29032258 123.70967742] ; [134.70967742  97.29032258],0
a8,1,0.400516,0.706778,[ 34 223] ; [ 23 192],[ 31.03601695 225.96398305] ; [ 25.96398305 189.03601695],0
r2,1,0.411785,0.67364,[284  10] ; [217  11],[282.17241379  11.82758621] ; [218.82758621   9.17241379],0
a2,1,0.575723,0.313201,[106 190] ; [ 78 155],[102.95652174 193.04347826] ; [ 81.04347826 151.95652174],0
d3,1,0.580432,0.305537,[261  35] ; [209  24],[262.98676749  33.01323251] ; [207.01323251  25.98676749],0
s3,1,0.602221,0.27166,[168 122] ; [128 102],[165.07692308 124.92307692] ; [130.92307692  99.07692308],0
a7,1,0.606845,0.264794,[228  68] ; [175  58],[225.49716446  70.50283554] ; [177.50283554  55.49716446],0
u3,1,0.612334,0.25679,[35 19] ; [30 20],[33.75 20.25] ; [31.25 18.75],0
u2,1,0.682332,0.167512,[33 21] ; [28 21],[31.98058252 22.01941748] ; [29.01941748 19.98058252],0
b1,1,0.705719,0.142591,[114 182] ; [ 86 147],[111.90926276 184.09073724] ; [ 88.09073724 144.90926276],0
a6,1,0.774688,0.081938,[216  79] ; [168  65],[214.54545455  80.45454545] ; [169.45454545  63.54545455],0
b4,1,0.944876,0.004781,[180 116] ; [141  92],[179.61436673 116.38563327] ; [141.38563327  91.61436673],0
d2,1,0.957273,0.00287,[213  82] ; [168  64],[213.27324478  81.72675522] ; [167.72675522  64.27324478],0
a1,1,0.965798,0.001839,[ 15 281] ; [ 12 221],[ 15.10775047 280.89224953] ; [ 11.89224953 221.10775047],0
n3,1,0.985778,0.000318,[37 18] ; [49 24],[36.953125 18.046875] ; [49.046875 23.953125],0
