Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,8e-06,19.890566,[25  8] ; [33 71],[13.97080292 19.02919708] ; [44.02919708 59.97080292],1
s3,1,0.425394,0.635364,[ 9 25] ; [21 84],[ 7.3381295 26.6618705] ; [22.6618705 82.3381295],0
d1,1,0.445144,0.582987,[15 19] ; [39 67],[13.11428571 20.88571429] ; [40.88571429 65.11428571],0
p6,1,0.46726,0.528449,[ 4 29] ; [18 85],[ 5.33823529 27.66176471] ; [16.66176471 86.33823529],0
a6,1,0.48037,0.498022,[20 14] ; [55 51],[18.21428571 15.78571429] ; [56.78571429 49.21428571],0
a2,1,0.490018,0.476487,[ 5 29] ; [11 95],[ 3.88571429 30.11428571] ; [12.11428571 93.88571429],0
p2,1,0.505868,0.442605,[22 12] ; [75 31],[23.55714286 10.44285714] ; [73.44285714 32.55714286],0
p4,1,0.532346,0.389911,[14 20] ; [37 68],[12.47482014 21.52517986] ; [38.52517986 66.47482014],0
s1,1,0.597311,0.279071,[ 2 32] ; [  4 102],[ 1.45714286 32.54285714] ; [  4.54285714 101.45714286],0
a4,1,0.605777,0.266371,[ 9 25] ; [33 73],[10.2 23.8] ; [31.8 74.2],0
p11,1,0.638287,0.220989,[23 11] ; [67 39],[21.85714286 12.14285714] ; [68.14285714 37.85714286],0
r3,1,0.664792,0.187754,[29  5] ; [87 19],[28.17142857  5.82857143] ; [87.82857143 18.17142857],0
p8,1,0.70536,0.142955,[13 21] ; [44 61],[13.94244604 20.05755396] ; [43.05755396 61.94244604],0
s5,1,0.738019,0.111875,[ 6 28] ; [16 89],[ 5.38129496 28.61870504] ; [16.61870504 88.38129496],0
n6,1,0.80136,0.063297,[21 13] ; [68 38],[21.61428571 12.38571429] ; [67.38571429 38.61428571],0
a5,1,0.839286,0.041131,[18 16] ; [54 52],[17.48571429 16.51428571] ; [54.51428571 51.48571429],0
d2,1,0.862726,0.029896,[11 23] ; [36 70],[11.41428571 22.58571429] ; [35.58571429 70.41428571],0
n2,1,0.875384,0.024594,[8 6] ; [25 17],[8.25 5.75] ; [24.75 17.25],0
u1,1,0.881363,0.022273,[ 2 32] ; [ 7 99],[ 2.18571429 31.81428571] ; [ 6.81428571 99.18571429],0
p7,1,0.922444,0.009478,[17 17] ; [51 53],[16.75362319 17.24637681] ; [51.24637681 52.75362319],0
n5,1,0.924589,0.00896,[12 22] ; [38 67],[12.23021583 21.76978417] ; [37.76978417 67.23021583],0
a8,1,0.978407,0.000733,[ 1 31] ; [ 3 96],[ 0.97709924 31.02290076] ; [ 3.02290076 95.97709924],0
u3,1,1.0,0.0,[6 6] ; [24 24],[6. 6.] ; [24. 24.],0
