Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,46.820186,[ 21 131] ; [75 73],[ 48.64 103.36] ; [ 47.36 100.64],1
n4,1,0.224342,1.47638,[104  49] ; [110  38],[108.77740864  44.22259136] ; [105.22259136  42.77740864],0
s7,1,0.225297,1.470309,[56 89] ; [64 76],[61.05263158 83.94736842] ; [58.94736842 81.05263158],0
d5,1,0.236248,1.402845,[80 73] ; [88 61],[85.11258278 67.88741722] ; [82.88741722 66.11258278],0
n2,1,0.257538,1.281941,[28  9] ; [31  5],[29.90410959  7.09589041] ; [29.09589041  6.90410959],0
n5,1,0.273834,1.197438,[103  48] ; [108  38],[107.27609428  43.72390572] ; [103.72390572  42.27609428],0
d2,1,0.279039,1.171766,[ 25 127] ; [ 18 131],[ 21.71428571 130.28571429] ; [ 21.28571429 127.71428571],0
p4,1,0.320371,0.98743,[73 79] ; [78 67],[77.27946128 74.72053872] ; [73.72053872 71.27946128],0
d4,1,0.349156,0.876522,[87 66] ; [92 56],[90.98671096 62.01328904] ; [88.01328904 59.98671096],0
v4,1,0.368556,0.808527,[140  11] ; [139   7],[141.84848485   9.15151515] ; [137.15151515   8.84848485],0
n3,1,0.418192,0.65539,[28  9] ; [30  6],[29.39726027  7.60273973] ; [28.60273973  7.39726027],0
p12,1,0.421997,0.644746,[  8 143] ; [ 11 134],[  9.69256757 141.30743243] ; [  9.30743243 135.69256757],0
s5,1,0.457497,0.552011,[ 40 108] ; [44 98],[ 42.86896552 105.13103448] ; [ 41.13103448 100.86896552],0
n6,1,0.476377,0.507147,[123  30] ; [122  24],[125.36789298  27.63210702] ; [119.63210702  26.36789298],0
a4,1,0.513811,0.426299,[ 42 110] ; [ 36 112],[ 39.52 112.48] ; [ 38.48 109.52],0
b2,1,0.557946,0.343274,[27 61] ; [32 60],[28.84444444 59.15555556] ; [30.15555556 61.84444444],0
b3,1,0.557946,0.343274,[27 61] ; [32 60],[28.84444444 59.15555556] ; [30.15555556 61.84444444],0
b4,1,0.619024,0.247242,[85 68] ; [87 62],[87.13907285 65.86092715] ; [84.86092715 64.13907285],0
s6,1,0.656158,0.198225,[90 59] ; [90 53],[91.84931507 57.15068493] ; [88.15068493 54.84931507],0
a2,1,0.688024,0.161233,[ 11 142] ; [  9 140],[ 10.13245033 142.86754967] ; [  9.86754967 139.13245033],0
p1,1,0.721305,0.127246,[ 14 136] ; [ 12 135],[ 13.13131313 136.86868687] ; [ 12.86868687 134.13131313],0
p2,1,0.761474,0.09214,[125  27] ; [122  24],[125.98657718  26.01342282] ; [121.01342282  24.98657718],0
s2,1,0.772247,0.083774,[61 91] ; [61 85],[62.22818792 89.77181208] ; [59.77181208 86.22818792],0
a6,1,0.813234,0.055817,[91 62] ; [90 58],[92.00332226 60.99667774] ; [88.99667774 59.00332226],0
u3,1,0.838534,0.041522,[40 33] ; [27 24],[39.44354839 33.55645161] ; [27.55645161 23.44354839],0
b1,1,0.865572,0.028658,[ 53 100] ; [53 96],[53.70198675 99.29801325] ; [52.29801325 96.70198675],0
s3,1,0.868874,0.027254,[78 73] ; [73 71],[77.29152542 73.70847458] ; [73.70847458 70.29152542],0
u2,1,0.88706,0.020171,[39 35] ; [27 23],[39.38709677 34.61290323] ; [26.61290323 23.38709677],0
