Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,48.378361,[ 97 149] ; [175  73],[135.44939271 110.55060729] ; [136.55060729 111.44939271],1
p12,1,0.207995,1.585328,[ 10 248] ; [ 16 237],[ 13.12720157 244.87279843] ; [ 12.87279843 240.12720157],0
p1,1,0.258663,1.275899,[ 13 245] ; [ 19 236],[ 16.09356725 241.90643275] ; [ 15.90643275 239.09356725],0
r3,1,0.262289,1.256634,[254   5] ; [253   2],[255.47276265   3.52723735] ; [251.52723735   3.47276265],0
p5,1,0.298015,1.083057,[ 11 248] ; [ 16 238],[ 13.63157895 245.36842105] ; [ 13.36842105 240.63157895],0
a4,1,0.302935,1.061228,[101 158] ; [110 143],[106.73632812 152.26367188] ; [104.26367188 148.73632812],0
u1,1,0.303051,1.060721,[ 36 223] ; [ 44 212],[ 40.23300971 218.76699029] ; [ 39.76699029 216.23300971],0
s3,1,0.326145,0.964143,[129 128] ; [116 137],[123.46078431 133.53921569] ; [121.53921569 131.46078431],0
s4,1,0.333053,0.936991,[ 32 224] ; [ 25 230],[ 28.55577299 227.44422701] ; [ 28.44422701 226.55577299],0
u3,1,0.390768,0.736552,[45 39] ; [47 31],[47.7037037 36.2962963] ; [44.2962963 33.7037037],0
a3,1,0.42377,0.639837,[173  86] ; [178  76],[177.21052632  81.78947368] ; [173.78947368  80.21052632],0
a7,1,0.453105,0.562872,[192  66] ; [197  58],[195.6374269  62.3625731] ; [193.3625731  61.6374269],0
a2,1,0.475219,0.509814,[ 52 207] ; [ 58 198],[ 55.32038835 203.67961165] ; [ 54.67961165 201.32038835],0
d2,1,0.483579,0.490782,[113 145] ; [120 136],[116.95330739 141.04669261] ; [116.04669261 139.95330739],0
d1,1,0.496632,0.462126,[140 119] ; [146 110],[143.83300971 115.16699029] ; [142.16699029 113.83300971],0
a8,1,0.508882,0.436365,[ 32 212] ; [ 34 189],[ 34.48394004 209.51605996] ; [ 31.51605996 191.48394004],0
b4,1,0.548345,0.36029,[146 113] ; [151 105],[149.36504854 109.63495146] ; [147.63495146 108.36504854],0
d5,1,0.599757,0.275363,[202  55] ; [206  50],[204.39766082  52.60233918] ; [203.60233918  52.39766082],0
s1,1,0.60329,0.270062,[  8 248] ; [  6 247],[  7.04125737 248.95874263] ; [  6.95874263 246.04125737],0
n1,1,0.605164,0.267277,[23 49] ; [14 24],[24.21818182 47.78181818] ; [12.78181818 25.21818182],0
d3,1,0.797321,0.065954,[176  81] ; [178  78],[177.34502924  79.65497076] ; [176.65497076  79.34502924],0
u2,1,0.812788,0.056089,[47 38] ; [44 33],[47.74691358 37.25308642] ; [43.25308642 33.74691358],0
a6,1,0.889666,0.019245,[183  75] ; [183  73],[183.71206226  74.28793774] ; [182.28793774  73.71206226],0
n2,1,0.896478,0.016929,[51 22] ; [27 11],[51.2972973 21.7027027] ; [26.7027027 11.2972973],0
d4,1,0.930646,0.007575,[204  53] ; [204  52],[204.39766082  52.60233918] ; [203.60233918  52.39766082],0
n3,1,0.960062,0.002508,[52 19] ; [28 10],[52.11009174 18.88990826] ; [27.88990826 10.11009174],0
s2,1,0.967199,0.001691,[100 158] ; [ 98 156],[ 99.7734375 158.2265625] ; [ 98.2265625 155.7734375],0
a1,1,0.981114,0.00056,[  8 251] ; [  8 248],[  8.04660194 250.95339806] ; [  7.95339806 248.04660194],0
