Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.947514,[247  18] ; [34 15],[237.14968153  27.85031847] ; [43.85031847  5.14968153],1
n6,1,0.255713,1.291817,[242  24] ; [42  7],[239.82222222  26.17777778] ; [44.17777778  4.82222222],0
b4,1,0.273492,1.199147,[161 106] ; [26 24],[157.50473186 109.49526814] ; [29.49526814 20.50473186],0
u4,1,0.286846,1.134365,[  8 259] ; [ 3 47],[  9.26498423 257.73501577] ; [ 1.73501577 48.26498423],0
b5,1,0.304404,1.054799,[161 106] ; [34 16],[164.24290221 102.75709779] ; [30.75709779 19.24290221],0
n2,1,0.305647,1.049393,[32  7] ; [6 3],[30.875  8.125] ; [7.125 1.875],0
d5,1,0.323482,0.974817,[232  34] ; [41  9],[229.80379747  36.19620253] ; [43.19620253  6.80379747],0
n1,1,0.331265,0.943946,[20 19] ; [3 6],[18.6875 20.3125] ; [4.3125 4.6875],0
v3,1,0.346252,0.887145,[140 118] ; [23 26],[136.98371336 121.01628664] ; [26.01628664 22.98371336],0
s4,1,0.356321,0.850817,[ 40 224] ; [10 39],[ 42.17252396 221.82747604] ; [ 7.82747604 41.17252396],0
d3,1,0.410006,0.678783,[199  68] ; [40 10],[201.30283912  65.69716088] ; [37.69716088 12.30283912],0
s3,1,0.415365,0.663393,[145 115] ; [31 19],[147.61290323 112.38709677] ; [28.38709677 21.61290323],0
p3,1,0.427787,0.628825,[186  81] ; [32 18],[183.61514196  83.38485804] ; [34.38485804 15.61514196],0
s1,1,0.448009,0.575685,[  6 257] ; [ 2 46],[  6.76527331 256.23472669] ; [ 1.23472669 46.76527331],0
s5,1,0.562877,0.334748,[106 152] ; [21 25],[107.78289474 150.21710526] ; [19.21710526 26.78289474],0
a2,1,0.574866,0.314608,[ 75 192] ; [16 34],[ 76.6466877 190.3533123] ; [14.3533123 35.6466877],0
a1,1,0.576349,0.312175,[ 16 251] ; [ 2 48],[ 15.16088328 251.83911672] ; [ 2.83911672 47.16088328],0
a8,1,0.586155,0.296389,[ 36 202] ; [ 5 37],[ 34.85 203.15] ; [ 6.15 35.85],0
p1,1,0.659978,0.193551,[ 27 239] ; [ 6 43],[ 27.86666667 238.13333333] ; [ 5.13333333 43.86666667],0
r4,1,0.67005,0.181543,[250  17] ; [46  4],[249.31230284  17.68769716] ; [46.68769716  3.31230284],0
n3,1,0.672156,0.17909,[28 10] ; [6 3],[27.4893617 10.5106383] ; [6.5106383 2.4893617],0
p12,1,0.735543,0.114083,[ 31 235] ; [ 5 45],[ 30.30379747 235.69620253] ; [ 5.69620253 44.30379747],0
a4,1,0.739248,0.110789,[134 131] ; [24 26],[132.92063492 132.07936508] ; [25.07936508 24.92063492],0
u1,1,0.763552,0.090493,[ 64 203] ; [11 39],[ 63.170347 203.829653] ; [11.829653 38.170347],0
u3,1,0.78283,0.075973,[41 19] ; [13  7],[40.5 19.5] ; [13.5  6.5],0
p5,1,0.789993,0.070926,[ 52 213] ; [ 9 41],[ 51.31746032 213.68253968] ; [ 9.68253968 40.31746032],0
r2,1,0.841721,0.039877,[250  14] ; [47  3],[249.70700637  14.29299363] ; [47.29299363  2.70700637],0
d2,1,0.946899,0.004436,[145 121] ; [27 23],[144.78481013 121.21518987] ; [27.21518987 22.78481013],0
a7,1,0.992715,8.3e-05,[202  64] ; [38 12],[202.02531646  63.97468354] ; [37.97468354 12.02531646],0
s8,1,0.999206,1e-06,[146 119] ; [27 22],[146.00318471 118.99681529] ; [26.99681529 22.00318471],0
