Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000406,12.506541,[61  8] ; [21 15],[53.88571429 15.11428571] ; [28.11428571  7.88571429],1
b1,1,0.644996,0.212268,[37 32] ; [21 15],[38.11428571 30.88571429] ; [19.88571429 16.11428571],0
u3,1,0.647061,0.209626,[16 18] ; [6 9],[15.26530612 18.73469388] ; [6.73469388 8.26530612],0
b4,1,0.655949,0.198481,[41 28] ; [23 13],[42.05714286 26.94285714] ; [21.94285714 14.05714286],0
a8,1,0.667493,0.184549,[ 5 57] ; [ 2 33],[ 4.4742268 57.5257732] ; [ 2.5257732 32.4742268],0
d3,1,0.714203,0.134115,[39 30] ; [19 17],[38.11428571 30.88571429] ; [19.88571429 16.11428571],0
b5,1,0.714203,0.134115,[39 30] ; [19 17],[38.11428571 30.88571429] ; [19.88571429 16.11428571],0
p1,1,0.768252,0.086826,[ 5 64] ; [ 2 33],[ 4.64423077 64.35576923] ; [ 2.35576923 32.64423077],0
r1,1,0.775922,0.081019,[46 23] ; [23 13],[45.34285714 23.65714286] ; [23.65714286 12.34285714],0
p6,1,0.77862,0.079028,[11 56] ; [ 5 30],[10.50980392 56.49019608] ; [ 5.49019608 29.50980392],0
p2,1,0.841633,0.039922,[34 35] ; [17 19],[33.51428571 35.48571429] ; [17.48571429 18.51428571],0
a1,1,0.842048,0.03971,[ 5 64] ; [ 3 33],[ 5.25714286 63.74285714] ; [ 2.74285714 33.25714286],0
d2,1,0.844063,0.038691,[33 34] ; [17 19],[32.52427184 34.47572816] ; [17.47572816 18.52427184],0
a5,1,0.850352,0.035596,[37 32] ; [20 16],[37.45714286 31.54285714] ; [19.54285714 16.45714286],0
u2,1,0.967535,0.001656,[13 19] ; [6 9],[12.93617021 19.06382979] ; [6.06382979 8.93617021],0
v1,1,0.979037,0.00069,[19 50] ; [10 26],[19.05714286 49.94285714] ; [ 9.94285714 26.05714286],0
