Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,23.587324,[25 13] ; [ 6 38],[14.36585366 23.63414634] ; [16.63414634 27.36585366],1
u2,1,0.528871,0.396561,[ 4 11] ; [ 7 12],[ 4.85294118 10.14705882] ; [ 6.14705882 12.85294118],0
a2,1,0.531131,0.392226,[ 6 32] ; [ 5 40],[ 5.03614458 32.96385542] ; [ 5.96385542 39.03614458],0
u1,1,0.531131,0.392226,[ 6 32] ; [ 5 40],[ 5.03614458 32.96385542] ; [ 5.96385542 39.03614458],0
n5,1,0.537051,0.381034,[27 10] ; [30 15],[25.7195122 11.2804878] ; [31.2804878 13.7195122],0
s3,1,0.566206,0.329072,[11 23] ; [17 27],[12.20512821 21.79487179] ; [15.79487179 28.20512821],0
r3,1,0.579723,0.306683,[23 13] ; [30 13],[24.15189873 11.84810127] ; [28.84810127 14.15189873],0
v2,1,0.659458,0.194183,[16 20] ; [17 26],[15.03797468 20.96202532] ; [17.96202532 25.03797468],0
s6,1,0.687137,0.162203,[16 20] ; [18 27],[15.11111111 20.88888889] ; [18.88888889 26.11111111],0
u3,1,0.725944,0.122868,[5 9] ; [ 6 14],[4.52941176 9.47058824] ; [ 6.47058824 13.52941176],0
a3,1,0.73395,0.115516,[23 15] ; [25 19],[22.24390244 15.75609756] ; [25.75609756 18.24390244],0
a6,1,0.734018,0.115454,[20 18] ; [22 23],[19.22891566 18.77108434] ; [22.77108434 22.22891566],0
d4,1,0.745459,0.105387,[28 10] ; [31 13],[27.34146341 10.65853659] ; [31.65853659 12.34146341],0
v4,1,0.810954,0.057215,[26 10] ; [30 13],[25.51898734 10.48101266] ; [30.48101266 12.51898734],0
a7,1,0.837327,0.042154,[19 19] ; [21 23],[18.53658537 19.46341463] ; [21.46341463 22.53658537],0
s5,1,0.838171,0.041711,[ 6 28] ; [ 7 37],[ 5.66666667 28.33333333] ; [ 7.33333333 36.66666667],0
b3,1,0.846032,0.037707,[ 8 18] ; [ 8 16],[ 8.32 17.68] ; [ 7.68 16.32],0
b2,1,0.846032,0.037707,[ 8 18] ; [ 8 16],[ 8.32 17.68] ; [ 7.68 16.32],0
r1,1,0.851853,0.034877,[10 27] ; [13 32],[10.37804878 26.62195122] ; [12.62195122 32.37804878],0
n4,1,0.898111,0.016396,[25 13] ; [29 16],[24.72289157 13.27710843] ; [29.27710843 15.72289157],0
p1,1,0.903724,0.014631,[ 4 34] ; [ 5 39],[ 4.17073171 33.82926829] ; [ 4.82926829 39.17073171],0
n3,1,0.968457,0.001564,[8 5] ; [14  9],[7.94444444 5.05555556] ; [14.05555556  8.94444444],0
d2,1,0.995514,3.2e-05,[15 23] ; [17 26],[15.01234568 22.98765432] ; [16.98765432 26.01234568],0
