Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,43.607203,[ 6 26] ; [118  32],[21.8021978 10.1978022] ; [102.1978022  47.8021978],1
b3,1,0.182226,1.779373,[ 6 16] ; [41 55],[ 8.76271186 13.23728814] ; [38.23728814 57.76271186],0
b2,1,0.182226,1.779373,[ 6 16] ; [41 55],[ 8.76271186 13.23728814] ; [38.23728814 57.76271186],0
n1,1,0.183097,1.772308,[ 4 12] ; [21 27],[6.25 9.75] ; [18.75 29.25],0
a6,1,0.18427,1.762843,[10 22] ; [66 84],[13.36263736 18.63736264] ; [62.63736264 87.36263736],0
n4,1,0.188502,1.729286,[20 12] ; [111  39],[23.03296703  8.96703297] ; [107.96703297  42.03296703],0
p2,1,0.21769,1.519534,[19 13] ; [103  43],[21.93258427 10.06741573] ; [100.06741573  45.93258427],0
n6,1,0.246906,1.340725,[20 11] ; [112  38],[22.60773481  8.39226519] ; [109.39226519  40.60773481],0
s6,1,0.265378,1.240483,[12 20] ; [72 77],[14.85082873 17.14917127] ; [69.14917127 79.85082873],0
n5,1,0.305472,1.050154,[21 11] ; [111  38],[23.33701657  8.66298343] ; [108.66298343  40.33701657],0
p3,1,0.332844,0.9378,[ 9 23] ; [55 93],[11.37777778 20.62222222] ; [52.62222222 95.37777778],0
p8,1,0.410011,0.678769,[10 22] ; [57 89],[12.04494382 19.95505618] ; [54.95505618 91.04494382],0
n2,1,0.420249,0.649619,[9 7] ; [33 16],[10.33846154  5.66153846] ; [31.66153846 17.33846154],0
s4,1,0.425439,0.635242,[ 5 27] ; [ 16 134],[ 3.69230769 28.30769231] ; [ 17.30769231 132.69230769],0
b5,1,0.566117,0.329222,[18 14] ; [76 74],[16.52747253 15.47252747] ; [77.47252747 72.52747253],0
p7,1,0.595504,0.28183,[15 17] ; [76 70],[16.35955056 15.64044944] ; [74.64044944 71.35955056],0
p5,1,0.61138,0.25817,[ 3 29] ; [ 10 137],[ 2.32402235 29.67597765] ; [ 10.67597765 136.32402235],0
b4,1,0.646992,0.209714,[17 15] ; [73 77],[15.82417582 16.17582418] ; [74.17582418 75.82417582],0
s2,1,0.780094,0.077951,[12 20] ; [52 97],[11.31491713 20.68508287] ; [52.68508287 96.31491713],0
a1,1,0.836332,0.042678,[ 2 30] ; [  8 142],[ 1.75824176 30.24175824] ; [  8.24175824 141.75824176],0
a8,1,0.85013,0.035703,[ 3 26] ; [ 13 128],[ 2.72941176 26.27058824] ; [ 13.27058824 127.72941176],0
p4,1,0.870397,0.026619,[14 18] ; [62 85],[13.58659218 18.41340782] ; [62.41340782 84.58659218],0
d3,1,0.901986,0.015167,[12 20] ; [58 92],[12.30769231 19.69230769] ; [57.69230769 92.30769231],0
u2,1,0.909534,0.012911,[ 8 10] ; [23 27],[8.20588235 9.79411765] ; [22.79411765 27.20588235],0
p12,1,0.937262,0.006195,[ 1 31] ; [  5 142],[ 1.0726257 30.9273743] ; [  4.9273743 142.0726257],0
p1,1,0.964063,0.00203,[ 2 30] ; [  9 140],[ 1.94475138 30.05524862] ; [  9.05524862 139.94475138],0
