Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.003288,8.640232,[10 17] ; [14  3],[14.72727273 12.27272727] ; [9.27272727 7.72727273],0
p7,1,0.393882,0.726923,[ 9 18] ; [7 8],[10.28571429 16.71428571] ; [5.71428571 9.28571429],0
p6,1,0.401156,0.704857,[ 5 22] ; [ 5 12],[ 6.13636364 20.86363636] ; [ 3.86363636 13.13636364],0
p5,1,0.440918,0.593891,[ 4 22] ; [ 4 12],[ 4.95238095 21.04761905] ; [ 3.04761905 12.95238095],0
n3,1,0.451967,0.565714,[6 9] ; [4 3],[6.81818182 8.18181818] ; [3.18181818 3.81818182],0
n5,1,0.465533,0.532559,[23  4] ; [13  4],[22.09090909  4.90909091] ; [13.90909091  3.09090909],0
n2,1,0.492519,0.471018,[9 7] ; [5 2],[9.73913043 6.26086957] ; [4.26086957 2.73913043],0
n1,1,0.492519,0.471018,[9 7] ; [5 2],[9.73913043 6.26086957] ; [4.26086957 2.73913043],0
a3,1,0.516732,0.42041,[21  5] ; [15  2],[21.76744186  4.23255814] ; [14.23255814  2.76744186],0
n6,1,0.542672,0.37061,[16 10] ; [12  5],[16.93023256  9.06976744] ; [11.06976744  5.93023256],0
a4,1,0.576347,0.312177,[16 10] ; [9 8],[15.11627907 10.88372093] ; [9.88372093 7.11627907],0
r1,1,0.582712,0.301871,[12 15] ; [9 8],[12.88636364 14.11363636] ; [8.11363636 8.88636364],0
v4,1,0.603364,0.269952,[17 10] ; [12  5],[17.79545455  9.20454545] ; [11.20454545  5.79545455],0
u1,1,0.624458,0.239651,[ 2 25] ; [ 2 15],[ 2.45454545 24.54545455] ; [ 1.54545455 15.45454545],0
d5,1,0.658202,0.195715,[19  8] ; [13  4],[19.63636364  7.36363636] ; [12.36363636  4.63636364],0
s4,1,0.714112,0.134205,[ 6 21] ; [ 3 14],[ 5.52272727 21.47727273] ; [ 3.47727273 13.52272727],0
d1,1,0.756855,0.095861,[13 14] ; [9 8],[13.5 13.5] ; [8.5 8.5],0
a1,1,0.80251,0.06255,[ 4 23] ; [ 3 14],[ 4.29545455 22.70454545] ; [ 2.70454545 14.29545455],0
s3,1,0.833596,0.044139,[11 16] ; [ 6 10],[10.6744186 16.3255814] ; [6.3255814 9.6744186],0
b2,1,0.843869,0.038788,[ 8 14] ; [4 6],[ 8.25 13.75] ; [3.75 6.25],0
b3,1,0.843869,0.038788,[ 8 14] ; [4 6],[ 8.25 13.75] ; [3.75 6.25],0
n4,1,0.85813,0.031954,[20  7] ; [13  4],[20.25  6.75] ; [12.75  4.25],0
p4,1,0.865339,0.028758,[12 15] ; [8 9],[12.27272727 14.72727273] ; [7.72727273 9.27272727],0
s1,1,0.946967,0.004424,[ 3 24] ; [ 2 15],[ 3.06818182 23.93181818] ; [ 1.93181818 15.06818182],0
r2,1,0.971963,0.001235,[19  6] ; [13  4],[19.04761905  5.95238095] ; [12.95238095  4.04761905],0
s8,1,0.972606,0.001179,[ 6 20] ; [ 4 13],[ 6.04651163 19.95348837] ; [ 3.95348837 13.04651163],0
a7,1,0.977165,0.000819,[16 11] ; [10  7],[15.95454545 11.04545455] ; [10.04545455  6.95454545],0
