Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,7e-06,20.153434,[122  38] ; [35 40],[106.89361702  53.10638298] ; [50.10638298 24.89361702],1
p12,1,0.171995,1.865471,[  3 156] ; [ 4 75],[  4.67647059 154.32352941] ; [ 2.32352941 76.67647059],0
s2,1,0.242436,1.366375,[63 95] ; [25 53],[58.91525424 99.08474576] ; [29.08474576 48.91525424],0
r1,1,0.257246,1.283516,[107  51] ; [47 31],[103.10169492  54.89830508] ; [50.89830508 27.10169492],0
b4,1,0.272241,1.20542,[95 65] ; [41 38],[91.0460251 68.9539749] ; [44.9539749 34.0460251],0
n2,1,0.280831,1.163064,[36 14] ; [24  5],[37.97468354 12.02531646] ; [22.02531646  6.97468354],0
n4,1,0.330068,0.948631,[108  51] ; [48 30],[104.65822785  54.34177215] ; [51.34177215 26.65822785],0
n3,1,0.380217,0.77,[38 12] ; [18  9],[36.36363636 13.63636364] ; [19.63636364  7.36363636],0
d4,1,0.412253,0.672295,[92 68] ; [41 38],[89.0376569 70.9623431] ; [43.9623431 35.0376569],0
n1,1,0.443083,0.588284,[16 34] ; [11 16],[17.53246753 32.46753247] ; [ 9.46753247 17.53246753],0
u1,1,0.481308,0.495898,[  7 153] ; [ 2 77],[  6.0251046 153.9748954] ; [ 2.9748954 76.0251046],0
a2,1,0.586965,0.295109,[ 11 149] ; [ 4 75],[ 10.041841 149.958159] ; [ 4.958159 74.041841],0
s8,1,0.615039,0.252903,[ 46 114] ; [20 58],[ 44.3697479 115.6302521] ; [21.6302521 56.3697479],0
b5,1,0.630362,0.23157,[92 68] ; [48 31],[93.72384937 66.27615063] ; [46.27615063 32.72384937],0
s5,1,0.666436,0.1858,[ 36 122] ; [15 59],[ 34.73275862 123.26724138] ; [16.26724138 57.73275862],0
a4,1,0.693993,0.154797,[ 42 117] ; [19 60],[ 40.75210084 118.24789916] ; [20.24789916 58.75210084],0
s4,1,0.702226,0.146167,[ 27 132] ; [15 64],[ 28.05882353 130.94117647] ; [13.94117647 65.05882353],0
a8,1,0.744918,0.105851,[ 22 129] ; [10 67],[ 21.19298246 129.80701754] ; [10.80701754 66.19298246],0
u3,1,0.808909,0.058484,[32 29] ; [20 20],[31.40594059 29.59405941] ; [20.59405941 19.40594059],0
v3,1,0.836386,0.04265,[ 44 113] ; [22 53],[ 44.6637931 112.3362069] ; [21.3362069 53.6637931],0
p5,1,0.848621,0.036435,[  7 153] ; [ 3 75],[  6.72268908 153.27731092] ; [ 3.27731092 74.72268908],0
u2,1,0.866731,0.028161,[28 30] ; [20 20],[28.40816327 29.59183673] ; [19.59183673 20.40816327],0
n5,1,0.969317,0.00148,[103  55] ; [50 27],[102.86808511  55.13191489] ; [50.13191489 26.86808511],0
