Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,3.2e-05,17.287897,[ 5 31] ; [19 11],[13.09090909 22.90909091] ; [10.90909091 19.09090909],1
p2,1,0.286636,1.135357,[29  7] ; [27  3],[30.54545455  5.45454545] ; [25.45454545  4.54545455],0
p7,1,0.294266,1.1,[22 14] ; [22  8],[24. 12.] ; [20. 10.],0
p8,1,0.300353,1.072627,[17 19] ; [18 12],[19.09090909 16.90909091] ; [15.90909091 14.09090909],0
n3,1,0.32179,0.981658,[10  4] ; [8 1],[10.95652174  3.04347826] ; [7.04347826 1.95652174],0
s5,1,0.343708,0.896552,[12 24] ; [13 16],[13.84615385 22.15384615] ; [11.15384615 17.84615385],0
n1,1,0.375399,0.785714,[8 6] ; [3 5],[7. 7.] ; [4. 4.],0
v4,1,0.399308,0.710411,[32  3] ; [28  1],[32.8125  2.1875] ; [27.1875  1.8125],0
d2,1,0.412076,0.672804,[13 23] ; [ 8 22],[11.45454545 24.54545455] ; [ 9.54545455 20.45454545],0
u3,1,0.509903,0.434266,[6 7] ; [6 4],[6.7826087 6.2173913] ; [5.2173913 4.7826087],0
n2,1,0.524052,0.405911,[11  3] ; [8 1],[11.56521739  2.43478261] ; [7.43478261 1.56521739],0
b5,1,0.524384,0.405263,[22 14] ; [16 14],[20.72727273 15.27272727] ; [17.27272727 12.72727273],0
p1,1,0.706865,0.141429,[ 6 30] ; [ 4 26],[ 5.45454545 30.54545455] ; [ 4.54545455 25.45454545],0
p5,1,0.706865,0.141429,[ 6 30] ; [ 4 26],[ 5.45454545 30.54545455] ; [ 4.54545455 25.45454545],0
n6,1,0.753983,0.098214,[31  5] ; [25  5],[30.54545455  5.45454545] ; [25.45454545  4.54545455],0
p3,1,0.758071,0.094873,[15 20] ; [14 16],[15.61538462 19.38461538] ; [13.38461538 16.61538462],0
d1,1,0.798885,0.064918,[ 3 33] ; [ 2 28],[ 2.72727273 33.27272727] ; [ 2.27272727 27.72727273],0
a3,1,0.813571,0.055612,[23 13] ; [20 10],[23.45454545 12.54545455] ; [19.54545455 10.45454545],0
s2,1,0.813571,0.055612,[23 13] ; [20 10],[23.45454545 12.54545455] ; [19.54545455 10.45454545],0
n5,1,0.819984,0.051786,[29  7] ; [24  5],[29.35384615  6.64615385] ; [23.64615385  5.35384615],0
d5,1,0.822106,0.050551,[19 17] ; [15 15],[18.54545455 17.45454545] ; [15.45454545 14.54545455],0
n4,1,0.824198,0.04935,[26  9] ; [23  7],[26.38461538  8.61538462] ; [22.61538462  7.38461538],0
p11,1,0.842623,0.039418,[26 10] ; [21  9],[25.63636364 10.36363636] ; [21.36363636  8.63636364],0
s6,1,0.84483,0.038306,[29  7] ; [22  6],[28.6875  7.3125] ; [22.3125  5.6875],0
u1,1,0.850585,0.035484,[ 2 34] ; [ 2 28],[ 2.18181818 33.81818182] ; [ 1.81818182 28.18181818],0
u2,1,0.854757,0.033508,[6 7] ; [5 5],[6.2173913 6.7826087] ; [4.7826087 5.2173913],0
s3,1,0.869965,0.026799,[24 11] ; [20 10],[23.69230769 11.30769231] ; [20.30769231  9.69230769],0
a8,1,0.879578,0.022953,[ 5 28] ; [ 4 25],[ 4.79032258 28.20967742] ; [ 4.20967742 24.79032258],0
a2,1,0.883944,0.021308,[ 4 32] ; [ 3 27],[ 3.81818182 32.18181818] ; [ 3.18181818 26.81818182],0
b1,1,0.890932,0.018803,[15 21] ; [12 18],[14.72727273 21.27272727] ; [12.27272727 17.72727273],0
p12,1,0.895695,0.017188,[ 1 35] ; [ 1 29],[ 1.09090909 34.90909091] ; [ 0.90909091 29.09090909],0
p4,1,0.926709,0.008462,[22 14] ; [18 12],[21.81818182 14.18181818] ; [18.18181818 11.81818182],0
d3,1,0.962738,0.002183,[13 23] ; [11 19],[13.09090909 22.90909091] ; [10.90909091 19.09090909],0
