Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,8e-06,19.861616,[39 16] ; [ 1 14],[31.42857143 23.57142857] ; [8.57142857 6.42857143],1
a3,1,0.286703,1.135038,[36 19] ; [7 7],[34.27536232 20.72463768] ; [8.72463768 5.27536232],0
n1,1,0.295722,1.093388,[10 12] ; [1 4],[ 8.96296296 13.03703704] ; [2.03703704 2.96296296],0
p12,1,0.304001,1.056562,[ 3 51] ; [ 2 13],[ 3.91304348 50.08695652] ; [ 1.08695652 13.91304348],0
v2,1,0.314006,1.013752,[29 24] ; [6 9],[27.27941176 25.72058824] ; [7.72058824 7.27941176],0
p5,1,0.314808,1.010394,[ 3 50] ; [ 2 13],[ 3.89705882 49.10294118] ; [ 1.10294118 13.89705882],0
r3,1,0.317742,0.998217,[54  1] ; [14  1],[53.42857143  1.57142857] ; [14.57142857  0.42857143],0
d2,1,0.335347,0.92814,[26 29] ; [ 5 10],[24.35714286 30.64285714] ; [6.64285714 8.35714286],0
v1,1,0.339925,0.910714,[27 27] ; [5 9],[25.41176471 28.58823529] ; [6.58823529 7.41176471],0
u1,1,0.341431,0.905051,[ 9 46] ; [ 1 14],[ 7.85714286 47.14285714] ; [ 2.14285714 12.85714286],0
p4,1,0.347658,0.881989,[29 25] ; [6 9],[27.39130435 26.60869565] ; [7.60869565 7.39130435],0
u3,1,0.365416,0.819195,[13  6] ; [4 4],[11.96296296  7.03703704] ; [5.03703704 2.96296296],0
p7,1,0.384902,0.754987,[27 23] ; [10  5],[28.46153846 21.53846154] ; [8.53846154 6.46153846],0
b5,1,0.453658,0.561497,[28 27] ; [6 9],[26.71428571 28.28571429] ; [7.28571429 7.71428571],0
a1,1,0.457339,0.552399,[ 4 51] ; [ 2 13],[ 4.71428571 50.28571429] ; [ 1.28571429 13.71428571],0
n6,1,0.460144,0.545544,[38 16] ; [12  3],[39.13043478 14.86956522] ; [10.86956522  4.13043478],0
u2,1,0.472423,0.516303,[10  9] ; [3 5],[9.14814815 9.85185185] ; [3.85185185 4.14814815],0
b2,1,0.473805,0.513088,[13 17] ; [2 5],[12.16216216 17.83783784] ; [2.83783784 4.16216216],0
b3,1,0.473805,0.513088,[13 17] ; [2 5],[12.16216216 17.83783784] ; [2.83783784 4.16216216],0
b4,1,0.483092,0.491875,[35 20] ; [11  4],[36.14285714 18.85714286] ; [9.85714286 5.14285714],0
s3,1,0.535825,0.383333,[37 17] ; [9 6],[36. 18.] ; [10.  5.],0
n2,1,0.573714,0.316507,[16  6] ; [3 2],[15.48148148  6.51851852] ; [3.51851852 1.48148148],0
p3,1,0.575601,0.313401,[26 28] ; [6 9],[25.04347826 28.95652174] ; [6.95652174 8.04347826],0
p8,1,0.581309,0.304123,[24 29] ; [8 7],[24.94117647 28.05882353] ; [7.05882353 7.94117647],0
s6,1,0.60688,0.264743,[47  8] ; [12  3],[46.35714286  8.64285714] ; [12.64285714  2.35714286],0
r1,1,0.624039,0.240232,[36 18] ; [11  4],[36.7826087 17.2173913] ; [10.2173913  4.7826087],0
a2,1,0.658743,0.195054,[10 45] ; [ 2 13],[ 9.42857143 45.57142857] ; [ 2.57142857 12.42857143],0
r4,1,0.658743,0.195054,[45 10] ; [13  2],[45.57142857  9.42857143] ; [12.42857143  2.57142857],0
v3,1,0.737945,0.111941,[15 37] ; [ 5 10],[15.52238806 36.47761194] ; [ 4.47761194 10.52238806],0
a7,1,0.750621,0.10101,[39 16] ; [10  5],[38.5 16.5] ; [10.5  4.5],0
a6,1,0.899167,0.016056,[32 23] ; [9 6],[32.21428571 22.78571429] ; [8.78571429 6.21428571],0
v4,1,0.908169,0.013305,[49  4] ; [14  1],[49.10294118  3.89705882] ; [13.89705882  1.10294118],0
p10,1,0.949113,0.004073,[42 11] ; [12  3],[42.08823529 10.91176471] ; [11.91176471  3.08823529],0
p1,1,0.989874,0.000161,[ 7 46] ; [ 2 13],[ 7.01470588 45.98529412] ; [ 1.98529412 13.01470588],0
