Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000282,13.188492,[70 10] ; [20 15],[62.60869565 17.39130435] ; [27.39130435  7.60869565],1
p1,1,0.300026,1.074077,[ 6 74] ; [ 5 32],[ 7.52136752 72.47863248] ; [ 3.47863248 33.52136752],0
s7,1,0.317811,0.997936,[47 33] ; [16 17],[44.60176991 35.39823009] ; [18.39823009 14.60176991],0
n1,1,0.324534,0.970588,[ 7 10] ; [ 4 12],[ 5.66666667 11.33333333] ; [ 5.33333333 10.66666667],0
s8,1,0.328057,0.956554,[38 42] ; [14 23],[35.55555556 44.44444444] ; [16.44444444 20.55555556],0
s6,1,0.343129,0.898705,[64 14] ; [26  9],[62.12389381 15.87610619] ; [27.87610619  7.12389381],0
a6,1,0.386194,0.750893,[50 30] ; [20 17],[47.86324786 32.13675214] ; [22.13675214 14.86324786],0
a8,1,0.39202,0.732667,[ 2 75] ; [ 2 32],[ 2.77477477 74.22522523] ; [ 1.22522523 32.77477477],0
v4,1,0.400373,0.707205,[74  5] ; [33  4],[72.87068966  6.12931034] ; [34.12931034  2.87068966],0
a4,1,0.46183,0.541456,[31 49] ; [17 20],[32.82051282 47.17948718] ; [15.17948718 21.82051282],0
d3,1,0.493873,0.468077,[55 25] ; [27  9],[56.55172414 23.44827586] ; [25.44827586 10.55172414],0
d2,1,0.533688,0.387365,[34 46] ; [18 19],[35.55555556 44.44444444] ; [16.44444444 20.55555556],0
s3,1,0.578587,0.308524,[56 24] ; [24 13],[54.7008547 25.2991453] ; [25.2991453 11.7008547],0
p12,1,0.585607,0.297257,[ 4 76] ; [ 1 35],[ 3.44827586 76.55172414] ; [ 1.55172414 34.44827586],0
a2,1,0.586665,0.295582,[14 66] ; [ 5 32],[12.99145299 67.00854701] ; [ 6.00854701 30.99145299],0
n3,1,0.618698,0.247702,[13  4] ; [11  5],[12.36363636  4.63636364] ; [11.63636364  4.36363636],0
r2,1,0.665497,0.186915,[71  9] ; [32  3],[71.65217391  8.34782609] ; [31.34782609  3.65217391],0
d1,1,0.698342,0.150203,[42 38] ; [18 19],[41.02564103 38.97435897] ; [18.97435897 18.02564103],0
d4,1,0.702647,0.145733,[61 19] ; [27 10],[60.17094017 19.82905983] ; [27.82905983  9.17094017],0
u1,1,0.702843,0.145531,[13 67] ; [ 5 32],[12.30769231 67.69230769] ; [ 5.69230769 31.30769231],0
v1,1,0.74418,0.106487,[35 45] ; [15 22],[34.18803419 45.81196581] ; [15.81196581 21.18803419],0
b3,1,0.781376,0.077021,[10 41] ; [ 3 10],[10.359375 40.640625] ; [ 2.640625 10.359375],0
b2,1,0.781376,0.077021,[10 41] ; [ 3 10],[10.359375 40.640625] ; [ 2.640625 10.359375],0
s5,1,0.789992,0.070927,[36 39] ; [14 17],[35.37735849 39.62264151] ; [14.62264151 16.37735849],0
r1,1,0.790944,0.07027,[56 24] ; [25 12],[55.38461538 24.61538462] ; [25.61538462 11.38461538],0
b5,1,0.805129,0.060868,[50 30] ; [24 13],[50.5982906 29.4017094] ; [23.4017094 13.5982906],0
s2,1,0.835325,0.043213,[54 25] ; [26 11],[54.48275862 24.51724138] ; [25.51724138 11.48275862],0
r4,1,0.83992,0.040802,[64 16] ; [29  8],[63.58974359 16.41025641] ; [29.41025641  7.58974359],0
v2,1,0.856839,0.032544,[27 50] ; [12 24],[26.57522124 50.42477876] ; [12.42477876 23.57522124],0
p5,1,0.857844,0.032084,[ 5 75] ; [ 2 35],[ 4.78632479 75.21367521] ; [ 2.21367521 34.78632479],0
u2,1,0.882937,0.021682,[15 19] ; [5 7],[14.7826087 19.2173913] ; [5.2173913 6.7826087],0
a5,1,0.883229,0.021573,[53 27] ; [24 13],[52.64957265 27.35042735] ; [24.35042735 12.64957265],0
s1,1,0.884465,0.021115,[ 5 75] ; [ 2 34],[ 4.82758621 75.17241379] ; [ 2.17241379 33.82758621],0
u3,1,0.902418,0.015033,[22 12] ; [8 4],[22.17391304 11.82608696] ; [7.82608696 4.17391304],0
