Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,102.902281,[413 118] ; [ 81 128],[354.47837838 176.52162162] ; [139.52162162  69.47837838],1
p9,1,0.062715,3.464095,[445  80] ; [162  43],[436.54109589  88.45890411] ; [170.45890411  34.54109589],0
p3,1,0.065768,3.385602,[269 261] ; [ 89 117],[257.79891304 272.20108696] ; [100.20108696 105.79891304],0
u2,1,0.066138,3.376362,[96 57] ; [31 32],[89.95833333 63.04166667] ; [37.04166667 25.95833333],0
s6,1,0.068221,3.325315,[340 190] ; [116  88],[329.26430518 200.73569482] ; [126.73569482  77.26430518],0
p1,1,0.106393,2.607003,[ 50 480] ; [ 12 196],[ 44.52574526 485.47425474] ; [ 17.47425474 190.52574526],0
p12,1,0.114259,2.494309,[ 47 483] ; [ 11 194],[ 41.82312925 488.17687075] ; [ 16.17687075 188.82312925],0
p7,1,0.30621,1.046952,[330 188] ; [121  82],[324.01941748 193.98058252] ; [126.98058252  76.01941748],0
s2,1,0.313858,1.014371,[249 282] ; [ 89 119],[242.86603518 288.13396482] ; [ 95.13396482 112.86603518],0
p11,1,0.350724,0.870837,[423 111] ; [159  50],[418.28802153 115.71197847] ; [163.71197847  45.28802153],0
n5,1,0.382858,0.761504,[388 143] ; [157  49],[392.66621438 138.33378562] ; [152.33378562  53.66621438],0
a1,1,0.392041,0.732604,[ 25 509] ; [ 13 196],[ 27.31090175 506.68909825] ; [ 10.68909825 198.31090175],0
s8,1,0.401519,0.703771,[219 311] ; [ 93 115],[224.06504065 305.93495935] ; [ 87.93495935 120.06504065],0
a4,1,0.4033,0.698464,[238 294] ; [ 86 122],[232.92972973 299.07027027] ; [ 91.07027027 116.92972973],0
n6,1,0.419469,0.651802,[445  87] ; [168  39],[441.29364005  90.70635995] ; [171.70635995  35.29364005],0
s5,1,0.436817,0.604631,[148 373] ; [ 63 138],[152.25900277 368.74099723] ; [ 58.74099723 142.25900277],0
b4,1,0.468262,0.526074,[312 222] ; [116  93],[307.60699865 226.39300135] ; [120.39300135  88.60699865],0
n3,1,0.470349,0.521156,[84 32] ; [41 20],[81.92090395 34.07909605] ; [43.07909605 17.92090395],0
p6,1,0.494936,0.465778,[183 342] ; [ 65 137],[179.09215956 345.90784044] ; [ 68.90784044 133.09215956],0
d2,1,0.534406,0.386006,[256 275] ; [ 95 113],[252.20703654 278.79296346] ; [ 98.79296346 109.20703654],0
a8,1,0.569146,0.324114,[ 73 405] ; [ 27 172],[ 70.605613 407.394387] ; [ 29.394387 169.605613],0
s3,1,0.61883,0.247516,[275 251] ; [104 103],[271.96998636 254.03001364] ; [107.03001364  99.96998636],0
v3,1,0.686636,0.162751,[211 298] ; [ 80 121],[208.61830986 300.38169014] ; [ 82.38169014 118.61830986],0
a3,1,0.691774,0.157171,[378 153] ; [145  63],[375.79566982 155.20433018] ; [147.20433018  60.79566982],0
n4,1,0.697953,0.15061,[412 121] ; [158  50],[410. 123.] ; [160.  48.],0
s7,1,0.725702,0.123095,[236 269] ; [ 91 110],[233.90226629 271.09773371] ; [ 93.09773371 107.90226629],0
v1,1,0.764077,0.090079,[284 233] ; [109  94],[282.19583333 234.80416667] ; [110.80416667  92.19583333],0
n1,1,0.844819,0.038311,[44 70] ; [23 39],[43.39772727 70.60227273] ; [23.60227273 38.39772727],0
u4,1,0.905291,0.014156,[ 12 522] ; [  5 204],[ 12.21803499 521.78196501] ; [  4.78196501 204.21803499],0
n2,1,0.931244,0.007444,[84 32] ; [46 17],[84.24581006 31.75418994] ; [45.75418994 17.24581006],0
s1,1,0.974884,0.000991,[ 18 507] ; [  7 200],[ 17.93032787 507.06967213] ; [  7.06967213 199.93032787],0
p5,1,0.996107,2.4e-05,[ 62 467] ; [ 24 181],[ 61.98092643 467.01907357] ; [ 24.01907357 180.98092643],0
