Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,42.399482,[271  17] ; [67 30],[252.84155844  35.15844156] ; [85.15844156 11.84155844],1
d4,1,0.070131,3.279956,[218  70] ; [65 33],[211.15025907  76.84974093] ; [71.84974093 26.15025907],0
r1,1,0.076578,3.136076,[205  83] ; [61 38],[197.95348837  90.04651163] ; [68.04651163 30.95348837],0
a7,1,0.096196,2.767501,[198  90] ; [59 40],[191.25581395  96.74418605] ; [65.74418605 33.25581395],0
n2,1,0.102238,2.670274,[50 21] ; [22 18],[46.05405405 24.94594595] ; [25.94594595 14.05405405],0
s5,1,0.102633,2.664139,[ 49 235] ; [10 87],[ 43.97900262 240.02099738] ; [15.02099738 81.97900262],0
a8,1,0.139733,2.180893,[ 27 232] ; [ 5 89],[ 23.47875354 235.52124646] ; [ 8.52124646 85.47875354],0
a6,1,0.164945,1.928298,[200  89] ; [61 38],[194.40463918  94.59536082] ; [66.59536082 32.40463918],0
p12,1,0.174194,1.846474,[ 11 276] ; [ 1 95],[  8.9921671 278.0078329] ; [ 3.0078329 92.9921671],0
s7,1,0.216394,1.528125,[ 46 230] ; [10 79],[ 42.34520548 233.65479452] ; [13.65479452 75.34520548],0
n3,1,0.226497,1.462723,[52 18] ; [24 14],[49.25925926 20.74074074] ; [26.74074074 11.25925926],0
u3,1,0.353719,0.86007,[53 58] ; [14 22],[50.59183673 60.40816327] ; [16.40816327 19.59183673],0
p1,1,0.359484,0.839696,[ 21 267] ; [10 88],[ 23.12953368 264.87046632] ; [ 7.87046632 90.12953368],0
u2,1,0.390066,0.738736,[49 61] ; [19 17],[51.23287671 58.76712329] ; [16.76712329 19.23287671],0
b4,1,0.42111,0.647215,[171 118] ; [54 45],[167.59020619 121.40979381] ; [57.40979381 41.59020619],0
b5,1,0.447829,0.576142,[176 113] ; [56 43],[172.80412371 116.19587629] ; [59.19587629 39.80412371],0
b2,1,0.472252,0.516703,[ 55 105] ; [16 39],[ 52.8372093 107.1627907] ; [18.1627907 36.8372093],0
b3,1,0.472252,0.516703,[ 55 105] ; [16 39],[ 52.8372093 107.1627907] ; [18.1627907 36.8372093],0
a4,1,0.604034,0.268955,[110 176] ; [41 58],[112.17142857 173.82857143] ; [38.82857143 60.17142857],0
a3,1,0.672216,0.179021,[177 109] ; [63 35],[178.75 107.25] ; [61.25 36.75],0
u4,1,0.75518,0.09723,[  2 287] ; [ 1 98],[  2.23453608 286.76546392] ; [ 0.76546392 98.23453608],0
a2,1,0.794543,0.067816,[ 50 239] ; [16 83],[ 49.15979381 239.84020619] ; [16.84020619 82.15979381],0
n1,1,0.851435,0.035077,[25 45] ; [15 25],[25.45454545 44.54545455] ; [14.54545455 25.45454545],0
d2,1,0.875569,0.02452,[113 173] ; [40 59],[113.65714286 172.34285714] ; [39.34285714 59.65714286],0
s4,1,0.98315,0.000446,[ 29 256] ; [10 89],[ 28.9453125 256.0546875] ; [10.0546875 88.9453125],0
