Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,43.872683,[ 3 23] ; [99 27],[17.44736842  8.55263158] ; [84.55263158 41.44736842],1
n4,1,0.292772,1.106833,[14 12] ; [81 44],[16.35761589  9.64238411] ; [78.64238411 46.35761589],0
p2,1,0.312812,1.018763,[11 15] ; [67 59],[13.34210526 12.65789474] ; [64.65789474 61.34210526],0
a6,1,0.320844,0.985505,[12 14] ; [71 54],[14.29139073 11.70860927] ; [68.70860927 56.29139073],0
p6,1,0.33861,0.915686,[ 2 22] ; [ 20 106],[ 3.52 20.48] ; [ 18.48 107.52],0
a2,1,0.36171,0.831948,[ 3 23] ; [ 24 102],[ 4.61842105 21.38157895] ; [ 22.38157895 103.61842105],0
s3,1,0.410932,0.676104,[ 8 17] ; [51 74],[ 9.83333333 15.16666667] ; [49.16666667 75.83333333],0
p5,1,0.450895,0.568402,[ 1 25] ; [  2 124],[ 0.51315789 25.48684211] ; [  2.48684211 123.51315789],0
p12,1,0.455211,0.557643,[ 1 25] ; [  2 123],[ 0.51655629 25.48344371] ; [  2.48344371 122.51655629],0
b1,1,0.474933,0.510475,[15 11] ; [63 63],[13.34210526 12.65789474] ; [64.65789474 61.34210526],0
n6,1,0.561682,0.3368,[14 12] ; [75 50],[15.32450331 10.67549669] ; [73.67549669 51.32450331],0
u2,1,0.603927,0.269113,[6 9] ; [21 23],[6.86440678 8.13559322] ; [20.13559322 23.86440678],0
d3,1,0.639625,0.219233,[12 14] ; [64 61],[13.08609272 12.91390728] ; [62.91390728 62.08609272],0
p3,1,0.757424,0.095398,[ 6 19] ; [34 92],[ 6.62251656 18.37748344] ; [33.37748344 92.62251656],0
a1,1,0.768732,0.086456,[ 2 24] ; [ 12 114],[ 2.39473684 23.60526316] ; [ 11.60526316 114.39473684],0
p7,1,0.784619,0.074696,[ 7 19] ; [37 88],[ 7.57615894 18.42384106] ; [36.42384106 88.57615894],0
p4,1,0.802604,0.062489,[ 7 19] ; [37 89],[ 7.52631579 18.47368421] ; [36.47368421 89.52631579],0
b2,1,0.888103,0.019798,[ 7 13] ; [26 52],[ 6.73469388 13.26530612] ; [26.26530612 51.73469388],0
b3,1,0.888103,0.019798,[ 7 13] ; [26 52],[ 6.73469388 13.26530612] ; [26.26530612 51.73469388],0
n5,1,0.89954,0.015937,[14 12] ; [69 56],[14.29139073 11.70860927] ; [68.70860927 56.29139073],0
b5,1,0.907677,0.013449,[16 10] ; [76 50],[15.73684211 10.26315789] ; [76.26315789 49.73684211],0
d5,1,0.920659,0.009921,[17  9] ; [83 42],[17.21854305  8.78145695] ; [82.78145695 42.21854305],0
s1,1,0.929969,0.007723,[ 2 24] ; [  9 116],[ 1.89403974 24.10596026] ; [  9.10596026 115.89403974],0
s4,1,0.93776,0.006097,[ 4 22] ; [ 20 105],[ 4.13245033 21.86754967] ; [ 19.86754967 105.13245033],0
