Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2.8e-05,17.550238,[13  2] ; [ 8 27],[6.3 8.7] ; [14.7 20.3],1
u3,1,0.549185,0.358779,[2 3] ; [ 5 14],[1.45833333 3.54166667] ; [ 5.54166667 13.45833333],0
d4,1,0.570866,0.321236,[9 6] ; [19 18],[8.07692308 6.92307692] ; [19.92307692 17.07692308],0
n5,1,0.649286,0.206801,[10  5] ; [27 10],[10.67307692  4.32692308] ; [26.32692308 10.67307692],0
d1,1,0.683181,0.166567,[ 4 11] ; [12 25],[ 4.61538462 10.38461538] ; [11.38461538 25.61538462],0
n6,1,0.690791,0.158231,[8 7] ; [17 19],[7.35294118 7.64705882] ; [17.64705882 18.35294118],0
a6,1,0.695711,0.152972,[6 9] ; [17 20],[6.63461538 8.36538462] ; [16.36538462 20.63461538],0
s3,1,0.726339,0.1225,[ 3 11] ; [ 6 29],[ 2.57142857 11.42857143] ; [ 6.42857143 28.57142857],0
n1,1,0.734139,0.115345,[3 3] ; [ 8 11],[2.64 3.36] ; [ 8.36 10.64],0
v2,1,0.80957,0.058072,[ 3 12] ; [ 6 29],[ 2.7 12.3] ; [ 6.3 28.7],0
b1,1,0.830185,0.045995,[9 6] ; [21 16],[8.65384615 6.34615385] ; [21.34615385 15.65384615],0
p5,1,0.831949,0.04503,[ 1 13] ; [ 2 34],[ 0.84 13.16] ; [ 2.16 33.84],0
s8,1,0.859726,0.031231,[ 1 14] ; [ 2 35],[ 0.86538462 14.13461538] ; [ 2.13461538 34.86538462],0
s1,1,0.859726,0.031231,[ 1 14] ; [ 3 34],[ 1.15384615 13.84615385] ; [ 2.84615385 34.15384615],0
a2,1,0.859726,0.031231,[ 1 14] ; [ 3 34],[ 1.15384615 13.84615385] ; [ 2.84615385 34.15384615],0
a4,1,0.873215,0.025465,[5 9] ; [12 24],[4.76 9.24] ; [12.24 23.76],0
r1,1,0.901528,0.015309,[ 5 10] ; [13 24],[5.19230769 9.80769231] ; [12.80769231 24.19230769],0
a1,1,0.928593,0.008031,[ 3 12] ; [ 7 30],[ 2.88461538 12.11538462] ; [ 7.11538462 29.88461538],0
d5,1,0.962329,0.002231,[8 7] ; [20 17],[8.07692308 6.92307692] ; [19.92307692 17.07692308],0
p1,1,0.98624,0.000297,[ 2 13] ; [ 5 32],[ 2.01923077 12.98076923] ; [ 4.98076923 32.01923077],0
