Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.099219,[57 15] ; [ 2 11],[49.97647059 22.02352941] ; [9.02352941 3.97647059],1
a1,1,0.763147,0.090812,[ 4 68] ; [ 1 12],[ 4.23529412 67.76470588] ; [ 0.76470588 12.23529412],0
b5,1,0.763147,0.090812,[42 30] ; [7 6],[41.50588235 30.49411765] ; [7.49411765 5.50588235],0
n5,1,0.801869,0.062966,[53 19] ; [10  3],[53.36470588 18.63529412] ; [9.63529412 3.36470588],0
n6,1,0.825462,0.048632,[52 20] ; [9 4],[51.67058824 20.32941176] ; [9.32941176 3.67058824],0
u2,1,0.838993,0.041283,[10 25] ; [2 6],[ 9.76744186 25.23255814] ; [2.23255814 5.76744186],0
p8,1,0.874816,0.02482,[15 56] ; [ 3 10],[15.21428571 55.78571429] ; [ 2.78571429 10.21428571],0
p6,1,0.879389,0.023026,[ 7 65] ; [ 1 11],[ 6.85714286 65.14285714] ; [ 1.14285714 10.85714286],0
a4,1,0.892681,0.018202,[12 59] ; [ 2 11],[11.83333333 59.16666667] ; [ 2.16666667 10.83333333],0
n1,1,0.899765,0.015865,[10 15] ; [3 5],[ 9.84848485 15.15151515] ; [3.15151515 4.84848485],0
s4,1,0.908684,0.013156,[12 60] ; [ 2 11],[11.85882353 60.14117647] ; [ 2.14117647 10.85882353],0
b4,1,0.909166,0.013017,[40 32] ; [7 6],[39.81176471 32.18823529] ; [7.18823529 5.81176471],0
a2,1,0.922813,0.009388,[ 5 67] ; [ 1 12],[ 5.08235294 66.91764706] ; [ 0.91764706 12.08235294],0
s1,1,0.927526,0.008273,[ 6 65] ; [ 1 12],[ 5.91666667 65.08333333] ; [ 1.08333333 11.91666667],0
