Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.792706,[26 83] ; [19  6],[36.60447761 72.39552239] ; [ 8.39552239 16.60447761],1
n1,1,0.179267,1.803689,[16 18] ; [2 7],[14.23255814 19.76744186] ; [3.76744186 5.23255814],0
u2,1,0.209814,1.572712,[25 35] ; [10  7],[27.27272727 32.72727273] ; [7.72727273 9.27272727],0
s1,1,0.211809,1.559016,[  3 106] ; [ 2 23],[  4.06716418 104.93283582] ; [ 0.93283582 24.06716418],0
n6,1,0.232709,1.424224,[74 35] ; [20  5],[76.46268657 32.53731343] ; [17.53731343  7.46268657],0
u3,1,0.240384,1.378339,[19 41] ; [8 9],[21.03896104 38.96103896] ; [ 5.96103896 11.03896104],0
p2,1,0.275458,1.189365,[74 35] ; [19  5],[76.21804511 32.78195489] ; [16.78195489  7.21804511],0
d2,1,0.314882,1.010086,[17 92] ; [ 6 19],[18.70895522 90.29104478] ; [ 4.29104478 20.70895522],0
b1,1,0.327867,0.957304,[51 58] ; [ 9 16],[48.80597015 60.19402985] ; [11.19402985 13.80597015],0
a3,1,0.336327,0.924381,[48 61] ; [ 8 16],[45.89473684 63.10526316] ; [10.10526316 13.89473684],0
b5,1,0.338163,0.917382,[68 41] ; [13 12],[65.8880597 43.1119403] ; [15.1119403  9.8880597],0
v2,1,0.348105,0.880352,[26 82] ; [ 8 16],[27.81818182 80.18181818] ; [ 6.18181818 17.81818182],0
v1,1,0.353809,0.859749,[34 73] ; [10 14],[35.9389313 71.0610687] ; [ 8.0610687 15.9389313],0
a7,1,0.412887,0.670473,[55 53] ; [15 10],[56.84210526 51.15789474] ; [13.15789474 11.84210526],0
p4,1,0.433131,0.614413,[43 66] ; [12 13],[44.73880597 64.26119403] ; [10.26119403 14.73880597],0
n4,1,0.485242,0.48706,[65 44] ; [13 12],[63.44776119 45.55223881] ; [14.55223881 10.44776119],0
p12,1,0.496463,0.46249,[  5 103] ; [ 2 23],[  5.68421053 102.31578947] ; [ 1.31578947 23.68421053],0
d5,1,0.549315,0.358545,[49 59] ; [13 12],[50.34586466 57.65413534] ; [11.65413534 13.34586466],0
r3,1,0.598167,0.277769,[81 27] ; [20  5],[82.01503759 25.98496241] ; [18.98496241  6.01503759],0
r2,1,0.618254,0.248329,[76 31] ; [19  6],[77.00757576 29.99242424] ; [17.99242424  7.00757576],0
v3,1,0.624904,0.239034,[23 86] ; [ 4 20],[22.12781955 86.87218045] ; [ 4.87218045 19.12781955],0
a6,1,0.63803,0.221328,[58 51] ; [12 13],[56.94029851 52.05970149] ; [13.05970149 11.94029851],0
b3,1,0.674828,0.176006,[20 42] ; [ 4 11],[19.32467532 42.67532468] ; [ 4.67532468 10.32467532],0
b2,1,0.674828,0.176006,[20 42] ; [ 4 11],[19.32467532 42.67532468] ; [ 4.67532468 10.32467532],0
p10,1,0.686539,0.162857,[66 40] ; [16  8],[66.86153846 39.13846154] ; [15.13846154  8.86153846],0
a5,1,0.692734,0.156142,[39 70] ; [10 15],[39.85820896 69.14179104] ; [ 9.14179104 15.85820896],0
p1,1,0.735757,0.113891,[  7 102] ; [ 2 22],[  7.37593985 101.62406015] ; [ 1.62406015 22.37593985],0
p7,1,0.775405,0.081403,[54 52] ; [13 11],[54.63076923 51.36923077] ; [12.36923077 11.63076923],0
p9,1,0.783762,0.075306,[78 28] ; [17  7],[77.46153846 28.53846154] ; [17.53846154  6.46153846],0
a8,1,0.797926,0.065552,[11 94] ; [ 2 21],[10.6640625 94.3359375] ; [ 2.3359375 20.6640625],0
p11,1,0.82467,0.049081,[68 41] ; [15 10],[67.51492537 41.48507463] ; [15.48507463  9.51492537],0
a4,1,0.8484,0.036542,[20 89] ; [ 5 20],[20.3358209 88.6641791] ; [ 4.6641791 20.3358209],0
a2,1,0.898126,0.016391,[  5 104] ; [ 1 24],[  4.88059701 104.11940299] ; [ 1.11940299 23.88059701],0
p8,1,0.918285,0.010525,[42 66] ; [10 15],[42.22556391 65.77443609] ; [ 9.77443609 15.22556391],0
p3,1,0.921401,0.009736,[36 73] ; [ 8 17],[35.79104478 73.20895522] ; [ 8.20895522 16.79104478],0
s8,1,0.933299,0.007005,[21 88] ; [ 5 20],[21.14925373 87.85074627] ; [ 4.85074627 20.14925373],0
