Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,58.599494,[ 7 33] ; [129  31],[27.2 12.8] ; [108.8  51.2],1
n4,1,0.120758,2.407468,[30 10] ; [99 61],[25.8 14.2] ; [103.2  56.8],0
b5,1,0.136855,2.212967,[17 23] ; [89 71],[21.2 18.8] ; [84.8 75.2],0
b4,1,0.199823,1.643669,[26 14] ; [86 74],[22.4 17.6] ; [89.6 70.4],0
s2,1,0.235118,1.40963,[ 5 35] ; [ 33 126],[ 7.63819095 32.36180905] ; [ 30.36180905 128.63819095],0
a2,1,0.282546,1.154801,[ 4 36] ; [ 27 133],[ 6.2 33.8] ; [ 24.8 135.2],0
a3,1,0.282744,1.153854,[24 15] ; [112  47],[26.78787879 12.21212121] ; [109.21212121  49.78787879],0
a8,1,0.286808,1.134543,[ 6 33] ; [ 14 134],[ 4.17112299 34.82887701] ; [ 15.82887701 132.17112299],0
p12,1,0.288933,1.124589,[ 1 39] ; [  1 158],[ 0.40201005 39.59798995] ; [  1.59798995 157.40201005],0
d4,1,0.305005,1.052183,[27 13] ; [120  39],[29.54773869 10.45226131] ; [117.45226131  41.54773869],0
n2,1,0.376859,0.780923,[10  9] ; [34 19],[11.61111111  7.38888889] ; [32.38888889 20.61111111],0
a5,1,0.389204,0.741427,[21 19] ; [96 64],[23.4 16.6] ; [93.6 66.4],0
n5,1,0.435563,0.607944,[26 14] ; [92 66],[23.83838384 16.16161616] ; [94.16161616 63.83838384],0
a4,1,0.452557,0.564239,[14 25] ; [68 92],[16.07035176 22.92964824] ; [65.92964824 94.07035176],0
d1,1,0.474486,0.511509,[15 25] ; [70 90],[17. 23.] ; [68. 92.],0
u1,1,0.629584,0.232626,[ 3 37] ; [ 16 144],[ 3.8 36.2] ; [ 15.2 144.8],0
p5,1,0.691413,0.157559,[ 1 39] ; [  6 152],[ 1.41414141 38.58585859] ; [  5.58585859 152.41414141],0
s1,1,0.724115,0.124584,[ 2 38] ; [  6 153],[ 1.6080402 38.3919598] ; [  6.3919598 152.6080402],0
b2,1,0.775153,0.081591,[12 14] ; [40 53],[11.36134454 14.63865546] ; [40.63865546 52.36134454],0
b3,1,0.775153,0.081591,[12 14] ; [40 53],[11.36134454 14.63865546] ; [40.63865546 52.36134454],0
s5,1,0.868762,0.027301,[ 4 35] ; [ 17 135],[ 4.28795812 34.71204188] ; [ 16.71204188 135.28795812],0
s4,1,0.904025,0.014539,[ 4 36] ; [ 15 145],[ 3.8 36.2] ; [ 15.2 144.8],0
s7,1,0.982264,0.000494,[ 7 30] ; [ 29 123],[ 7.04761905 29.95238095] ; [ 28.95238095 123.04761905],0
d2,1,0.989698,0.000167,[16 23] ; [65 93],[16.03553299 22.96446701] ; [64.96446701 93.03553299],0
s3,1,0.992039,0.0001,[11 28] ; [ 45 115],[10.97487437 28.02512563] ; [ 45.02512563 114.97487437],0
