Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000126,14.696355,[21 64] ; [16  8],[28.85321101 56.14678899] ; [ 8.14678899 15.85321101],1
v2,1,0.291257,1.113801,[28 56] ; [10 12],[30.11320755 53.88679245] ; [ 7.88679245 14.11320755],0
p10,1,0.298262,1.081948,[46 38] ; [16  8],[48.22222222 35.77777778] ; [13.77777778 10.22222222],0
r2,1,0.298873,1.079215,[67 19] ; [21  3],[68.8 17.2] ; [19.2  4.8],0
p11,1,0.303898,1.057009,[51 35] ; [17  7],[53.16363636 32.83636364] ; [14.83636364  9.16363636],0
s8,1,0.30619,1.047039,[ 8 78] ; [ 4 20],[ 9.38181818 76.61818182] ; [ 2.61818182 21.38181818],0
p12,1,0.330115,0.948446,[ 1 85] ; [ 1 23],[ 1.56363636 84.43636364] ; [ 0.43636364 23.56363636],0
s5,1,0.335853,0.926198,[ 9 76] ; [ 1 23],[ 7.79816514 77.20183486] ; [ 2.20183486 21.79816514],0
a4,1,0.363384,0.826164,[22 64] ; [ 4 20],[20.32727273 65.67272727] ; [ 5.67272727 18.32727273],0
v4,1,0.372198,0.796313,[71 13] ; [22  2],[72.33333333 11.66666667] ; [20.66666667  3.33333333],0
a6,1,0.410608,0.677038,[42 44] ; [14 10],[43.78181818 42.21818182] ; [12.21818182 11.78181818],0
a8,1,0.417355,0.65775,[ 4 78] ; [ 2 19],[ 4.77669903 77.22330097] ; [ 1.22330097 19.77669903],0
n5,1,0.428284,0.627472,[28 57] ; [10 14],[29.63302752 55.36697248] ; [ 8.36697248 15.63302752],0
s3,1,0.470774,0.520159,[19 67] ; [ 7 17],[20.32727273 65.67272727] ; [ 5.67272727 18.32727273],0
n1,1,0.516937,0.42,[ 9 26] ; [1 6],[ 8.33333333 26.66666667] ; [1.66666667 5.33333333],0
p6,1,0.539815,0.375882,[14 72] ; [ 5 18],[14.99082569 71.00917431] ; [ 4.00917431 18.99082569],0
n3,1,0.569764,0.323077,[21 14] ; [5 2],[21.66666667 13.33333333] ; [4.33333333 2.66666667],0
a3,1,0.597398,0.278938,[48 37] ; [15  9],[49.12844037 35.87155963] ; [13.87155963 10.12844037],0
a1,1,0.624392,0.239743,[ 2 84] ; [ 1 23],[ 2.34545455 83.65454545] ; [ 0.65454545 23.34545455],0
p1,1,0.631506,0.230024,[ 2 83] ; [ 1 23],[ 2.33944954 82.66055046] ; [ 0.66055046 23.33944954],0
r3,1,0.644288,0.213178,[68 18] ; [20  4],[68.8 17.2] ; [19.2  4.8],0
s4,1,0.647118,0.209553,[10 76] ; [ 2 22],[ 9.38181818 76.61818182] ; [ 2.61818182 21.38181818],0
b1,1,0.651988,0.203403,[35 51] ; [11 13],[35.96363636 50.03636364] ; [10.03636364 13.96363636],0
u1,1,0.654823,0.199873,[ 5 81] ; [ 2 22],[ 5.47272727 80.52727273] ; [ 1.52727273 22.47272727],0
r1,1,0.700854,0.147585,[50 36] ; [15  9],[50.81818182 35.18181818] ; [14.18181818  9.81818182],0
v3,1,0.793153,0.068759,[13 69] ; [ 4 18],[13.40384615 68.59615385] ; [ 3.59615385 18.40384615],0
d4,1,0.80831,0.058858,[58 27] ; [17  7],[58.48623853 26.51376147] ; [16.51376147  7.48623853],0
d1,1,0.812731,0.056124,[30 56] ; [ 9 15],[30.49090909 55.50909091] ; [ 8.50909091 15.49090909],0
a2,1,0.82098,0.051205,[ 6 80] ; [ 2 22],[ 6.25454545 79.74545455] ; [ 1.74545455 22.25454545],0
s2,1,0.87,0.026784,[13 72] ; [ 4 20],[13.25688073 71.74311927] ; [ 3.74311927 20.25688073],0
b2,1,0.969872,0.001426,[12 35] ; [3 9],[11.94915254 35.05084746] ; [3.05084746 8.94915254],0
b3,1,0.969872,0.001426,[12 35] ; [3 9],[11.94915254 35.05084746] ; [3.05084746 8.94915254],0
u2,1,0.987342,0.000252,[21 17] ; [5 4],[21.0212766 16.9787234] ; [4.9787234 4.0212766],0
