Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,4e-06,21.499603,[111  58] ; [61 92],[90.27329193 78.72670807] ; [81.72670807 71.27329193],1
s2,1,0.380069,0.770478,[ 59 114] ; [ 48 114],[ 55.25671642 117.74328358] ; [ 51.74328358 110.25671642],0
a2,1,0.417014,0.658716,[ 34 142] ; [ 26 137],[ 31.15044248 144.84955752] ; [ 28.84955752 134.15044248],0
u1,1,0.451778,0.566187,[ 23 153] ; [ 17 146],[ 20.76696165 155.23303835] ; [ 19.23303835 143.76696165],0
d2,1,0.459204,0.547835,[ 75 100] ; [63 99],[ 71.66172107 103.33827893] ; [66.33827893 95.66172107],0
p12,1,0.495462,0.464644,[ 13 163] ; [  9 153],[ 11.4556213 164.5443787] ; [ 10.5443787 151.4556213],0
p1,1,0.514002,0.425911,[ 14 162] ; [ 10 153],[ 12.46017699 163.53982301] ; [ 11.53982301 151.46017699],0
d4,1,0.540213,0.375145,[147  29] ; [132  31],[144.84955752  31.15044248] ; [134.15044248  28.84955752],0
a7,1,0.558209,0.342814,[128  47] ; [123  39],[130.34124629  44.65875371] ; [120.65875371  41.34124629],0
b5,1,0.57259,0.318368,[110  66] ; [97 66],[107.46902655  68.53097345] ; [99.53097345 63.46902655],0
n1,1,0.575906,0.312901,[11 21] ; [11 28],[ 9.91549296 22.08450704] ; [12.08450704 26.91549296],0
a1,1,0.650603,0.205141,[  7 169] ; [  5 158],[  6.2300885 169.7699115] ; [  5.7699115 157.2300885],0
u2,1,0.733905,0.115557,[31 30] ; [35 30],[31.95238095 29.04761905] ; [34.04761905 30.95238095],0
n3,1,0.761485,0.092131,[24  8] ; [28 11],[23.43661972  8.56338028] ; [28.56338028 10.43661972],0
n2,1,0.761485,0.092131,[24  8] ; [28 11],[23.43661972  8.56338028] ; [28.56338028 10.43661972],0
s3,1,0.764249,0.089944,[ 66 107] ; [64 97],[ 67.33532934 105.66467066] ; [62.66467066 98.33532934],0
b4,1,0.825395,0.048669,[107  69] ; [101  62],[107.98820059  68.01179941] ; [100.01179941  62.98820059],0
a8,1,0.845057,0.038192,[ 17 146] ; [ 17 136],[ 17.53797468 145.46202532] ; [ 16.46202532 136.53797468],0
s1,1,0.923529,0.009214,[  3 171] ; [  3 158],[  3.11641791 170.88358209] ; [  2.88358209 158.11641791],0
b1,1,0.946001,0.004587,[ 60 116] ; [ 55 108],[ 59.70501475 116.29498525] ; [ 55.29498525 107.70501475],0
r3,1,0.954252,0.003291,[164  11] ; [153  10],[164.12721893  10.87278107] ; [152.87278107  10.12721893],0
