Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.02931,[ 4 23] ; [41 16],[14.46428571 12.53571429] ; [30.53571429 26.46428571],1
n4,1,0.036503,4.373469,[17 10] ; [22 35],[12.53571429 14.46428571] ; [26.46428571 30.53571429],0
n1,1,0.044042,4.054945,[8 8] ; [ 5 20],[ 5.07317073 10.92682927] ; [ 7.92682927 17.07317073],0
b5,1,0.05082,3.814192,[ 9 18] ; [32 25],[13.17857143 13.82142857] ; [27.82142857 29.17857143],0
p1,1,0.053254,3.735919,[ 5 22] ; [ 3 54],[ 2.57142857 24.42857143] ; [ 5.42857143 51.57142857],0
p7,1,0.064141,3.426923,[ 5 22] ; [21 33],[ 8.66666667 18.33333333] ; [17.33333333 36.66666667],0
d4,1,0.065527,3.391665,[16 11] ; [44 12],[19.51807229  7.48192771] ; [40.48192771 15.51807229],0
s3,1,0.087371,2.922152,[ 8 18] ; [29 28],[11.59036145 14.40963855] ; [25.40963855 31.59036145],0
a7,1,0.101659,2.679316,[14 13] ; [40 17],[17.35714286  9.64285714] ; [36.64285714 20.35714286],0
p8,1,0.103279,2.654168,[ 3 23] ; [15 39],[ 5.85 20.15] ; [12.15 41.85],0
n5,1,0.161332,1.961693,[14 13] ; [20 36],[11.06024096 15.93975904] ; [22.93975904 33.06024096],0
p4,1,0.19386,1.688036,[ 5 22] ; [18 38],[ 7.48192771 19.51807229] ; [15.51807229 40.48192771],0
v1,1,0.19754,1.660472,[ 7 20] ; [23 34],[ 9.64285714 17.35714286] ; [20.35714286 36.64285714],0
d1,1,0.224765,1.473684,[ 9 18] ; [27 30],[11.57142857 15.42857143] ; [24.42857143 32.57142857],0
s1,1,0.267194,1.231093,[ 4 23] ; [ 4 52],[ 2.60240964 24.39759036] ; [ 5.39759036 50.60240964],0
p6,1,0.283084,1.152223,[ 3 24] ; [11 42],[ 4.725 22.275] ; [ 9.275 43.725],0
v3,1,0.31179,1.023077,[ 5 21] ; [15 35],[ 6.84210526 19.15789474] ; [13.15789474 36.84210526],0
p3,1,0.325836,0.965378,[ 6 21] ; [18 37],[ 7.90243902 19.09756098] ; [16.09756098 38.90243902],0
a2,1,0.394515,0.724982,[ 4 23] ; [13 44],[ 5.46428571 21.53571429] ; [11.53571429 45.46428571],0
s5,1,0.447469,0.577055,[ 4 23] ; [11 39],[ 5.25974026 21.74025974] ; [ 9.74025974 40.25974026],0
s4,1,0.496536,0.462332,[ 4 23] ; [12 45],[ 5.14285714 21.85714286] ; [10.85714286 46.14285714],0
a3,1,0.528243,0.39777,[15 11] ; [37 20],[16.28915663  9.71084337] ; [35.71084337 21.28915663],0
a5,1,0.602354,0.271461,[14 13] ; [33 24],[15.10714286 11.89285714] ; [31.89285714 25.10714286],0
b4,1,0.712275,0.136015,[14 13] ; [32 25],[14.78571429 12.21428571] ; [31.21428571 25.78571429],0
d2,1,0.763956,0.090174,[13 14] ; [25 31],[12.36144578 14.63855422] ; [25.63855422 30.36144578],0
a8,1,0.772017,0.083948,[ 3 24] ; [ 5 50],[ 2.63414634 24.36585366] ; [ 5.36585366 49.63414634],0
n2,1,0.900542,0.015619,[8 8] ; [13 12],[8.19512195 7.80487805] ; [12.80487805 12.19512195],0
a4,1,0.905695,0.014035,[11 16] ; [24 33],[11.25 15.75] ; [23.75 33.25],0
b1,1,0.959787,0.002542,[15 12] ; [32 25],[15.10714286 11.89285714] ; [31.89285714 25.10714286],0
