Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,8e-06,19.913972,[33 22] ; [71  6],[43.33333333 11.66666667] ; [60.66666667 16.33333333],1
r2,1,0.288285,1.127614,[44 10] ; [67  9],[46.10769231  7.89230769] ; [64.89230769 11.10769231],0
v3,1,0.382546,0.762503,[13 37] ; [25 50],[15.2 34.8] ; [22.8 52.2],0
b3,1,0.387534,0.746667,[13 17] ; [14 28],[11.25 18.75] ; [15.75 26.25],0
b2,1,0.387534,0.746667,[13 17] ; [14 28],[11.25 18.75] ; [15.75 26.25],0
r1,1,0.402023,0.702266,[34 21] ; [53 24],[36.25 18.75] ; [50.75 26.25],0
a7,1,0.432566,0.615924,[35 20] ; [54 23],[37.08333333 17.91666667] ; [51.91666667 25.08333333],0
n1,1,0.465577,0.532454,[11 18] ; [16 18],[12.42857143 16.57142857] ; [14.57142857 19.42857143],0
a2,1,0.471673,0.518053,[10 45] ; [18 59],[11.66666667 43.33333333] ; [16.33333333 60.66666667],0
a8,1,0.492575,0.470897,[ 4 50] ; [ 3 64],[ 3.12396694 50.87603306] ; [ 3.87603306 63.12396694],0
d2,1,0.507748,0.438705,[25 30] ; [39 37],[26.87022901 28.12977099] ; [37.12977099 38.87022901],0
u2,1,0.523429,0.407131,[10 12] ; [11 19],[ 8.88461538 13.11538462] ; [12.11538462 17.88461538],0
d3,1,0.601442,0.272827,[34 21] ; [51 26],[35.41666667 19.58333333] ; [49.58333333 27.41666667],0
v1,1,0.626291,0.237124,[18 37] ; [28 48],[19.3129771 35.6870229] ; [26.6870229 49.3129771],0
a5,1,0.655937,0.198496,[30 25] ; [45 32],[31.25 23.75] ; [43.75 33.25],0
b4,1,0.655937,0.198496,[30 25] ; [45 32],[31.25 23.75] ; [43.75 33.25],0
a3,1,0.7663,0.088339,[32 22] ; [47 29],[32.81538462 21.18461538] ; [46.18461538 29.81538462],0
a4,1,0.803984,0.061601,[23 32] ; [33 42],[23.69230769 31.30769231] ; [32.30769231 42.69230769],0
s1,1,0.807517,0.059356,[ 5 50] ; [ 6 70],[ 4.61832061 50.38167939] ; [ 6.38167939 69.61832061],0
p1,1,0.856908,0.032512,[ 7 48] ; [ 9 68],[ 6.66666667 48.33333333] ; [ 9.33333333 67.66666667],0
n3,1,0.885739,0.020649,[14 13] ; [17 17],[13.72131148 13.27868852] ; [17.27868852 16.72131148],0
u3,1,0.991582,0.000111,[10 13] ; [13 17],[ 9.98113208 13.01886792] ; [13.01886792 16.98113208],0
