Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,45.094836,[67  9] ; [ 6 23],[52.83809524 23.16190476] ; [20.16190476  8.83809524],1
s7,1,0.058666,3.574711,[27 45] ; [ 5 23],[23.04 48.96] ; [ 8.96 19.04],0
s8,1,0.060499,3.523651,[24 51] ; [ 4 25],[20.19230769 54.80769231] ; [ 7.80769231 21.19230769],0
v1,1,0.069822,3.287205,[30 46] ; [ 6 23],[26.05714286 49.94285714] ; [ 9.94285714 19.05714286],0
a3,1,0.075006,3.169917,[48 27] ; [13 16],[43.99038462 31.00961538] ; [17.00961538 11.99038462],0
a2,1,0.085275,2.961387,[16 60] ; [ 2 27],[13.02857143 62.97142857] ; [ 4.97142857 24.02857143],0
s4,1,0.090024,2.873937,[ 8 65] ; [ 7 22],[10.73529412 62.26470588] ; [ 4.26470588 24.73529412],0
s3,1,0.108528,2.575522,[39 36] ; [10 19],[35.33653846 39.66346154] ; [13.66346154 15.33653846],0
n2,1,0.131246,2.277708,[17  7] ; [7 8],[14.76923077  9.23076923] ; [9.23076923 5.76923077],0
p4,1,0.142548,2.150233,[32 42] ; [ 8 21],[28.73786408 45.26213592] ; [11.26213592 17.73786408],0
n4,1,0.17205,1.864991,[66 10] ; [22  7],[63.6952381 12.3047619] ; [24.3047619  4.6952381],0
u1,1,0.18135,1.786525,[13 63] ; [ 2 27],[10.85714286 65.14285714] ; [ 4.14285714 24.85714286],0
b1,1,0.185101,1.756185,[45 31] ; [13 16],[41.98095238 34.01904762] ; [16.01904762 12.98095238],0
s5,1,0.194691,1.681756,[17 58] ; [ 3 24],[14.70588235 60.29411765] ; [ 5.29411765 21.70588235],0
p8,1,0.210303,1.56934,[26 50] ; [ 6 22],[23.38461538 52.61538462] ; [ 8.61538462 19.38461538],0
p3,1,0.253586,1.303441,[24 51] ; [ 6 23],[21.63461538 53.36538462] ; [ 8.36538462 20.63461538],0
p7,1,0.298125,1.082562,[36 37] ; [11 18],[33.6372549 39.3627451] ; [13.3627451 15.6372549],0
a1,1,0.35726,0.847502,[ 6 70] ; [ 4 25],[ 7.23809524 68.76190476] ; [ 2.76190476 26.23809524],0
a6,1,0.380205,0.770038,[49 27] ; [16 13],[47.04761905 28.95238095] ; [17.95238095 11.04761905],0
v2,1,0.412795,0.670736,[29 44] ; [ 9 20],[27.19607843 45.80392157] ; [10.80392157 18.19607843],0
p5,1,0.435085,0.609211,[ 6 70] ; [ 1 27],[ 5.11538462 70.88461538] ; [ 1.88461538 26.11538462],0
b4,1,0.453298,0.562392,[48 28] ; [16 13],[46.32380952 29.67619048] ; [17.67619048 11.32380952],0
p12,1,0.474765,0.510865,[ 1 75] ; [ 1 28],[ 1.44761905 74.55238095] ; [ 0.55238095 28.44761905],0
n1,1,0.587045,0.294983,[11 12] ; [5 8],[10.22222222 12.77777778] ; [5.77777778 7.22222222],0
a4,1,0.625197,0.23863,[28 47] ; [ 9 19],[26.94174757 48.05825243] ; [10.05825243 17.94174757],0
b5,1,0.65465,0.200087,[43 33] ; [15 14],[41.98095238 34.01904762] ; [16.01904762 12.98095238],0
s1,1,0.885025,0.02091,[ 6 69] ; [ 2 26],[ 5.82524272 69.17475728] ; [ 2.17475728 25.82524272],0
p6,1,0.902173,0.015109,[14 60] ; [ 5 23],[13.78431373 60.21568627] ; [ 5.21568627 22.78431373],0
n3,1,0.94422,0.004895,[12 11] ; [8 7],[12.10526316 10.89473684] ; [7.89473684 7.10526316],0
b2,1,0.960198,0.002491,[17 35] ; [ 6 12],[17.08571429 34.91428571] ; [ 5.91428571 12.08571429],0
b3,1,0.960198,0.002491,[17 35] ; [ 6 12],[17.08571429 34.91428571] ; [ 5.91428571 12.08571429],0
p1,1,0.978339,0.000737,[ 8 68] ; [ 3 26],[ 7.96190476 68.03809524] ; [ 3.03809524 25.96190476],0
d2,1,0.982806,0.000464,[40 35] ; [15 13],[40.04854369 34.95145631] ; [14.95145631 13.04854369],0
