Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,3.6e-05,17.069127,[ 5 35] ; [37 34],[15.13513514 24.86486486] ; [26.86486486 44.13513514],1
u3,1,0.243628,1.359477,[11  7] ; [15 19],[9. 9.] ; [17. 17.],0
n2,1,0.243751,1.358766,[6 5] ; [15  5],[7.4516129 3.5483871] ; [13.5483871  6.4516129],0
u2,1,0.285136,1.142448,[11  7] ; [15 18],[9.17647059 8.82352941] ; [16.82352941 16.17647059],0
b4,1,0.298833,1.079394,[27 13] ; [42 31],[24.42477876 15.57522124] ; [44.57522124 28.42477876],0
p12,1,0.337305,0.920647,[ 1 38] ; [ 5 68],[ 2.08928571 36.91071429] ; [ 3.91071429 69.08928571],0
d4,1,0.342088,0.902589,[31  8] ; [52 21],[28.90178571 10.09821429] ; [54.09821429 18.90178571],0
s6,1,0.386899,0.748665,[22 17] ; [46 25],[24.10909091 14.89090909] ; [43.89090909 27.10909091],0
p1,1,0.388898,0.742385,[ 2 38] ; [ 7 66],[ 3.18584071 36.81415929] ; [ 5.81415929 67.18584071],0
r2,1,0.418706,0.653945,[34  6] ; [64  7],[35.31531532  4.68468468] ; [62.68468468  8.31531532],0
a8,1,0.486335,0.484625,[ 3 33] ; [ 9 61],[ 4.0754717 31.9245283] ; [ 7.9245283 62.0754717],0
a1,1,0.534075,0.386631,[ 2 38] ; [ 2 71],[ 1.4159292 38.5840708] ; [ 2.5840708 70.4159292],0
s4,1,0.546953,0.362804,[ 9 31] ; [13 60],[ 7.78761062 32.21238938] ; [14.21238938 58.78761062],0
a6,1,0.563145,0.334288,[22 18] ; [36 37],[20.53097345 19.46902655] ; [37.46902655 35.53097345],0
s1,1,0.657914,0.196067,[ 1 39] ; [ 3 70],[ 1.4159292 38.5840708] ; [ 2.5840708 70.4159292],0
n6,1,0.658966,0.194783,[32  8] ; [60 12],[32.85714286  7.14285714] ; [59.14285714 12.85714286],0
u4,1,0.663056,0.189832,[ 1 39] ; [ 1 72],[ 0.7079646 39.2920354] ; [ 1.2920354 71.7079646],0
b1,1,0.70514,0.143179,[14 26] ; [23 50],[13.09734513 26.90265487] ; [23.90265487 49.09734513],0
r1,1,0.70514,0.143179,[26 14] ; [50 23],[26.90265487 13.09734513] ; [49.09734513 23.90265487],0
n3,1,0.74047,0.109714,[9 3] ; [16  4],[9.375 2.625] ; [15.625  4.375],0
s5,1,0.75675,0.095946,[ 8 29] ; [17 53],[ 8.64485981 28.35514019] ; [16.35514019 53.64485981],0
v3,1,0.821968,0.050632,[20 19] ; [38 33],[20.56363636 18.43636364] ; [37.43636364 33.56363636],0
d3,1,0.842155,0.039656,[25 15] ; [47 26],[25.48672566 14.51327434] ; [46.51327434 26.48672566],0
a3,1,0.872352,0.025815,[22 18] ; [39 34],[21.59292035 18.40707965] ; [39.40707965 33.59292035],0
a7,1,0.898771,0.016183,[27 12] ; [49 23],[26.7027027 12.2972973] ; [49.2972973 22.7027027],0
n1,1,0.923441,0.009235,[4 8] ; [ 7 13],[4.125 7.875] ; [ 6.875 13.125],0
u1,1,0.939575,0.005746,[ 1 39] ; [ 2 71],[ 1.0619469 38.9380531] ; [ 1.9380531 71.0619469],0
