Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.121974,[225  55] ; [59 47],[206.01036269  73.98963731] ; [77.98963731 28.01036269],1
d5,1,0.611605,0.257844,[223  58] ; [89 20],[224.8  56.2] ; [87.2 21.8],0
n3,1,0.616252,0.251171,[58 19] ; [31  8],[59.07758621 17.92241379] ; [29.92241379  9.07758621],0
a4,1,0.645162,0.212054,[129 151] ; [54 57],[131.04859335 148.95140665] ; [51.95140665 59.04859335],0
s3,1,0.729295,0.11976,[157 119] ; [61 50],[155.47286822 120.52713178] ; [62.52713178 48.47286822],0
a3,1,0.777029,0.080199,[199  82] ; [77 34],[197.84693878  83.15306122] ; [78.15306122 32.84693878],0
p5,1,0.81508,0.054699,[ 14 262] ; [  5 106],[ 13.5503876 262.4496124] ; [  5.4496124 105.5503876],0
r1,1,0.819174,0.052261,[231  48] ; [90 20],[230.22879177  48.77120823] ; [90.77120823 19.22879177],0
p4,1,0.834735,0.043528,[128 152] ; [49 61],[127.07692308 152.92307692] ; [49.92307692 60.07692308],0
p7,1,0.842192,0.039637,[119 155] ; [49 61],[119.875 154.125] ; [48.125 61.875],0
a1,1,0.885023,0.020911,[ 11 270] ; [  4 107],[ 10.75255102 270.24744898] ; [  4.24744898 106.75255102],0
n2,1,0.918872,0.010374,[56 19] ; [31 11],[55.76923077 19.23076923] ; [31.23076923 10.76923077],0
u1,1,0.955799,0.003072,[ 55 226] ; [22 89],[ 55.19642857 225.80357143] ; [21.80357143 89.19642857],0
